n_clusters,embedding_size,batch_size,clustering_loss_weight,ssl_loss_weight,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,1024,0.1,1.0,0.6386762673552148,0.557626003333201,0.7197191339964891,0.11291748345151005,421.04987741426726,2.2994310515898206,0.3030825570724241
