n_clusters,embedding_size,batch_size,clustering_loss_weight,ssl_loss_weight,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,1024,0.1,1.0,0.39742582435252427,0.39030617617838337,0.6493075872830115,0.19147017863774207,1023.4627123990022,1.9999912226289358,0.33333430859963836
