n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,10,{'lr': 0.01},{'lr': 0.01},42,0.17047891433978052,0.3103563764962544,0.9118488838008014,0.10461679606123264,772.8200943289961,2.4468899682954195,0.29011660052918
3,10,{'lr': 0.01},{'lr': 0.001},42,0.17798037604731723,0.3209773888827531,0.934745277618775,0.10722039978108372,692.0056090910393,2.308097976037114,0.3022885075483571
3,10,{'lr': 0.01},{'lr': 0.0001},42,0.5240211250069957,0.5249305511920728,0.9447624499141385,0.18116375861363745,624.4497128402389,1.970911031487347,0.3365970873585411
3,10,{'lr': 0.01},{'lr': 1e-05},42,0.41030544284011555,0.522679459353476,0.9533485975958786,0.16718140373524507,820.0135497261299,1.724869691339472,0.36699002641422723
3,10,{'lr': 0.001},{'lr': 0.01},42,0.21338621443521824,0.40251402385216806,0.9453348597595879,0.12253319694365647,841.7116239680614,2.263683897560125,0.3064022225766359
3,10,{'lr': 0.001},{'lr': 0.001},42,0.1527582045842768,0.26100698169883274,0.8915283342873498,0.0661877886791455,623.9799476335505,3.4477003859237016,0.22483528862799498
3,10,{'lr': 0.001},{'lr': 0.0001},42,0.14473704814594907,0.2431397183360384,0.9227246708643388,0.04778201352087612,455.2165112602841,3.4458943246688563,0.22492662375066305
3,10,{'lr': 0.001},{'lr': 1e-05},42,0.2712264307804498,0.41953509600684913,0.9479107040641099,0.1091858965436701,732.2761949238779,2.778584435102038,0.264649372582565
3,10,{'lr': 0.0001},{'lr': 0.01},42,0.21578439548663353,0.3983343991413328,0.9450486548368632,0.11418339838802653,822.2725602184146,2.393477190620414,0.29468298851809127
3,10,{'lr': 0.0001},{'lr': 0.001},42,0.08131772446483855,0.1564843148766103,0.8692043503148255,0.0343722698869963,359.50806353858246,3.3933229963636737,0.2276181379852321
3,10,{'lr': 0.0001},{'lr': 0.0001},42,0.1438550152928821,0.1578513466277211,0.8692043503148255,0.049109473286012055,301.6642420977437,3.593877204596136,0.21768104706836922
3,10,{'lr': 0.0001},{'lr': 1e-05},42,0.22033752175116644,0.343672223215237,0.9398969662278192,0.08535668683462493,703.9239028068287,2.9591477167554925,0.2525796134778968
3,10,{'lr': 1e-05},{'lr': 0.01},42,0.1572988267778252,0.2688893497641368,0.8963938179736691,0.0821972106355209,671.163461321774,2.827763694985791,0.26124914693923185
3,10,{'lr': 1e-05},{'lr': 0.001},42,0.20044623195600375,0.33352271892958507,0.929593589009731,0.12283475544610443,855.0457638238449,2.206260698184495,0.31188979753462887
3,10,{'lr': 1e-05},{'lr': 0.0001},42,0.011597607452654366,0.008116232599060458,0.8692043503148255,-0.004245272313006903,33.35241497267595,9.995443933894501,0.09094675995003758
3,10,{'lr': 1e-05},{'lr': 1e-05},42,0.012603600488682639,0.0468833848585008,0.8692043503148255,-0.01933894815885359,62.34761460374798,7.872520642473133,0.11270754279375327
