n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,10,{'lr': 0.01},{'lr': 0.01},0.060410176693870166,0.19309557015131076,0.8692043503148255,0.07174690002348366,595.6057731240696,2.7411294845548295,0.2672989545345805
3,acedec,10,{'lr': 0.01},{'lr': 0.001},0.2405112937444602,0.45845585337633776,0.953921007441328,0.10782367990252233,812.2423122934769,2.521501754595883,0.28396975770206795
3,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.2028734010158243,0.37405770428406565,0.9450486548368632,0.09867418570298274,737.3977199929429,2.4499572143582977,0.2898586671852401
3,acedec,10,{'lr': 0.01},{'lr': 1e-05},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.001},{'lr': 0.01},0.21441833862441542,0.3468098452663177,0.9324556382369776,0.09398700869948556,744.3345540335346,2.7532730167330324,0.2664341217763134
3,acedec,10,{'lr': 0.001},{'lr': 0.001},0.28911832237319524,0.46183404268794626,0.9493417286777333,0.09830383180238049,741.2740654594381,2.642795635035947,0.27451443896059574
3,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.23961531653243665,0.4117823777824177,0.9502003434459073,0.10514862971520582,788.4284319812575,2.5237188606206136,0.2837910853716279
3,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.31423689328501614,0.3455911813608891,0.9338866628506011,0.08983902947381806,535.5155505638845,3.7780392127130735,0.20929087340666225
3,acedec,10,{'lr': 0.0001},{'lr': 0.01},0.22819894788242348,0.40951911224048665,0.95220377790498,0.11709295866889266,835.1732934852743,2.371165914274062,0.2966332792360762
3,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.2586753115306337,0.41089407049924004,0.9479107040641099,0.09072144617429377,721.8920830133162,2.825344591522034,0.2614143578636712
3,acedec,10,{'lr': 0.0001},{'lr': 0.0001},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.20466982986903015,0.2193729705928928,0.9170005724098454,0.0610092974793535,373.78427223665625,4.339639407488266,0.1872785639040734
3,acedec,10,{'lr': 1e-05},{'lr': 0.01},0.21185997431043138,0.3601548569503547,0.9413279908414425,0.13798806060320157,916.0370476958847,2.087070236797894,0.3239317292104321
3,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.2276041141285026,0.40716730036821425,0.9516313680595306,0.1337787263426852,909.4280780974593,2.1296817021059518,0.31952131084995117
3,acedec,10,{'lr': 1e-05},{'lr': 0.0001},0.18474149001803755,0.27741587560287856,0.9058385804235833,0.11526782931116486,803.1324320967186,2.311151234625058,0.30200976311286976
3,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.013385872554887686,0.016230053136468303,0.8692043503148255,-0.007952289286920131,28.565235419499476,13.110589951775387,0.07086875909636794
