n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,10,{'lr': 0.01},{'lr': 0.01},0.21240375976480588,0.3723332570842063,0.9407555809959931,0.14384873516810787,938.0137470637163,2.0217731336498335,0.3309315278715696
3,acedec,10,{'lr': 0.01},{'lr': 0.001},0.27781544563151284,0.4465886584395217,0.9499141385231826,0.09337386366785574,733.2203118934124,2.7655083766148674,0.2655683907677253
3,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.24669931365763254,0.39313387692707996,0.9447624499141385,0.10382586091779805,701.8911712606244,2.71372271354333,0.2692715846428615
3,acedec,10,{'lr': 0.01},{'lr': 1e-05},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.001},{'lr': 0.01},0.23319923558446895,0.4094587379066993,0.9536348025186033,0.13589003682887169,910.0419233250286,2.0933846201176114,0.32327050231535054
3,acedec,10,{'lr': 0.001},{'lr': 0.001},0.21053713173275765,0.35738850112769266,0.9401831711505438,0.0788538846356303,711.8081040709809,3.421601845543902,0.2261623807235836
3,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.210780193748665,0.3557953187391284,0.9459072696050372,0.1405568834013177,897.243868320337,1.9890984820051842,0.3345490307596582
3,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.14846178758204648,0.23448169466142427,0.9207212364052662,0.054183020611028435,489.03619922264124,3.126043784533046,0.24236291523338074
3,acedec,10,{'lr': 0.0001},{'lr': 0.01},0.2100395472225984,0.37029252658515044,0.9439038351459645,0.14006454352512998,908.7381639256056,2.0618380680989477,0.3266012041652111
3,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.19993581169117328,0.3229510654619782,0.9270177447052089,0.0933500398470237,739.0483799447292,2.809807881257386,0.2624804271416334
3,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.24285946661545868,0.38413895905957496,0.9496279336004579,0.08878976627388935,721.8422248149509,3.0552032680420864,0.24659676319574853
3,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.14070805726664454,0.196691655507218,0.8726388093875215,0.03725744579317221,409.638513108061,3.6991883075719105,0.21280270858451808
3,acedec,10,{'lr': 1e-05},{'lr': 0.01},0.2182327494422938,0.40579562150008414,0.9504865483686319,0.1455593404444826,918.8011484478087,1.9905718951284264,0.33438420311144407
3,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.22735295566802544,0.3942530673818381,0.9461934745277619,0.14073954858167134,918.8936348686512,2.0740804816651224,0.3253005267638064
3,acedec,10,{'lr': 1e-05},{'lr': 0.0001},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.026247367677141056,0.0023208133545261733,0.8692043503148255,0.020558053686316174,13.771696960995659,10.859908474719495,0.08431768273183504
