n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,10,{'lr': 0.01},{'lr': 0.01},0.2258975958258688,0.38149004445723766,0.9356038923869491,0.10910492707772987,806.9702778933157,2.4289178735219803,0.29163719776492036
3,acedec,10,{'lr': 0.01},{'lr': 0.001},0.24458743000022642,0.4195329907529836,0.9533485975958786,0.15683013103219523,976.6325974050858,1.8981781269796116,0.34504435413780726
3,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.24038860682067717,0.4094671864482608,0.9507727532913566,0.09708098736841056,756.9218865771552,2.789413227428719,0.26389309900586994
3,acedec,10,{'lr': 0.01},{'lr': 1e-05},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.001},{'lr': 0.01},0.07651189903353373,0.20822533219872572,0.8692043503148255,0.08706158293407705,640.8755056824697,2.4598103385282086,0.28903318452577276
3,acedec,10,{'lr': 0.001},{'lr': 0.001},0.25480106725303886,0.4173267879677441,0.953062392673154,0.1020073322756127,787.9176621699755,2.563281281369522,0.280640208009528
3,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.2154937675220313,0.36862929680009476,0.9459072696050372,0.09954255472185934,765.8851110552945,2.6516035233674295,0.27385229354741714
3,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.2085289519300566,0.3001953885419256,0.9333142530051517,0.09270144149224228,638.6830550874547,2.556843508821426,0.28114815777525
3,acedec,10,{'lr': 0.0001},{'lr': 0.01},0.14645543083865306,0.24034754594601648,0.9058385804235833,0.08938404431303283,589.8231816698648,2.5484475836828504,0.28181337793980415
3,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.2331387615849055,0.4353054091543799,0.9533485975958786,0.12152282334100277,850.308328306286,2.284386461616276,0.3044708689695095
3,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.13576664356702084,0.22043839778285654,0.8723526044647968,0.04539478667715284,491.74232337008135,3.7452757221267015,0.2107359105261491
3,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.09265271650228851,0.10073441238904465,0.8912421293646251,0.01716383993850725,183.68968561641566,5.706045833131064,0.1491191716972054
3,acedec,10,{'lr': 1e-05},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.16504447251287763,0.24087033665091376,0.8946765884373211,0.10190463614914282,705.3423206143013,2.4084429116826267,0.2933891005105131
3,acedec,10,{'lr': 1e-05},{'lr': 0.0001},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.02554980916534385,0.02055370284519981,0.8692043503148255,-0.007869468124573531,62.74931351960438,6.7290587213379185,0.12938186085186032
