n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,10,{'lr': 0.01},{'lr': 0.01},0.2126905688982576,0.38576119038635964,0.9447624499141385,0.13979394696645192,909.9768168988162,2.054957768341784,0.3273367672584211
3,acedec,10,{'lr': 0.01},{'lr': 0.001},0.324914841968945,0.4758693517298179,0.9527761877504293,0.10289634560691958,775.1498869662831,2.654479957853485,0.27363674490839607
3,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.27567763743468077,0.3505603750678284,0.9327418431597023,0.10103064141079558,708.4982468058989,2.8003897957588837,0.26313090333943345
3,acedec,10,{'lr': 0.01},{'lr': 1e-05},0.503679861100982,0.502597117399145,0.9459072696050372,0.1455616231781301,608.5996733084909,2.6600320447810293,0.2732216515497278
3,acedec,10,{'lr': 0.001},{'lr': 0.01},0.22434090734533768,0.38059689477156206,0.9444762449914138,0.14377360886451776,941.169764155683,2.0348472631433805,0.3295058740334226
3,acedec,10,{'lr': 0.001},{'lr': 0.001},0.2818208717582227,0.4468537805414075,0.9502003434459073,0.09756564939116853,752.6823827263224,2.6570094080013136,0.2734474780983776
3,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.18578033507460306,0.3047572179098102,0.9321694333142531,0.09307428341011029,697.7494047577003,2.6044358359214255,0.2774359277072173
3,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.17235914798844004,0.22880054141627373,0.9167143674871208,0.04433371347988521,418.331916838882,3.295683299234613,0.2327918355103543
3,acedec,10,{'lr': 0.0001},{'lr': 0.01},0.2888966034233671,0.4646100038737939,0.9470520892959359,0.08230166098425533,680.5763549196216,3.0203835321134282,0.24873248833409728
3,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.1284660924095508,0.19233354146570092,0.8692043503148255,0.040353038860941125,435.22507336295956,3.2978539628497043,0.2326742622350405
3,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.24587541381015726,0.3936752526768248,0.9510589582140813,0.08414593872106327,707.9018708847263,3.2485496099265165,0.23537444347208553
3,acedec,10,{'lr': 0.0001},{'lr': 1e-05},-0.07248653267633198,0.013354969598284179,0.8692043503148255,-0.01779188084255193,43.08568568225248,6.032263307151303,0.1422017288492415
3,acedec,10,{'lr': 1e-05},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.21539930310422262,0.41722869212318325,0.9493417286777333,0.14821926938770355,975.4005107907751,1.9461689807205136,0.3394238438269893
3,acedec,10,{'lr': 1e-05},{'lr': 0.0001},0.20168512466227081,0.33354815578918057,0.9324556382369776,0.10435352296474519,786.6360752946226,2.4033387878525168,0.293829107924631
3,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.035742355896869395,0.03362046044707003,0.8692043503148255,0.005657356782207175,60.39871741945114,6.4193768201528725,0.13478220937420934
