n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,10,{'lr': 0.01},{'lr': 0.01},0.2058830116256659,0.3681584193960886,0.9373211219232971,0.10428104282316678,799.7374804325912,2.492651426397021,0.28631543143473337
3,acedec,10,{'lr': 0.01},{'lr': 0.001},0.22092600610313565,0.4371521625258726,0.953921007441328,0.14580748100239846,943.9678450342585,1.9810683837766543,0.33545020484673366
3,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.21775617543205877,0.3529346253086303,0.9447624499141385,0.10166715661817692,751.6871303778064,2.581383384741702,0.27922171199555124
3,acedec,10,{'lr': 0.01},{'lr': 1e-05},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.001},{'lr': 0.01},0.20499909059380586,0.3534629673996352,0.9353176874642244,0.11190567283815987,800.6259184696012,2.4105234457099436,0.29321012328998586
3,acedec,10,{'lr': 0.001},{'lr': 0.001},0.21793245614598258,0.43557388665974395,0.953062392673154,0.13165551579041365,884.1907947606186,2.154372301096483,0.3170202831328416
3,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.23513665759067004,0.40314460954958736,0.9493417286777333,0.08841404118181749,726.691026931051,2.9323992703058734,0.25429767713343543
3,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.14301566218509373,0.19379985020855892,0.9026903262736119,0.07573323244392033,471.68328797049986,2.608082829145884,0.27715549984663823
3,acedec,10,{'lr': 0.0001},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.22699333060929486,0.3896887536443179,0.9496279336004579,0.08584514735968456,731.7105904240492,3.1705535735644834,0.23977632282165395
3,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.13067196170010673,0.23937633550791726,0.8703491700057241,0.07290587544027133,618.2256694445188,2.949409955739591,0.2532023799015146
3,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.013671008787206007,0.012194763683924643,0.8692043503148255,-0.007277319986015558,27.407628080664857,11.827556532134595,0.07795716958992759
3,acedec,10,{'lr': 1e-05},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.21974451858589394,0.44144060789012646,0.953921007441328,0.1390522298594045,901.6918856865118,2.0757572845665613,0.32512318348972746
3,acedec,10,{'lr': 1e-05},{'lr': 0.0001},0.20686342575988412,0.3283967724159499,0.9344590726960503,0.1253030830195413,828.7586873260852,2.2039258572169067,0.312117085277576
3,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.007026236656257285,0.007917466655417928,0.8692043503148255,-0.0022852105838149814,13.116456258201254,13.01129396258384,0.07137099561756598
