n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
[3],10,{'lr': 0.01},{'lr': 0.01},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.01},{'lr': 0.001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.01},{'lr': 0.0001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.01},{'lr': 1e-05},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.001},{'lr': 0.01},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.001},{'lr': 0.001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.001},{'lr': 0.0001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.001},{'lr': 1e-05},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.0001},{'lr': 0.01},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.0001},{'lr': 0.001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.0001},{'lr': 0.0001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 0.0001},{'lr': 1e-05},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 1e-05},{'lr': 0.01},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 1e-05},{'lr': 0.001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 1e-05},{'lr': 0.0001},42,-1,-1,-1,-1,-1,-1,inf
[3],10,{'lr': 1e-05},{'lr': 1e-05},42,-1,-1,-1,-1,-1,-1,inf
