dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
Sim1,0.704099987054855,0.8654034606324533,0.8736263736263736,0.22048672946513742,3418.4037759123453,1.8270542106829994,0.35372508819291654
Sim2,0.7053468956596893,0.7161333943442801,0.6817115143929913,0.1295661720708719,1688.313292898145,5.641654507094822,0.15056489296932998
Sim3,0.36352346384208384,0.6202485710476705,0.6582947073407351,0.07078231587090104,1747.1132702301143,5.192940510343399,0.161474181502278
Sim4,0.19316770154580296,0.47963121441406,0.6775892334698654,0.09242544585711417,1340.0800846084112,3.2329897586745724,0.23623964550132023
Sim5,0.7792312730149081,0.7926641711204052,0.8143391733287975,0.12886071758803416,2337.691476835184,3.2478590231124773,0.2354127089809311
Sim6,0.5916467352422451,0.803796377057695,0.797565285686236,0.13709327511363548,2165.282630250465,2.4254775665684916,0.29193009750221793
Sim7,0.4968080913503398,0.7740233250770858,0.7129080648617758,0.12895087030881885,2845.9779113122067,3.073270850015692,0.2455029475872314
Sim8,0.31155537762415636,0.5166968313758544,0.9524899828277046,0.133791328078781,852.3726057679039,2.1014711670657684,0.32242763067376096
Sim9,0.418243760612379,0.6762555907031901,0.5901744074618284,0.09873059525960468,2038.931017421362,5.8517750013367555,0.14594758289711846
Sim10,0.2724484944420616,0.5486009813365933,0.42048980130701696,-0.005743808530124247,1257.4012815914527,9.759730597732535,0.09293912992679726
Sim11,0.2943228411875172,0.6183903824168934,0.539714323855293,0.022027681390080454,2363.4337477118315,5.793623217224768,0.14719685917590605
Sim12,0.6642830664229777,0.8028610911487337,0.7483689205219455,0.12892475931978029,3206.764278737794,3.1831896242540827,0.239052036800343
Sim13,0.40786528558707724,0.7155619358355946,0.7892710472279261,0.14011543016621789,2776.1016327065067,3.434381809730604,0.22551057687582196
Sim14,0.37414034513162125,0.5798367369742166,0.8300421566452185,0.1062234886829054,900.5008078440383,2.1541278797425942,0.3170448498370996
Sim15,0.9319166626750005,0.956041662720345,0.9537333471031705,0.2975071097455657,3665.003208977538,1.7308453618280546,0.366186974179523
Sim16,0.34605504457928404,0.6172861635187862,0.7114875595553203,0.10911227769874139,1738.0905857929076,3.4901420261244733,0.22271010453161966
Sim17,0.7120852017954652,0.8895866655403875,0.9231699274565839,0.2558772272767702,7871.888612125984,2.2323489445319797,0.30937253902975276
Sim18,0.5225788573612844,0.7600305201403276,0.8353797829811537,0.20298480640836056,2900.8606310080813,1.964785948970839,0.3372924781794545
Sim19,0.5944596937495109,0.7863703373402531,0.6982689939885566,0.1476049929227082,2377.595733474465,3.2032754337584612,0.23790970060361366
Sim20,0.7379508518093777,0.874816427518051,0.9055068836045056,0.2459380727437544,4405.553182496844,2.04339893057667,0.3285799932283336
Sim21,0.34760881373969454,0.620965704379085,0.9508502212904728,0.13979500885292173,1452.4648176584387,2.3111190242424424,0.30201270104713074
Sim22,0.3560301997402555,0.6167101088038338,0.7584847204619067,0.10109454734192999,2886.85487087748,3.2881632113600596,0.23320007908067336
Sim23,0.403845686759943,0.7007539008964849,0.6389262748616719,0.052527461573600435,3168.4940205027247,3.5622301047322202,0.21919104846613055
