dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
Sim1,0.6789280123894474,0.856687362515115,0.8607226107226107,0.20587576398586108,3408.5046909270354,2.111860053188405,0.3213512121071776
Sim2,0.5673596812733013,0.7165800670670927,0.7120619524405507,0.11644178875059955,1797.490567990161,5.493281094541674,0.15400534574740826
Sim3,0.5670972104390406,0.709431153999299,0.7429125794976824,0.08032124723924433,2094.6727955965994,4.638995010050053,0.17733656408948015
Sim4,0.19854640197454804,0.48769114122386464,0.6906573044665496,0.09498342396873803,1347.419156041104,3.13475763519819,0.24185214424353252
Sim5,0.6267130013188503,0.7810106537826794,0.8168055791801326,0.11446184373925979,2466.103408929613,2.724972277327545,0.2684583737942455
Sim6,0.6811469111805528,0.8343528086856513,0.851070096210485,0.16158562326779743,2357.554154382159,2.0557787715964673,0.3272488209208803
Sim7,0.48013627661463654,0.7773836110308704,0.7226230445031788,0.13292186166500725,2868.3380874585196,3.132668955128145,0.24197437802491303
Sim8,0.3193928569578778,0.519505765271318,0.9524899828277046,0.13732649130576743,857.2553355765818,2.0770387336860696,0.3249877842135814
Sim9,0.4319051254720023,0.687053360387671,0.6138120488085351,0.1203245013718159,2254.2535016327897,4.657929379354984,0.17674310387274614
Sim10,0.34218285498717355,0.5935989630974289,0.47890949897683016,0.03687883415018473,1540.0212762812207,9.52831836780176,0.0949819301682832
Sim11,0.4423545462848789,0.7164000179159856,0.6372313442798024,0.13108248456125093,3708.1577553442417,3.2357119551559417,0.23608781961264974
Sim12,0.6486341294959261,0.8075530244241553,0.7751334519572953,0.13538073236464546,3316.633795438763,2.7611457010912104,0.26587643220252616
Sim13,0.36263524536011527,0.6916157838062619,0.7715605749486653,0.14007933192067898,2791.672520264624,3.288593566146581,0.23317667775604287
Sim14,0.4762913059819235,0.6565485900484689,0.8974927889948968,0.1498048518738347,1075.2879837882597,1.8438106360169981,0.35164085376675647
Sim15,0.7720977073245142,0.9289683015556989,0.9537333471031705,0.29613800558280545,3936.9694343795054,1.3228009194326884,0.4305147254049805
Sim16,0.36255235005701725,0.6205000809691346,0.7399417681312864,0.1456747337181297,1808.2520298588502,2.7485345960718317,0.26677091390537544
Sim17,0.9305831736082745,0.9193658289125198,0.9232798417234557,0.2673084446320693,7740.429642986607,2.342333689906907,0.2991921491919775
Sim18,0.5560495300319922,0.7805563507416765,0.8689320388349514,0.21014431318516558,2994.7817933605284,1.9091013474692942,0.34374876656322995
Sim19,0.6047646785633968,0.7949571211466361,0.6984862750778591,0.12331936424790897,2390.780046463471,2.6933959868336506,0.27075352969593175
Sim20,0.7783173585008388,0.9009913560457213,0.9388521365993205,0.2776993881943534,4682.127900328597,1.7809377846593242,0.35959092846893875
Sim21,0.34204201162255593,0.6092798004824471,0.9466573491730724,0.12611875855929813,1343.6695610446156,2.530710802058548,0.283229087870057
Sim22,0.36273002104865987,0.6188941835881336,0.7597521475848472,0.10481948487382509,2924.6624514666773,3.0308708416557866,0.24808534911756774
Sim23,0.44384853159290893,0.7285226203708697,0.6980708838043966,0.12893729336524706,3511.789696527367,2.9599608632205925,0.2525277482633278
