max_n_leaf_nodes,embedding_size,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,42,0.747073014902859,0.7508528508268991,0.9536348025186033,0.4301716355287075,1241.3248287710028,0.8428422042004576,0.54264005768951
2,10,42,0.747073014902859,0.7508528508268991,0.9536348025186033,0.4301716355287075,1241.3248287710028,0.8428422042004576,0.54264005768951
3,10,42,0.23221576240924535,0.39977864596946655,0.953062392673154,0.08423235040537483,725.6827795863442,3.2452601196878015,0.23555682615592954
4,10,42,0.23282963243453514,0.35584750704984985,0.9404693760732684,0.08194929267039916,482.28661728508126,2.9389257659908807,0.25387632552867845
5,10,42,0.1727774389018597,0.24139359713168126,0.9167143674871208,0.04595499242847542,443.70254831149856,3.026278274601892,0.24836832722370075
10,10,42,0.08715289947894644,0.24228658301794231,0.9464796794504865,0.002525367270733728,209.71150407552997,3.8163390953595417,0.20762657699153336
20,10,42,0.04797953422099264,0.19074376416003883,0.9441900400686892,-0.00799017467820135,124.05431481694528,4.105703692624814,0.195859387892897
50,10,42,0.021847395693415185,0.16159371988421165,0.9433314253005152,-0.020178971365045522,92.97046485214148,4.10380067028814,0.19593241676179018
100,10,42,0.027504884832926374,0.17778443784596162,0.9479107040641099,-0.015918794586371673,117.31929442833936,4.227680814370138,0.19128941408418523
