n_clusters,embedding_size,batch_size,clustering_loss_weight,ssl_loss_weight,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,512,1.0,0.1,0.7471151724834127,0.8233610366071171,0.9094987322020675,0.1547087123429361,813.203254201783,2.1683889875712508,0.31561781205613787
