n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,pretrain_epochs,clustering_epochs,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 1e-05},{'lr': 1e-05},200,200,0.6126229144745178,0.5617370905939459,0.7216695923542032,0.13816405761491354,644.7983825305874,2.6138631906339183,0.2767121905975049
5,20,{'lr': 1e-05},{'lr': 1e-05},200,200,0.5888330824850585,0.536853595502416,0.7384435342305442,0.1225605544551627,781.5457906964842,2.0781658493041757,0.32486878516505263
5,30,{'lr': 1e-05},{'lr': 1e-05},200,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,40,{'lr': 1e-05},{'lr': 1e-05},200,200,0.0016686904874767896,0.0025800698268185767,0.5580261361419934,0.1155262451731859,5.411968771257935,1.0395034777161192,0.4903154179074125
5,50,{'lr': 1e-05},{'lr': 1e-05},200,200,0.4798953740792465,0.5165478465080213,0.6795396918275795,0.13015707962754264,876.3101203043561,2.24480442513477,0.3081849840482962
5,60,{'lr': 1e-05},{'lr': 1e-05},200,200,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,70,{'lr': 1e-05},{'lr': 1e-05},200,200,0.4572888077847557,0.3924006858675247,0.663936024965867,0.17537595535007916,816.775540914663,2.38691797849361,0.29525368088328113
