n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.01},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5627809400744969,0.6994021446591571,0.818997464404135,0.11248689873889965,746.2873111993155,3.2029481465315706,0.23792822683887674
5,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7230277767474032,0.7504818764310796,0.8246537936415057,0.17639987180559624,794.1813348223477,2.032615890979765,0.3297483215643654
5,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-0.013054965336653797,0.2300650007500945,0.556855861127365,0.061586008848591466,509.3275619445047,2.6774778375064856,0.27192550008079724
5,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.26055554641817147,0.4895194922621498,0.7216695923542032,0.09613799533817366,635.3440466166621,2.586242172475661,0.27884341098740645
5,10,{'lr': 0.001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.810439779280165,0.7841817405416754,0.8665886483323582,0.12376061186944462,613.181044823023,1.8609445805876195,0.34953490773128026
5,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6022274752938463,0.8012551908394848,0.9130095572459528,0.1392071612197723,849.1489603461299,2.1604523989193796,0.3164103975563497
5,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5239827639425012,0.5949475769648751,0.7413692217671153,0.17564000349308903,915.4189188365334,1.649989639024306,0.3773599659688435
5,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4228849691107924,0.575928746440516,0.7417593134386581,0.1793712062119153,755.8776653322022,1.8593531794209672,0.3497294448258766
5,10,{'lr': 0.0001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7854829905386755,0.7379545464392945,0.8531304856641311,0.14666958074829692,683.6558561677239,2.286013782876594,0.3043200869122937
5,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7585656415725779,0.7302504793864026,0.7850594889799103,0.08429525300865318,548.0440419636891,1.5031322372877083,0.3994994691465278
5,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5811028828005328,0.5716650687890917,0.7232299590403745,0.09585744868890995,492.46319231919995,2.041148317973533,0.32882316001817014
5,10,{'lr': 1e-05},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7855549465889634,0.7663401952123484,0.8745855275989858,0.15024222989685468,681.603524183434,3.2289039313161205,0.23646789244719962
5,10,{'lr': 1e-05},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4953578688450457,0.6804187801638987,0.7792081139067681,0.1397461680330932,556.12054926312,1.672324614817652,0.37420603561975413
5,10,{'lr': 1e-05},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8570379452832292,0.8331720500477757,0.8837526818802418,0.11545365858911978,626.2647068580735,1.816210624056724,0.35508707745712204
5,10,{'lr': 1e-05},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.15206890994227243,0.3047714869481068,0.6042519992198166,0.0013416348953887466,278.9454679816423,3.2900819491315962,0.23309578042033002
