n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.01},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6844049105342648,0.7146454389361694,0.7985176516481373,0.15068427515901303,507.3472158450145,1.4305513320039496,0.4114292863650473
5,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.44232492990434313,0.6270139614348809,0.8096352642871075,0.11543760086679433,828.6600682440385,2.442760098949385,0.29046461886936775
5,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-0.0009533013090999531,8.174257998315207e-05,0.556855861127365,0.07108863771199171,3.244269113005948,1.9016525056903064,0.3446312051629004
5,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.26055554641817147,0.4895194922621498,0.7216695923542032,0.09613799533817366,635.3440466166621,2.586242172475661,0.27884341098740645
5,10,{'lr': 0.001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7513543386167297,0.7857315447528743,0.8845328652233275,0.14107046164040732,682.2471051283542,2.0298178416324584,0.33005284550743896
5,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5789618963477771,0.7641414812158766,0.894870294519212,0.1287975493369064,836.0033281529721,2.2460204196678197,0.30806953460333886
5,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5239827639425012,0.5949475769648751,0.7413692217671153,0.17564000349308903,915.4189188365334,1.649989639024306,0.3773599659688435
5,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4228849691107924,0.575928746440516,0.7417593134386581,0.1793712062119153,755.8776653322022,1.8593531794209672,0.3497294448258766
5,10,{'lr': 0.0001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6777830731324596,0.6808536910492664,0.7928613224107666,0.10020856021013012,465.53493429118686,2.366761238214283,0.2970213594743642
5,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7862545758512505,0.7323100227816011,0.7996879266627658,0.09251225810225082,519.8770058401026,1.4999472601840886,0.4000084385485648
5,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5807269848349352,0.5710798024228442,0.7230349132046031,0.0957926826364132,492.2415443827436,2.0412853435270466,0.32880834484286753
5,10,{'lr': 1e-05},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.34934126960345435,0.35944663199669813,0.6358494246147844,0.052274754355887285,307.7037201913258,1.9819432992616428,0.3353517822581031
5,10,{'lr': 1e-05},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5142517199445671,0.588894074445006,0.7162083089526039,0.10239831966553925,672.9848857777758,2.5818011879185616,0.2791891418689028
5,10,{'lr': 1e-05},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.2926348616401843,0.46361385743112454,0.6912424419738639,0.03745445939361901,249.57043589309475,1.5258946231428832,0.39589933437355146
5,10,{'lr': 1e-05},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.15280448596424012,0.30531083949580234,0.6048371367271309,0.0015350215977149664,279.423924008762,3.285186195514508,0.23336208845411285
