n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.01},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.571771402485385,0.6255839420208256,0.8117807684805929,0.11739278202855956,472.1316210354733,3.365128927070085,0.22908830797609667
5,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.451424068888433,0.6039739328393522,0.7688706846108836,0.12238915208848353,448.4544304732534,1.6404526411752367,0.37872294484892216
5,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-0.006974471788219724,0.23411486662552036,0.556855861127365,0.06253419026973418,513.9931974148667,2.6785307317183653,0.2718476677053249
5,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.26055554641817147,0.4895194922621498,0.7216695923542032,0.09613799533817366,635.3440466166621,2.586242172475661,0.27884341098740645
5,10,{'lr': 0.001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6347600136761195,0.7367380983373741,0.8915545153110981,0.1351917080409836,701.9847876123222,2.754433962459975,0.26635173504151377
5,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.645443305750513,0.8157800012340067,0.913594694753267,0.13964076541107148,844.5810656498238,2.1651101332666194,0.31594477218646694
5,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5239827639425012,0.5949475769648751,0.7413692217671153,0.17564000349308903,915.4189188365334,1.649989639024306,0.3773599659688435
5,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4228849691107924,0.575928746440516,0.7417593134386581,0.1793712062119153,755.8776653322022,1.8593531794209672,0.3497294448258766
5,10,{'lr': 0.0001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5585157970213787,0.660117957926695,0.8381119563097328,0.10902645160594253,616.9992246715503,3.0814021757432415,0.2450138351822424
5,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8143204274645514,0.7865154738125869,0.8197776477472206,0.155890975947532,613.618284572656,1.4826787282943545,0.40279073913321767
5,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5807269848349352,0.5710798024228442,0.7230349132046031,0.0957926826364132,492.2415443827436,2.0412853435270466,0.32880834484286753
5,10,{'lr': 1e-05},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7193816913014249,0.7259714974146774,0.8656134191535011,0.13035469252706017,590.4127024001966,3.452485402247837,0.22459366166481984
5,10,{'lr': 1e-05},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.813312947933425,0.7840837551618584,0.8004681100058514,0.1813156207970512,1096.81872142289,1.8415220452613967,0.3519240688868237
5,10,{'lr': 1e-05},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.2926348616401843,0.46361385743112454,0.6912424419738639,0.03745445939361901,249.57043589309475,1.5258946231428832,0.39589933437355146
5,10,{'lr': 1e-05},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.15251597312069104,0.30509660689401363,0.6046420908913595,0.0013796785339820806,279.11457094830666,3.289215723056016,0.23314285514357666
