n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.01},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8135802796100629,0.7754667068962847,0.8193875560756778,0.17109220119125906,606.4621298196201,1.7876418903456668,0.35872613460977953
5,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.43849594935410524,0.5540432156892551,0.7497561927052857,0.10320766482693078,523.8166151484523,1.3765523846070624,0.42077759635217943
5,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-0.0007153118830213634,-5.04233032835815e-05,0.556855861127365,0.09000010483657502,2.5150364439084147,1.9233731339257976,0.3420705993343724
5,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.26055554641817147,0.4895194922621498,0.7216695923542032,0.09613799533817366,635.3440466166621,2.586242172475661,0.27884341098740645
5,10,{'lr': 0.001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6263326032134038,0.642927440063424,0.7967622391261947,0.11419771111415107,516.3538370806583,1.913392633699992,0.34324244128056497
5,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.669612684736221,0.8184948352900602,0.91261946557441,0.14042361962511923,841.7203524004193,2.1630546883898907,0.31615008228297065
5,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5239827639425012,0.5949475769648751,0.7413692217671153,0.17564000349308903,915.4189188365334,1.649989639024306,0.3773599659688435
5,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4228849691107924,0.575928746440516,0.7417593134386581,0.1793712062119153,755.8776653322022,1.8593531794209672,0.3497294448258766
5,10,{'lr': 0.0001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7119317585628484,0.739747842470607,0.8611273649307587,0.13644839809732612,618.0116089919998,1.58039740027839,0.38753720643654094
5,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8188491786492207,0.7915813353053643,0.8211429685976205,0.1761791802218387,817.2305155252326,1.6898326089227496,0.3717703461110503
5,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.581608807747453,0.5719141919967556,0.7234250048761459,0.09595440291880641,492.60794954941025,2.0410174250501902,0.32883731338155536
5,10,{'lr': 1e-05},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5639860054605835,0.6815101013092827,0.8164618685391067,0.10377273594429717,605.2538408671297,3.08166622888224,0.24499798462792216
5,10,{'lr': 1e-05},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4237215064302389,0.5218668051480714,0.6933879461673493,0.17560397242249368,457.6324428949821,1.5541150993175257,0.3915250335692412
5,10,{'lr': 1e-05},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8573730169767031,0.8333753737781682,0.8837526818802418,0.12251610615029439,626.6550963451598,1.9069475945866141,0.34400344948158795
5,10,{'lr': 1e-05},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.15258774511548268,0.30466257517946976,0.6046420908913595,0.0015009526197822388,279.30848868051226,3.285262354122402,0.2333579410926859
