n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.01},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5227969106919798,0.6090688998881555,0.7755022430271113,0.09469774593734204,579.1516924373243,4.005637047157662,0.19977477203782232
5,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7287930525585666,0.7682965343278055,0.8240686561341916,0.1351065760279906,759.2422554455381,3.2761589935550326,0.2338547283922759
5,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-0.006974471788219724,0.23411486662552036,0.556855861127365,0.06267391025963702,514.4401792278002,2.677750654543596,0.27190532853677074
5,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.26055554641817147,0.4895194922621498,0.7216695923542032,0.09613799533817366,635.3440466166621,2.586242172475661,0.27884341098740645
5,10,{'lr': 0.001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6725221319921051,0.7286205757018983,0.8642480983031012,0.15039650345064753,688.9451936762893,2.655324536352372,0.27357351995833845
5,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6245321933677125,0.7739132158526435,0.8909693778037839,0.126120799271133,827.0999843378263,2.234865383052668,0.3091318746180167
5,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5234584347543635,0.5940015613352753,0.7411741759313438,0.17548984500057813,914.2680977325043,1.6499810361001321,0.3773611910339022
5,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4228849691107924,0.575928746440516,0.7417593134386581,0.1793712062119153,755.8776653322022,1.8593531794209672,0.3497294448258766
5,10,{'lr': 0.0001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.43568996085565365,0.5746011873256295,0.7454651843183148,0.10287677132137091,670.9940153963278,2.9718398235388195,0.25177248943262337
5,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8982337455199584,0.8637871476388042,0.9020869904427541,0.14828930026980838,684.0760138118983,1.6896114232735626,0.371800919399311
5,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5811028828005328,0.5716650687890917,0.7232299590403745,0.09585744868890995,492.46319231919995,2.041148317973533,0.32882316001817014
5,10,{'lr': 1e-05},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7184814955002149,0.7905637262268609,0.901111761263897,0.1477429688117789,664.4077255018004,3.8770330653607568,0.20504269431809347
5,10,{'lr': 1e-05},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.40893907996846945,0.5247268868753168,0.6916325336454067,0.11369772747509307,652.0244184905526,3.2818448556558693,0.23354419268113008
5,10,{'lr': 1e-05},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8570379452832292,0.8331720500477757,0.8837526818802418,0.11545365858911978,626.2647068580735,1.816210624056724,0.35508707745712204
5,10,{'lr': 1e-05},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.15279127581683433,0.3052620170650715,0.6048371367271309,0.001569712129680692,279.4635916494796,3.2849322532163825,0.23337591842890254
