n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.01},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4647364429968634,0.5951319427154496,0.8004681100058514,0.08524904041809757,597.4616439873713,3.417556904944635,0.2263694665439817
5,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.7082850718269852,0.7478732930319743,0.8248488394772772,0.17571776352436208,780.3140626830047,2.100680026507323,0.3225098982968658
5,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-0.0007153118830213634,-5.04233032835815e-05,0.556855861127365,0.09000010483657502,2.5150364439084147,1.9233731339257976,0.3420705993343724
5,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.26055554641817147,0.4895194922621498,0.7216695923542032,0.09613799533817366,635.3440466166621,2.586242172475661,0.27884341098740645
5,10,{'lr': 0.001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6390025962046845,0.7660266868746237,0.9071581821728106,0.12046017318786727,626.8636047768017,4.615239513119043,0.17808679356662732
5,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5630815069040944,0.7911546147954643,0.9130095572459528,0.13791031302233672,841.9712376593093,2.177642566236673,0.31469870482768425
5,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5239827639425012,0.5949475769648751,0.7413692217671153,0.17564000349308903,915.4189188365334,1.649989639024306,0.3773599659688435
5,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.4228849691107924,0.575928746440516,0.7417593134386581,0.1793712062119153,755.8776653322022,1.8593531794209672,0.3497294448258766
5,10,{'lr': 0.0001},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.45325737676908806,0.628077617126744,0.7667251804173981,0.08824793824581302,647.2542533970488,2.5246384695783455,0.28371704179907864
5,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8493852317065093,0.8162190469763966,0.8831675443729277,0.17082051327506434,942.3498813646338,1.6982456353028612,0.3706111804338215
5,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5821150471436743,0.5721638088324474,0.7236200507119173,0.09600817964263847,492.6805765938044,2.0409357874283915,0.3288461414194028
5,10,{'lr': 1e-05},{'lr': 0.01},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.600648355979144,0.6328635013504692,0.7290813341135167,0.08483547968660834,376.4909955844731,1.8085511748821381,0.35605546694087403
5,10,{'lr': 1e-05},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8179934696689397,0.7891228901445521,0.8018334308562513,0.18159710427017156,1098.156184974361,1.8384432792551724,0.3523057893418279
5,10,{'lr': 1e-05},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.8574198574000473,0.8337443000697958,0.8837526818802418,0.115404338623102,626.2132822342642,1.816560028814397,0.3550430275831686
5,10,{'lr': 1e-05},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.15206890994227243,0.3047714869481068,0.6042519992198166,0.0013416348953887466,278.9454679816423,3.2900819491315962,0.23309578042033002
