n_clusters_init,dip_merge_threshold,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,0.1,10,0.45007365612920297,0.5553812616863555,0.6885118002730641,0.22511287314293757,1158.8753426568726,1.687483193115046,0.37209535023767193
2,0.1,20,0.45521250077791814,0.5662052603617368,0.6904622586307783,0.22548101367580292,1164.229014070239,1.6875662415779138,0.3720838521222397
2,0.1,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,40,0.45946589729070675,0.576036815027893,0.6920226253169495,0.22554869049362197,1168.9435512279,1.689032674260611,0.37188094052258575
2,0.1,50,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.1,60,0.4203357815784876,0.505761272794741,0.67544372927638,0.215391274589026,1128.3848205812185,1.758609027241211,0.36250153252056355
2,0.1,70,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.3,10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.3,20,0.45900529491709574,0.5747170120968735,0.6918275794811781,0.22548174324646192,1168.8668657238973,1.6897544678892567,0.3717811465463368
2,0.3,30,0.4588602685356952,0.5747437408802096,0.6918275794811781,0.22566729561525392,1168.5127748284197,1.6873585743140702,0.37211260512759936
2,0.3,40,0.29327177100796703,0.4668555607038624,0.6914374878096352,0.1729607194647578,744.2012325987722,1.5854075614769634,0.38678621309080213
2,0.3,50,0.29327177100796703,0.4668555607038624,0.6914374878096352,0.1729607194647578,744.2012325987722,1.5854075614769634,0.38678621309080213
2,0.3,60,0.29327177100796703,0.4668555607038624,0.6914374878096352,0.1729607194647578,744.2012325987722,1.5854075614769634,0.38678621309080213
2,0.3,70,0.4598540874584286,0.5777997794269359,0.6922176711527209,0.2257270015796419,1168.6075767480338,1.6874172249654789,0.3721044840787033
2,0.5,10,0.45953872049355987,0.5762275537591361,0.6920226253169495,0.22534921891829782,1168.5919238663305,1.69048857932862,0.3716797044533593
2,0.5,20,0.45968197419829726,0.5747090913516881,0.6920226253169495,0.22531858745907454,1167.7390444291689,1.690532331490876,0.37167366037407207
2,0.5,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.5,40,0.5819802827600146,0.6187335483843731,0.6910473961380924,0.1654179225225888,822.12654471421,2.280893823839131,0.3047949899304733
2,0.5,50,0.2874595373024749,0.4456909797125062,0.6890969377803784,0.17160284488042646,734.6434182196118,1.5855739376165705,0.38676132422723075
2,0.5,60,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.5,70,0.4593208513311301,0.5764733174224658,0.6920226253169495,0.2257467686243372,1168.3769720938703,1.6869227068907051,0.3721729685172803
2,0.7,10,0.46046060696756397,0.5789799885512099,0.6924127169884923,0.22550536506273558,1168.6104140785887,1.6892622243171236,0.3718491975076648
2,0.7,20,0.2903551540730559,0.45524909133675107,0.6902672127950068,0.1724579726286201,739.9850866684178,1.5852091581664058,0.386815897213231
2,0.7,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.7,40,0.455354988233843,0.5658894715242219,0.6904622586307783,0.22535217091274334,1165.8722685320822,1.6885263115164673,0.3719509813671671
2,0.7,50,0.452498543988599,0.5613505048108969,0.6894870294519212,0.22535404273082668,1160.9258308579574,1.6849852426848086,0.37244152560036636
2,0.7,60,0.45786757130474826,0.5720396008259867,0.6914374878096352,0.22551636566645045,1167.7224468527559,1.6878518694164637,0.37204431218045564
2,0.7,70,0.4491711903447135,0.47226437304378205,0.6791496001560366,0.19489735692824103,854.2468103165976,2.1625133760297044,0.31620419618759815
2,0.9,10,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,0.9,20,0.46774349063957366,0.5151314844360635,0.6906573044665496,0.18809737601855972,762.564746653273,2.222473246743313,0.31032065231592454
2,0.9,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
2,0.9,40,0.5646132344336212,0.5865797128500531,0.6904622586307783,0.16832792126604726,823.424927457103,2.2654180711891208,0.3062395007925721
2,0.9,50,0.08084179664533825,0.2749551150005262,0.556855861127365,0.1277201356877397,855.4461270609511,2.328751905533045,0.3004128959979871
2,0.9,60,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,0.9,70,0.40653400096625053,0.476103879124723,0.6680319875170665,0.21807321575745126,1104.3708087560294,1.8338128802292544,0.3528814506337837
3,0.1,10,0.759427118269888,0.8157625281719094,0.8275794811780769,0.19172734707226555,1054.0552533069906,1.6581801140065764,0.3761972316062274
3,0.1,20,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,0.1,30,0.8937373921868451,0.8529824819514715,0.826214160327677,0.17528830379193214,1053.1565112414805,1.8485522260241067,0.35105552598407486
3,0.1,40,0.8971473159436896,0.8599663125025944,0.8267992978349912,0.17501560630143523,1052.479671936096,1.850946354074412,0.3507607214603868
