n_clusters_init,dip_merge_threshold,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,0.1,50,0.7515395025663139,0.7944418065190257,0.8244587478057344,0.19101640121845226,1049.2882881049877,1.6563996571330488,0.37644937850927973
3,0.1,60,0.8967404956851123,0.8591287257338361,0.8267992978349912,0.17516293982574715,1052.840147515539,1.8500469786561247,0.3508714093097256
3,0.1,70,0.8954685040154311,0.8582209808268404,0.826214160327677,0.17491607841978457,1052.601412502346,1.8527371189059003,0.35054053644575783
3,0.3,10,0.7573535813034777,0.8088891916430218,0.8267992978349912,0.19156335395576615,1053.0030834448248,1.659545859742777,0.3760040445765116
3,0.3,20,0.8988603557189706,0.8641063898793659,0.8269943436707626,0.17476704127077286,1051.5144250545113,1.8533326936917305,0.3504673682851083
3,0.3,30,0.8963497874528635,0.8592770931579409,0.8266042519992198,0.17503545889240738,1052.9864677269063,1.850814786231649,0.3507769094048549
3,0.3,40,0.7556790073858997,0.8071458143252127,0.826214160327677,0.1918997828706872,1054.6305514539745,1.6565097616059692,0.37643377579589954
3,0.3,50,0.7516217080107492,0.8010668488639423,0.8246537936415057,0.19205000450221987,1053.7280498345262,1.6526675869028118,0.3769790097098351
3,0.3,60,0.8964187797218571,0.85891580074945,0.8269943436707626,0.17521622622296115,1052.593649645726,1.8498936110523434,0.35089029152591517
3,0.3,70,0.8968247283365821,0.8596997497744316,0.8269943436707626,0.1751358797042087,1052.524705500549,1.8501584356658534,0.3508576882907144
3,0.5,10,0.494470628361934,0.680801030154767,0.7776477472205968,0.1874674050603127,860.1203902766918,1.4309891835325388,0.41135518280952277
3,0.5,20,0.8957756458807246,0.8578601364139595,0.8267992978349912,0.1753245310938017,1053.1543174266906,1.8493481488917674,0.3509574638637762
3,0.5,30,0.7583808797781844,0.8130816738645287,0.8271893895065341,0.19186839708875567,1054.5899640055534,1.6568784126068785,0.37638154431719706
3,0.5,40,0.896181264801219,0.8586439863223871,0.8267992978349912,0.17513611241457716,1052.7087624475403,1.850287549499604,0.35084179495348106
3,0.5,50,0.4574798441287921,0.5707460252807174,0.6912424419738639,0.22524394392439523,1167.1545863169129,1.6900428142913886,0.3717412952267156
3,0.5,60,0.8895552989228761,0.8465451500377036,0.8264092061634484,0.1756893210315179,1052.9351828241818,1.8455252563566902,0.35142896650313504
3,0.5,70,0.8977915025865016,0.8610804243356428,0.8269943436707626,0.1752125621725185,1053.2450872331847,1.8495122974075044,0.35093724666842224
3,0.7,10,0.7583808797781844,0.8130816738645288,0.8271893895065341,0.19186839708875567,1054.5899640055534,1.6568784126068785,0.37638154431719706
3,0.7,20,0.7552041561734718,0.8041591704616303,0.8260191144919056,0.1915169823400502,1052.8006854754706,1.657953142438087,0.3762293563545368
3,0.7,30,0.6340763108578645,0.7200532934878416,0.77530719719134,0.16266374654978263,861.2823981772143,1.6703358025369965,0.3744847367323366
3,0.7,40,0.8907427750060624,0.8482665173197066,0.8266042519992198,0.17575467019567823,1053.2584381590543,1.8435769143593017,0.35166975612661217
3,0.7,50,0.8975703618079457,0.8620370830787188,0.8266042519992198,0.17473228899676582,1052.2613036555804,1.8528902199642852,0.3505217246012778
3,0.7,60,0.4588602685356952,0.5747437408802096,0.6918275794811781,0.22570256579631925,1168.517562186413,1.6874885375845288,0.3720946102708902
3,0.7,70,0.8969775949957152,0.8594338287288039,0.8269943436707626,0.17525716860167864,1052.8569841327844,1.8493796184249103,0.35095358776826774
3,0.9,10,0.7566750489768104,0.8091966882957257,0.8266042519992198,0.19155664819273177,1053.2073331804736,1.6591106390251165,0.37606558573531945
3,0.9,20,0.891573070969795,0.8497068618653416,0.826214160327677,0.17566131148433353,1054.6538505512453,1.845680892122177,0.35140974617651044
3,0.9,30,0.8969936794512761,0.8602897660354627,0.8267992978349912,0.17498471212058841,1052.1966414685435,1.8517365695825099,0.3506635257499954
3,0.9,40,0.8966572339751755,0.8588238262125804,0.8266042519992198,0.17529846298378118,1053.6799240341581,1.8492065990577693,0.35097489958457184
3,0.9,50,0.8943051187091344,0.8542835641429618,0.826214160327677,0.17522346990696985,1052.319771892224,1.8503791105542955,0.35083052506848333
3,0.9,60,0.8911814058463374,0.8476961326007298,0.826214160327677,0.17574754951285237,1053.7601420484557,1.8457152218127026,0.3514055068950316
3,0.9,70,0.8925429255483806,0.8514970779852619,0.8254339769845914,0.17524129953150244,1053.5473729363996,1.8507355913116175,0.35078665417016175
5,0.1,10,0.7551114947777234,0.8059966460520072,0.8260191144919056,0.19174580157014867,1054.018948876315,1.6571847085582725,0.37633815849504004
5,0.1,20,0.8948797518150947,0.8557176809818279,0.8266042519992198,0.17527057087145423,1053.1493737478663,1.8487187366226607,0.35103500642031243
5,0.1,30,0.8001630921538179,0.8753542259605739,0.9118392822313244,0.17474101986574728,914.9733495016209,1.5565067163441444,0.3911587611355936
5,0.1,40,0.8013849453409306,0.881282557722474,0.9128145114101814,0.1750056883445101,915.7244496364128,1.554517207102716,0.3914634034249394
5,0.1,50,0.8948704703691189,0.8562423546263577,0.8273844353423054,0.17510125958561168,1050.393934143625,1.8501324967959067,0.3508608814236499
5,0.1,60,0.8022984807633691,0.8799526220681088,0.9120343280670957,0.17497785026698187,915.194980961688,1.5568023554053632,0.3911135320592494
5,0.1,70,0.7589037868646068,0.8142979635255462,0.8273844353423054,0.191791496411516,1054.2861695072124,1.6575652670698606,0.3762842675553799
5,0.3,10,0.49506632495672404,0.682627409490729,0.7778427930563683,0.1874608282737465,860.4953109625754,1.4310418356728463,0.4113462735713173
5,0.3,20,0.7583808797781844,0.8130816738645287,0.8271893895065341,0.19186839708875567,1054.5899640055534,1.6568784126068785,0.37638154431719706
5,0.3,30,0.7589037868646068,0.8142979635255462,0.8273844353423054,0.19180388060984233,1054.3570044034336,1.6574953620637893,0.3762941656550655
5,0.3,40,0.8028421934073448,0.8858078192873878,0.9133996489174956,0.17499980545826638,917.7920358032464,1.5496995742613584,0.39220306976350244
5,0.3,50,0.8030094654546919,0.8845912701836801,0.9130095572459528,0.17493343848076315,917.1383202732392,1.5534584543398013,0.3916257177791251
5,0.3,60,0.9410005850604095,0.9152594394611409,0.9122293739028672,0.16713360176425052,912.703458785482,1.7211030655321211,0.36749802411635096
5,0.3,70,0.759427118269888,0.8157625281719094,0.8275794811780769,0.19172734707226555,1054.0552533069906,1.6581801140065764,0.3761972316062274
5,0.5,10,0.802988494572915,0.8810713141603022,0.9130095572459528,0.17504526233353393,916.4894839781533,1.5582304241298386,0.390895202624346
5,0.5,20,0.8010423882659035,0.8787966204211015,0.9122293739028672,0.17500834483606031,915.478229904679,1.5583100265121483,0.39088303983366
5,0.5,30,0.7572434351866242,0.8103462109857813,0.8267992978349912,0.19182584420571552,1054.652495445117,1.6576114892363334,0.3762777230795878
5,0.5,40,0.8982821563192156,0.8624599016780932,0.8271893895065341,0.17484267100898235,1051.8182772233865,1.8512805494388627,0.3507196091934208
5,0.5,50,0.7933509175663981,0.8647935473396337,0.9096937780378389,0.17589852021490748,907.4558132751857,1.5869595957102627,0.38655416252276065
5,0.5,60,0.8945611429474823,0.8556290084456544,0.8267992978349912,0.1752261772093609,1052.9765195548741,1.8483673493144719,0.35107831166533837
5,0.5,70,0.9433010155124799,0.9266817854939342,0.9124244197386385,0.15423540914441974,811.4392964806932,2.0292799699043997,0.3301114489036676
5,0.7,10,0.8012148020229244,0.8793447370234166,0.91261946557441,0.17510912133608308,915.8002129589695,1.5582985414366304,0.39088479464106757
5,0.7,20,0.8013849453409306,0.881282557722474,0.9128145114101814,0.17484276661980705,916.9725074479902,1.5516101303647403,0.39190940187130185
5,0.7,30,0.8948950307789134,0.8566535817248265,0.8264092061634484,0.17514599518375754,1053.1087048091135,1.8504681275272201,0.35081956901847544
5,0.7,40,0.8025643719269574,0.880572051574746,0.9128145114101814,0.1749794286960167,916.1163178829933,1.5588495237913729,0.39080062766579926
5,0.7,50,0.8009464308112646,0.8799800667429687,0.9124244197386385,0.17476759876825895,915.810098256745,1.55253622090407,0.3917672124730183
5,0.7,60,0.5006628733369273,0.6550923922257073,0.7760873805344256,0.1841674529039937,855.3851544767873,1.4592150350397934,0.40663381841426427
5,0.7,70,0.8006971417275524,0.8806905658791772,0.91261946557441,0.1746799276621086,915.451922553534,1.5523636903240159,0.3917936945236251
5,0.9,10,0.7562467440619729,0.8083889209505887,0.8264092061634484,0.19191870729932536,1054.6324925175718,1.6560772570821207,0.37649507269926596
5,0.9,20,0.8039337449480695,0.8851318127426049,0.913594694753267,0.17492134135556897,917.0115392405511,1.5537270276667972,0.3915845308312557
5,0.9,30,0.8020576382552451,0.8809588601870915,0.91261946557441,0.17507127887988824,916.1100606971228,1.5556026214023397,0.39129714127905707
5,0.9,40,0.7975180843050591,0.8709328829619966,0.9104739613809245,0.1738569579831283,911.5272883323713,1.5578479134223475,0.39095365864111165
5,0.9,50,0.7572898540665681,0.8104671208183598,0.8267992978349912,0.19160978492976402,1052.9997973465065,1.6584070890645954,0.3761651118496929
5,0.9,60,0.19171261248115867,0.36789261443809684,0.6432611663740979,0.2428795974772461,728.0822000876361,1.3072589691812064,0.43341471995875575
5,0.9,70,0.7589037868646068,0.8142979635255462,0.8273844353423054,0.1917633136521483,1054.0779011479613,1.6578290065855013,0.3762469284224927
10,0.1,10,0.802218713004169,0.8808385408609656,0.9124244197386385,0.1749083307984315,915.1973559364512,1.5559612546832506,0.39124223740391784
10,0.1,20,0.7985553295283271,0.8713753381750725,0.9098888238736103,0.17411375548912372,909.5856559531087,1.5635299920123464,0.39008710766633536
10,0.1,30,0.803758800116872,0.884276441547376,0.9133996489174956,0.17495535467045498,916.7876507286644,1.5544397940870252,0.39147526683337125
10,0.1,40,0.8018946003724983,0.8827281060397415,0.9128145114101814,0.17490858995668312,916.6526322825254,1.5513322604506474,0.3919520853874861
10,0.1,50,0.8019827049947087,0.8823161837899446,0.9130095572459528,0.1750489879899427,916.3067862323169,1.5543206707986092,0.39149352367232326
10,0.1,60,0.4953885382875459,0.6851546082148947,0.7780378388921396,0.18755345034462093,860.8598501670858,1.4307568720268566,0.4113944967133477
10,0.1,70,0.8979045551887239,0.8712308737568782,0.8993563487419544,0.17127401910589182,934.6511432724687,1.7144316081225512,0.36840125093137066
10,0.3,10,0.8025655862406907,0.8823167840378591,0.9128145114101814,0.17498608311999733,916.5096629979962,1.5531780034938003,0.3916687354471908
10,0.3,20,0.4961377477755157,0.6749710239960086,0.7778427930563683,0.18389318507729077,822.2706154483119,1.4970589792495377,0.40047111754666626
10,0.3,30,0.8030046770184173,0.8837292490664262,0.9132046030817242,0.17509985176089082,917.591029239161,1.5524131967878714,0.39178609531500125
10,0.3,40,0.8028271863011112,0.8825963078808832,0.9132046030817242,0.17481308282410593,916.7692714477689,1.5543436662252104,0.3914899992598852
10,0.3,50,0.8031472848433426,0.8806037062078403,0.9128145114101814,0.17506984643463205,915.8920589859702,1.5589406729587656,0.3907867073931627
10,0.3,60,0.8031564396826736,0.8827312704021975,0.9132046030817242,0.17462009514655563,915.9914343667391,1.5551213986647245,0.39137083683091844
10,0.3,70,0.7779509424573862,0.8480985020372143,0.9034523112931538,0.17787240640890825,885.4848512872595,1.6870875313096636,0.37215013963933224
10,0.5,10,0.5640332184164856,0.7768946783128329,0.9133996489174956,0.1353672871141428,841.4645016552057,2.1864521139749633,0.3138286609154602
10,0.5,20,0.9315307198992269,0.9056336655665156,0.908328457187439,0.16766357672939308,915.2230964375091,1.7278807868815629,0.3665849346529443
10,0.5,30,0.8026378871744094,0.8807549603010505,0.91261946557441,0.17490633889625842,915.4844255981143,1.5555508825501847,0.3913050633537376
10,0.5,40,0.8024776543702833,0.8809277242804238,0.9128145114101814,0.17481499931950917,916.2768952817189,1.5551763706773574,0.39136241688666984
10,0.5,50,0.8005277879626607,0.8783570645414306,0.9124244197386385,0.1750526992340409,916.3383326774239,1.554892954775298,0.39140583096873804
10,0.5,60,0.8035841880624999,0.8834634268955712,0.9132046030817242,0.17488929084476632,916.3533163898735,1.555400374344536,0.39132811047525246
10,0.5,70,0.8006860170894309,0.8778127350146604,0.9122293739028672,0.1749500797016767,915.3264340263013,1.5560196566164437,0.3912332979957438
10,0.7,10,0.8008735503156335,0.8818361612249581,0.91261946557441,0.17485160762925564,916.664340910993,1.549078869124298,0.3922985718929664
10,0.7,20,0.8045329781062509,0.886542046442797,0.9137897405890384,0.17491595683134697,917.2224948610356,1.5542038861132728,0.3915114237500038
10,0.7,30,0.800509973573458,0.8770488921773806,0.9116442363955529,0.17438639170294915,913.9061556202779,1.5590142505695788,0.39077547136653207
10,0.7,40,0.8000697361580965,0.8752224401770697,0.9116442363955529,0.1740879618059119,912.8870401234964,1.5585882881619244,0.39084052898498745
10,0.7,50,0.8023154570748416,0.8828183780905546,0.9130095572459528,0.17479788559554935,916.3609285184182,1.5526359791205628,0.39175190202581145
10,0.7,60,0.8015622109792895,0.882504002885596,0.9128145114101814,0.17493387082542589,917.2148854881946,1.5509716704417766,0.3920074893763208
10,0.7,70,0.8022873865261078,0.8788068330083121,0.9122293739028672,0.17449910641710092,914.2423521522976,1.559142936868234,0.3907558212530933
10,0.9,10,0.8034001405186507,0.8819313329255302,0.9132046030817242,0.17456837165378986,916.0609443093163,1.5564166657417973,0.3911725398292337
10,0.9,20,0.8018551058977714,0.8765533531860087,0.9118392822313244,0.1744777184802696,912.5632256363567,1.5631057412634586,0.3901516757194182
10,0.9,30,0.9262872866739755,0.8901740056757135,0.9057928613224108,0.1634359697412122,883.5676499423702,1.7700001780651204,0.3610108071178943
10,0.9,40,0.9270677041081401,0.8957476011998134,0.9087185488589818,0.16835001075676226,918.0214238752153,1.7180332411519292,0.3679130868819655
10,0.9,50,0.8018918406970788,0.8826399911804436,0.9130095572459528,0.17487146674105056,916.8672678761505,1.5510975505558235,0.39198814634984214
10,0.9,60,0.8033343671548959,0.8840540907058401,0.913594694753267,0.17493555299652055,916.6199402475295,1.5532574276860067,0.39165655180578113
10,0.9,70,0.7993475708699302,0.8794460809678726,0.9122293739028672,0.17485219453326412,916.4709646070274,1.5496692392318567,0.3922077360517836
