ratio,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,10,0.003784584675332206,0.23420242972256944,0.9797152330797737,-0.04541457641642781,14.800336460792456,2.1355802244179376,0.3189202407301288
0.01,20,0.003705636383620696,0.23304423009099065,0.9828359664521162,-0.042907485622461,14.587749651648439,2.0744871364455792,0.32525750007076043
0.01,30,0.0036508650548000452,0.23563882045922996,0.9918080748976009,-0.04062543331801954,14.539890442564595,2.0580235020623787,0.32700860517441555
0.01,40,0.003640176232071911,0.23008136187529976,0.9810805539301736,-0.043569538708326264,14.572787968770895,2.0295714107611813,0.3300796926086484
0.01,50,0.0038493112337021186,0.23573626609068854,0.985566608152916,-0.04361781069940935,14.719359104494583,2.069632729436121,0.3257718717977365
0.01,60,0.0038085863435049936,0.23286508757960536,0.976009362200117,-0.04003330762063219,15.102108733379245,2.0771854755212815,0.3249722865114583
0.01,70,0.003921576614932842,0.23928431261319122,0.9892724790325726,-0.0313248431896281,15.308482307667035,2.0318009263342947,0.32983695971393645
0.05,10,0.37845727470004165,0.679491610792401,0.9758143163643456,0.08588618316477817,398.2187002696165,3.175983920508028,0.2394645235794743
0.05,20,0.538649609156463,0.7761572767733201,0.9834211039594305,0.10440330780499621,557.3632178098318,2.480219334593203,0.28733821172132773
0.05,30,0.5196110807961866,0.7543040053889932,0.9775697288862882,0.10357332579798052,511.23600141336806,2.4579459713827614,0.2891890180690477
0.05,40,0.43627308288904654,0.7206546927197276,0.9777647747220597,0.0925875941101252,480.46765459122395,2.5033223323581817,0.2854433321089449
0.05,50,0.8525472934385923,0.8770985829289302,0.9826409206163449,0.09068345861318151,599.5579096815528,2.16691655173785,0.3157645563635861
0.05,60,0.4760119830052817,0.6999220082481028,0.9818607372732592,0.05513813965838649,356.56868682270385,2.995659877758073,0.25027155228264586
0.05,70,0.4311346876088956,0.7070356728174368,0.9721084454846889,0.08051343084621514,429.5815334046605,2.719275952010106,0.268869536141717
0.1,10,0.7509934430983084,0.8388721241803861,0.9112541447240101,0.18333194064280736,787.2748436989352,1.490650551540956,0.40150152713366544
0.1,20,0.8551762453556208,0.8658912825109916,0.9656719329042325,0.13790997441164876,705.1755239306608,1.9831057370204161,0.33522110449856846
0.1,30,0.8978514807529762,0.9051427414247263,0.982250828944802,0.1398541998646044,707.5040389661658,1.9372159632251058,0.34045845199002167
0.1,40,0.8709045516724019,0.8831346669659139,0.9719133996489175,0.13897998541117018,708.4321171486362,1.9568964559565307,0.3381924307784083
0.1,50,0.9088004789780392,0.9145878922937645,0.98751706651063,0.1381774436223612,705.4513582813146,1.9256879606603965,0.3417999504548245
0.1,60,0.7531770670370738,0.8432506806892901,0.91261946557441,0.18396098205814973,788.2816453474701,1.4845900273193586,0.4024808877941553
0.1,70,0.9093226537506404,0.9148632798773435,0.9865418373317729,0.13797326619168415,706.0127677661695,1.9212544032124612,0.3423186966873938
0.2,10,0.8022331336163432,0.8801595614514814,0.9128145114101814,0.17491525566866434,918.2487836166714,1.5530186028920225,0.39169318972733475
0.2,20,0.8002163579895676,0.8798971126316861,0.9124244197386385,0.17479988971966096,917.4044288972353,1.5522696268927278,0.3918081340087311
0.2,30,0.7968802925057968,0.8725106267796607,0.9112541447240101,0.17460219526769294,916.388200170395,1.5496989200153604,0.39220317040177266
0.2,40,0.7963531630089855,0.8677854185213234,0.910669007216696,0.17453244616945765,915.803848054398,1.553011847367253,0.3916942261867025
0.2,50,0.7986707638983022,0.8755522635505073,0.9118392822313244,0.17476062385427957,916.3328695462748,1.551703970842678,0.3918949891627745
0.2,60,0.8000327465081564,0.8796439862273865,0.9124244197386385,0.17485619903152003,917.1385108570961,1.5501968940183906,0.39212658534152717
0.2,70,0.8023762231793901,0.8777836025060128,0.9128145114101814,0.17463498958407003,916.354980804731,1.551728734890161,0.3918911858956062
