max_n_leaf_nodes,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,0.45112640242382,0.5573580102122667,0.6889018919446069,0.2248939908844284,1159.487519020616,1.6876465122443218,0.37207273926992324
1,20,0.4541535541803791,0.564042361289853,0.6900721669592355,0.22513436219347832,1161.9370846168126,1.6873477092349012,0.37211410959719243
1,30,0.4593208513311301,0.5764733174224658,0.6920226253169495,0.2254476629102582,1166.7250574924367,1.687795237515659,0.3720521511617471
1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
1,50,0.444147213189405,0.5424675537662356,0.6861712502438073,0.22416164193835342,1149.674766916938,1.689312578968561,0.3718422350084468
1,60,0.44497529353829757,0.5419852498206368,0.6863662960795787,0.2239820345648331,1148.2518638519316,1.6895753651984662,0.3718059039874531
1,70,0.19117888378727835,0.3661407927283158,0.6430661205383265,0.24306723011993578,727.4805383982734,1.3062374926716689,0.4336066875929358
2,10,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,20,0.19117888378727835,0.3661407927283158,0.6430661205383265,0.24306723011993578,727.4805383982734,1.3062374926716689,0.4336066875929358
2,30,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,40,0.19224681492351228,0.36977235345956766,0.6434562122098694,0.24265435807353322,728.441824021445,1.3085920875955488,0.4331644405147047
2,50,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,60,0.45900513004666,0.5738732005548953,0.6918275794811781,0.22547080952334875,1166.1819346067082,1.6885662066102292,0.37194546206128576
2,70,0.19117888378727835,0.3661407927283158,0.6430661205383265,0.24306723011993578,727.4805383982734,1.3062374926716689,0.4336066875929358
3,10,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,20,0.4953885382875459,0.6851546082148946,0.7780378388921396,0.1875570105245231,860.9961381917311,1.4306890339024803,0.4114059783264404
3,30,0.7435083560956114,0.7847878191195833,0.8215330602691633,0.19094817989209334,1046.7297554432996,1.6561252936383484,0.37648826371070937
3,40,0.4953885382875459,0.6851546082148947,0.7780378388921396,0.18755345034462093,860.8598501670858,1.4307568720268566,0.4113944967133477
3,50,0.4948306194855628,0.6838381602443739,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,60,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
3,70,0.4948306194855628,0.683838160244374,0.7778427930563683,0.18754074631051657,860.611981510703,1.4303876080588271,0.41145700244855565
4,10,0.56538844944296,0.6324704668295665,0.788765359859567,0.13727403423909998,831.3300050335462,1.9929611244104217,0.33411726996520485
4,20,0.48173910004109677,0.6699489252266437,0.8244587478057344,0.1185548075750078,800.2979357697565,2.7086001124170602,0.2696435230781071
4,30,0.4765022495692885,0.6844014159828987,0.8223132436122489,0.12172143403081893,869.5676524306488,2.2340212399985213,0.30921256410810005
