n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,acedec,10,{'lr': 0.01},{'lr': 0.01},0.21002132925471512,0.3658743657037202,0.9367487120778477,0.13858769768079107,912.650585828162,2.0788605154634916,0.32479548682947074
3,acedec,10,{'lr': 0.01},{'lr': 0.001},0.24449644465363454,0.44344945282459497,0.9536348025186033,0.11866602862245107,842.9614924229114,2.336461659316483,0.2997187146471999
3,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.2265219779056477,0.4466115553332614,0.9533485975958786,0.11405707943910841,827.1520739769329,2.4191458454669146,0.2924707061928331
3,acedec,10,{'lr': 0.01},{'lr': 1e-05},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 0.001},{'lr': 0.01},0.258739125774244,0.45256867842733384,0.953921007441328,0.12818761102851667,872.1702856671947,2.182323844954728,0.3142357750878827
3,acedec,10,{'lr': 0.001},{'lr': 0.001},0.22129572290036317,0.40512904064368604,0.9476244991413852,0.11238255953994603,816.6572952855845,2.42360461221473,0.29208980395463946
3,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.22987018343586113,0.3997697240348611,0.9516313680595306,0.15612954747963237,976.5850098341203,1.9246744072060886,0.3419184021086606
3,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.32794905810782177,0.42736313243656254,0.9433314253005152,0.1431565994594699,767.7352619796362,1.931113336559772,0.34116729214356933
3,acedec,10,{'lr': 0.0001},{'lr': 0.01},0.22304090927270667,0.4311420282388473,0.9519175729822553,0.13590102850535446,880.7083292747412,2.067574082665507,0.3259904970676601
3,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.23416700312509978,0.41611619679150746,0.9484831139095592,0.11402532701725551,833.7127681349049,2.412310679760219,0.29305655136602904
3,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.21508781841820374,0.3795540640500633,0.9439038351459645,0.08934524295583299,735.5725042175158,2.946765706520756,0.2533720201196192
3,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.015226564927169716,0.0027753634457691263,0.8692043503148255,0.015254759660727932,76.01024304973282,6.372910367031547,0.1356316502193714
3,acedec,10,{'lr': 1e-05},{'lr': 0.01},0.19962297294266654,0.32998742373111684,0.9298797939324557,0.14192234671642018,915.9183478671516,2.04771951890614,0.32811418301343914
3,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.11929433927728753,0.2245999833203388,0.8692043503148255,0.07748773097212079,627.60497441884,2.8830817058183604,0.25752741656236916
3,acedec,10,{'lr': 1e-05},{'lr': 0.0001},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
3,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.010848316119640402,0.009032171208315664,0.8692043503148255,-0.0005961142162355998,69.94418817515509,6.880180031116187,0.12690065405248807
