n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,device,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,{'lr': 0.01},{'lr': 0.01},42,cpu,0.5947924064191614,0.8080935950266048,0.7897935397935398,0.18720138490504334,2992.732179467602,3.009809280727104,0.2493884197451577
17,10,{'lr': 0.01},{'lr': 0.001},42,cpu,0.61600150981732,0.7703572699863891,0.7163669663669664,0.1773625921545072,2512.523896010176,3.8178657268464047,0.2075607866005354
17,10,{'lr': 0.01},{'lr': 0.0001},42,cpu,0.524839226492425,0.7199588978391073,0.6823176823176823,0.13760536077412758,2407.2198051046685,3.9608414087592188,0.20157870764308813
17,10,{'lr': 0.01},{'lr': 1e-05},42,cpu,0.44161846329845783,0.7230471863329323,0.6645021645021645,0.15853503786253148,2469.40071036504,2.7230318513004215,0.26859829298820237
17,10,{'lr': 0.001},{'lr': 0.01},42,cpu,0.3411196843637015,0.6089940466352496,0.6342823842823843,0.05284857866214378,2039.555644304944,3.6463642564852536,0.215222041320637
17,10,{'lr': 0.001},{'lr': 0.001},42,cpu,0.6175633556680012,0.7962181685297202,0.7435897435897436,0.17927198337511013,2408.237512648586,4.165004011571348,0.1936106918328937
17,10,{'lr': 0.001},{'lr': 0.0001},42,cpu,0.5769108503907427,0.7360307615464111,0.7022977022977023,0.1205653837524954,2187.6837533851176,4.5958494280053,0.17870387916360728
17,10,{'lr': 0.001},{'lr': 1e-05},42,cpu,0.423129788326223,0.7057398198871649,0.7038794538794538,0.08478383899239252,2528.205199045985,3.1944300730921946,0.238411412891379
17,10,{'lr': 0.0001},{'lr': 0.01},42,cpu,0.4243287440836745,0.6639054299203295,0.6724109224109224,0.10162394531434336,2502.4764800766734,2.8880630260302658,0.2571974768168832
17,10,{'lr': 0.0001},{'lr': 0.001},42,cpu,0.4458011950821606,0.6994602259220591,0.6689144189144189,0.10496424130259437,2258.814286183436,3.992261589161214,0.20031001624015804
17,10,{'lr': 0.0001},{'lr': 0.0001},42,cpu,0.4370061300729539,0.6617984021139142,0.690975690975691,0.0545228077869743,2236.610141123416,3.270101235895496,0.23418648522750704
17,10,{'lr': 0.0001},{'lr': 1e-05},42,cpu,0.25308855464208213,0.4269718114565204,0.5055777555777555,0.0020409211443428183,1111.966240585551,3.2752355178611894,0.23390524237136745
17,10,{'lr': 1e-05},{'lr': 0.01},42,cpu,0.43961685928322175,0.6826538226325317,0.7503330003330003,0.12861558080452137,2833.6822849424752,2.3739710325719825,0.29638665843485285
17,10,{'lr': 1e-05},{'lr': 0.001},42,cpu,0.3823132856873003,0.6354784263819121,0.6343656343656343,0.06170184778521721,1851.0984750609578,4.645016682031106,0.17714739500826326
17,10,{'lr': 1e-05},{'lr': 0.0001},42,cpu,0.41835602303262087,0.5955480066353112,0.6172993672993673,0.10540355363979978,1953.7842054536338,5.603371434072905,0.1514377935549823
17,10,{'lr': 1e-05},{'lr': 1e-05},42,cpu,0.10206614207628505,0.2529838138209228,0.3886113886113886,-0.07764899976091962,594.2733696257494,6.52368553809268,0.1329135827031799
