n_clusters,embedding_size,alpha,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,0.5,{'lr': 0.01},{'lr': 0.001},42,0.3677721626694336,0.6419082566539116,0.5993173493173494,0.08015362939523148,1634.1360281710345,9.00225915163345,0.09997741358627885
17,10,0.5,{'lr': 0.01},{'lr': 0.0001},42,0.4208612364741887,0.6158001324286014,0.5303862803862804,0.06521880488177921,1449.5998064160756,7.50694531205943,0.11755100841925033
17,10,0.5,{'lr': 0.01},{'lr': 1e-05},42,0.4673282206017568,0.6870118944772536,0.6731601731601732,0.1144781979961144,2179.3609219784285,3.816120935191389,0.20763598203961228
17,10,0.5,{'lr': 0.001},{'lr': 0.01},42,0.17711417151310757,0.3900091362587156,0.37279387279387277,-0.04329162113664327,700.2408259193795,8.801777246809783,0.10202231440481606
17,10,0.5,{'lr': 0.001},{'lr': 0.001},42,0.633724534513816,0.8667487264842242,0.864052614052614,0.20132611356033459,3526.246699903948,1.7530890527809133,0.36322835216314325
17,10,0.5,{'lr': 0.001},{'lr': 0.0001},42,0.6261180400218564,0.8404316640157996,0.8500666000666001,0.19905944572876913,3265.1920546891215,2.317846486012619,0.3014003222318456
17,10,0.5,{'lr': 0.001},{'lr': 1e-05},42,0.6781080325255565,0.8344920830251167,0.8674658674658675,0.2374845812608776,3541.596429994329,1.8239127873118206,0.354118584856133
17,10,0.5,{'lr': 0.0001},{'lr': 0.01},42,0.3055443527121419,0.49008259126108855,0.4865134865134865,-0.007841262282394517,1143.429797525443,6.90816954232564,0.12645151253369807
17,10,0.5,{'lr': 0.0001},{'lr': 0.001},42,0.39154891186078256,0.6561553050657095,0.6351148851148851,0.1005520535496558,2019.7908815368842,5.357827554457565,0.15728643022078911
17,10,0.5,{'lr': 0.0001},{'lr': 0.0001},42,0.49121804102481437,0.7330888735707796,0.7652347652347652,0.1527751473811922,2850.923098074824,2.278189992336065,0.30504638301558346
17,10,0.5,{'lr': 0.0001},{'lr': 1e-05},42,0.45414539094029077,0.6887454580327284,0.7306859806859807,0.1402371074692987,2699.5298292971884,2.4965090179161935,0.2859995483712402
17,10,0.5,{'lr': 1e-05},{'lr': 0.01},42,0.299823437017913,0.5633257870609382,0.6211288711288712,0.05644946831798927,1717.2434844678646,4.368573990850877,0.18626920327524588
17,10,0.5,{'lr': 1e-05},{'lr': 0.001},42,0.3169863852383438,0.5835717975672603,0.5693473193473193,0.05674670387653071,1544.751858023006,7.095681439827152,0.12352264691153046
17,10,0.5,{'lr': 1e-05},{'lr': 0.0001},42,0.2161321591835653,0.5135214726621483,0.49600399600399603,-0.03255958712974767,964.0694374119236,7.92080272499979,0.11209753548271896
17,10,0.5,{'lr': 1e-05},{'lr': 1e-05},42,0.21776817698290898,0.5197930469165121,0.5142357642357642,-0.021841607751176325,1125.221809860462,6.143092936463735,0.13999537859786837
17,10,0.75,{'lr': 0.01},{'lr': 0.01},42,0.13290893666289133,0.34929116918770353,0.4385614385614386,-0.04887386449586325,705.0279986047885,8.099210739910388,0.10989964169242313
17,10,0.75,{'lr': 0.01},{'lr': 0.001},42,0.483953191749828,0.7638409480371362,0.7573260073260073,0.13074530529578063,2403.676633061706,3.6720640335764805,0.21403816232255202
17,10,0.75,{'lr': 0.01},{'lr': 0.0001},42,0.4695517212810989,0.6896839309265039,0.62995337995338,0.08468315824608744,1763.0813860895437,5.421153321824386,0.1557352627916816
17,10,0.75,{'lr': 0.01},{'lr': 1e-05},42,0.5157281186328633,0.6721505342270907,0.6828171828171828,0.09802523209351927,1974.761913132978,3.855761552402559,0.20594091971118617
17,10,0.75,{'lr': 0.001},{'lr': 0.01},42,0.22784227505529442,0.5315063012679909,0.5540293040293041,0.004103669024363216,1340.9682899992322,4.530530655721986,0.18081447554501523
17,10,0.75,{'lr': 0.001},{'lr': 0.001},42,0.5849226672237321,0.8279640041017516,0.799034299034299,0.11558166451561044,2555.181299521803,3.4340623726289614,0.22552682302642005
17,10,0.75,{'lr': 0.001},{'lr': 0.0001},42,0.6377291859040537,0.8337611991909378,0.7978687978687978,0.1546513706822718,2660.7656224204516,2.378010427479047,0.29603224189757266
17,10,0.75,{'lr': 0.001},{'lr': 1e-05},42,0.6315053691800132,0.8074787077640423,0.8357475857475858,0.2070092913630465,3367.827986397563,1.9231578398941749,0.34209579323852124
17,10,0.75,{'lr': 0.0001},{'lr': 0.01},42,0.15930356968064247,0.42521378585320063,0.4358974358974359,-0.023867996637851795,873.498666966376,10.15533114320182,0.08964323758415821
17,10,0.75,{'lr': 0.0001},{'lr': 0.001},42,0.5591656744773793,0.7681399732763864,0.7724775224775224,0.15382342315568726,2695.3004908306184,3.2857424536217117,0.2333317997573418
17,10,0.75,{'lr': 0.0001},{'lr': 0.0001},42,0.45374727442579693,0.7259487360720186,0.7361804861804861,0.12559823394360606,2684.605045631828,2.846845430637223,0.2599532572938216
17,10,0.75,{'lr': 0.0001},{'lr': 1e-05},42,0.44997928496900047,0.6905049945304622,0.7364302364302364,0.14350293912293866,2689.1015314363945,2.4461110562507855,0.29018217453733347
17,10,0.75,{'lr': 1e-05},{'lr': 0.01},42,0.10755098493647766,0.30666345305002896,0.40967365967365965,-0.04912128647577173,661.276869701826,8.362295858504732,0.10681140770525828
17,10,0.75,{'lr': 1e-05},{'lr': 0.001},42,0.23896347337391072,0.5009798452483506,0.4989177489177489,0.03441827977822473,1351.8137020534962,8.861458145673723,0.10140488203954966
17,10,0.75,{'lr': 1e-05},{'lr': 0.0001},42,0.22010831073742235,0.5148094628488499,0.5002497502497503,-0.0216868471862275,988.5400527541896,7.613142311780742,0.11610164604295885
17,10,0.75,{'lr': 1e-05},{'lr': 1e-05},42,0.21824126929119086,0.5192353291387586,0.5105727605727606,-0.02139732271778442,1130.5112946912318,6.1654849521234665,0.13955789547833095
17,10,1.0,{'lr': 0.01},{'lr': 0.01},42,0.14268737904283202,0.366635461285895,0.42832167832167833,-0.06949847385785252,806.8569082692836,4.766427864281194,0.1734175859884191
17,10,1.0,{'lr': 0.01},{'lr': 0.001},42,0.4519818160337389,0.7268341557997982,0.7196137196137196,0.12291459447514283,2354.546998351568,3.6943269506409555,0.21302308307764156
17,10,1.0,{'lr': 0.01},{'lr': 0.0001},42,0.4299485382921614,0.6868293883799368,0.6506826506826506,0.08022468537956708,1809.9623611063384,4.179142095819956,0.19308217104278563
17,10,1.0,{'lr': 0.01},{'lr': 1e-05},42,0.5317863871952087,0.693380260448366,0.7125374625374625,0.12793939384245678,2195.428467507028,4.236173628373484,0.19097915213912237
17,10,1.0,{'lr': 0.001},{'lr': 0.01},42,0.17385808353725915,0.44183510638345147,0.4562104562104562,-0.043520863656718554,884.0024279303677,7.440701688508277,0.11847356261404966
17,10,1.0,{'lr': 0.001},{'lr': 0.001},42,0.5252414571530402,0.771046863838254,0.7665667665667666,0.12659617583897814,2424.338307529647,3.5404269148996006,0.22024360676712101
17,10,1.0,{'lr': 0.001},{'lr': 0.0001},42,0.5189093195876066,0.7663201380454276,0.7011322011322011,0.0736070023634104,1955.0691325525904,3.5000048846145524,0.2222219810069506
17,10,1.0,{'lr': 0.001},{'lr': 1e-05},42,0.44549662500750076,0.714988478840137,0.712037962037962,0.08809544040944235,2316.7656622660766,2.6070746534760367,0.2772329646785458
17,10,1.0,{'lr': 0.0001},{'lr': 0.01},42,0.2556453975861714,0.48339907849839586,0.48151848151848153,0.017401247689167967,1130.2492131787315,6.298025849564131,0.13702335681090033
17,10,1.0,{'lr': 0.0001},{'lr': 0.001},42,0.5362573198382043,0.7592389402682008,0.7795537795537796,0.15376574719834252,2643.4199695486222,3.5413717329454726,0.2201977857803359
17,10,1.0,{'lr': 0.0001},{'lr': 0.0001},42,0.49671390213107836,0.7376536133442704,0.7402597402597403,0.15700768436695733,2781.982117909938,2.3369314877343386,0.29967651528829126
17,10,1.0,{'lr': 0.0001},{'lr': 1e-05},42,0.4708320832739808,0.6953864748667637,0.7486679986679987,0.14061016503035206,2461.3718846089173,2.150165696390577,0.317443619281928
17,10,1.0,{'lr': 1e-05},{'lr': 0.01},42,0.1750063919118907,0.3528695877181236,0.42482517482517484,-0.02559081615256523,811.4615993653237,8.15681624950626,0.10920826330373512
17,10,1.0,{'lr': 1e-05},{'lr': 0.001},42,0.23506710999171385,0.49100558807650735,0.4935897435897436,0.0010614872508523565,1027.5160486220163,8.603398817963658,0.10412980018381074
17,10,1.0,{'lr': 1e-05},{'lr': 0.0001},42,0.22657942804083603,0.5192328983192804,0.5015817515817516,-0.015374318428229625,1008.4492839632645,7.933218251291203,0.11194174057657894
17,10,1.0,{'lr': 1e-05},{'lr': 1e-05},42,0.23993409600613627,0.5174518778510834,0.505910755910756,0.002188058130112237,1123.4045802159426,6.087347724660147,0.14109650589324682
17,10,1.5,{'lr': 0.01},{'lr': 0.01},42,0.15628916353354522,0.33220269313661754,0.411005661005661,-0.017274238571153323,714.1856011819705,12.118252909977205,0.07622966311614872
17,10,1.5,{'lr': 0.01},{'lr': 0.001},42,0.4829579187295552,0.7339645373953261,0.7504162504162504,0.10524735746926046,2407.5299438416364,4.221536367801477,0.1915145140358467
17,10,1.5,{'lr': 0.01},{'lr': 0.0001},42,0.4385704278549557,0.6660461693142,0.5864968364968365,0.0655833316821156,1559.4981493366724,7.2989932620014795,0.12049654318659232
17,10,1.5,{'lr': 0.01},{'lr': 1e-05},42,0.5134945952600236,0.684497118183016,0.683982683982684,0.10519290349116636,2037.7764247663933,4.538942663161491,0.18053987210425915
17,10,1.5,{'lr': 0.001},{'lr': 0.01},42,0.27623401547103776,0.500652890970269,0.518981018981019,0.05595187159744963,1377.54374282748,7.268360416193116,0.12094296204620648
17,10,1.5,{'lr': 0.001},{'lr': 0.001},42,0.5955689075051148,0.8246969598130709,0.8175158175158175,0.16800063020065392,2664.291524506178,3.2715451004338902,0.2341073256837258
17,10,1.5,{'lr': 0.001},{'lr': 0.0001},42,0.55360179571184,0.7846083809106701,0.7492507492507493,0.11370834956450107,2376.791256960925,3.1570160938851597,0.24055716345937864
17,10,1.5,{'lr': 0.001},{'lr': 1e-05},42,0.49506402440097313,0.7355471577051269,0.7599067599067599,0.11585992424142881,2616.6909052123115,2.664863196880717,0.2728614811191676
17,10,1.5,{'lr': 0.0001},{'lr': 0.01},42,0.18538574766806148,0.4206744288894528,0.4821012321012321,-0.051738536180339884,829.16018798393,6.72896223604564,0.12938347600358166
17,10,1.5,{'lr': 0.0001},{'lr': 0.001},42,0.5046887666054858,0.7582371119829429,0.77997002997003,0.15525986504757566,2717.5132892021793,3.616359319516409,0.21662091938388278
17,10,1.5,{'lr': 0.0001},{'lr': 0.0001},42,0.49562967419416293,0.737489878839075,0.7562437562437563,0.14488893918925347,2839.601496059995,2.435835250364134,0.29105004376854765
17,10,1.5,{'lr': 0.0001},{'lr': 1e-05},42,0.4474252976180741,0.6899622811703553,0.7331002331002331,0.13306199146713318,2481.774586256936,2.316569473858412,0.3015163734340911
17,10,1.5,{'lr': 1e-05},{'lr': 0.01},42,0.23084030290296673,0.5167842836349723,0.5267232767232767,-0.014173099664460391,1350.8837980634232,5.05547119342936,0.16513991530255728
17,10,1.5,{'lr': 1e-05},{'lr': 0.001},42,0.23504792670932104,0.4695578523902313,0.47061272061272064,0.06486904093535627,1357.1667885614493,11.144979305620378,0.08233855116881313
17,10,1.5,{'lr': 1e-05},{'lr': 0.0001},42,0.25334584207718197,0.5405547452321113,0.5021645021645021,0.03522501472279138,1373.0053684518193,7.410566958443998,0.11889804872143907
17,10,1.5,{'lr': 1e-05},{'lr': 1e-05},42,0.21362063433791784,0.5113587345502232,0.5034965034965035,-0.022835605873733348,1125.933746452726,5.969545158363031,0.14348138612748074
