n_clusters,embedding_size,alpha,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,0.1,{'lr': 0.01},{'lr': 0.01},42,0.23459129934577866,0.4221647467703995,0.4568764568764569,-0.06938429616078587,317.11235376750574,10.76316550708819,0.08501113066864739
17,10,0.1,{'lr': 0.01},{'lr': 0.001},42,0.6934319200714955,0.8100471138815558,0.7256077256077256,0.11918212774762536,2337.6494728035746,3.8308790812490505,0.2070016622609077
17,10,0.1,{'lr': 0.01},{'lr': 0.0001},42,0.6879674975338731,0.8027884260167537,0.7517482517482518,0.13857088637464718,2406.6876347214734,3.6241254335279853,0.21625710945238094
17,10,0.1,{'lr': 0.01},{'lr': 1e-05},42,0.6202644879806185,0.7399988229138619,0.6936396936396937,0.17089071127201488,2225.4884082239914,4.282433209811192,0.18930670020449586
17,10,0.1,{'lr': 0.001},{'lr': 0.01},42,0.2546175052383431,0.4686067173214212,0.45288045288045287,0.003359090433061676,1134.3405545128112,6.256573876985203,0.13780607996999505
17,10,0.1,{'lr': 0.001},{'lr': 0.001},42,0.6435700166492633,0.8715940358756097,0.8742091242091242,0.21294356978976792,3495.4169321123604,1.948205743516913,0.3391893534564181
17,10,0.1,{'lr': 0.001},{'lr': 0.0001},42,0.6383665745116359,0.8520984956532728,0.8762071262071262,0.2182828574465495,3554.4889471699803,1.6671574769202173,0.37493099250918843
17,10,0.1,{'lr': 0.001},{'lr': 1e-05},42,0.6638365309490769,0.8203421916048502,0.8449050949050949,0.23534848870524167,3389.7140290439943,2.31284548937915,0.30185530934236443
17,10,0.1,{'lr': 0.0001},{'lr': 0.01},42,0.06893402083287146,0.4106456591051628,0.3997668997668998,-0.056362983284848144,544.952284434977,10.657262000828199,0.08578343696220898
17,10,0.1,{'lr': 0.0001},{'lr': 0.001},42,0.4435265350242163,0.7105841869089601,0.7219447219447219,0.13302947523144962,2633.2514064716584,3.2912000363712646,0.2330350464961364
17,10,0.1,{'lr': 0.0001},{'lr': 0.0001},42,0.48518314007598673,0.7325594020657044,0.7503330003330003,0.15753423306314188,2922.8796052379635,2.3267042349390716,0.30059780773336914
17,10,0.1,{'lr': 0.0001},{'lr': 1e-05},42,0.4000686531595877,0.651710044032106,0.6972194472194472,0.09875051119772917,2432.621458544746,2.839857830038031,0.26042630854124504
17,10,0.1,{'lr': 1e-05},{'lr': 0.01},42,0.18934203209366682,0.4766429019859652,0.4654512154512154,-0.03751847150488276,929.2824359072981,7.43745507678621,0.11851914954205546
17,10,0.1,{'lr': 1e-05},{'lr': 0.001},42,0.27946761155001626,0.5190166040209896,0.5124875124875125,0.047901249983852486,1102.1830429139568,10.201030326840826,0.08927750133875793
17,10,0.1,{'lr': 1e-05},{'lr': 0.0001},42,0.2066132823882,0.5044831841093206,0.48834498834498835,-0.0321203213214871,981.581741941613,8.035305994156095,0.11067693785321554
17,10,0.1,{'lr': 1e-05},{'lr': 1e-05},42,0.20788094237081495,0.5045433085590229,0.5007492507492507,-0.012633062102699719,1082.329962971912,5.96618453662703,0.14355060431462413
17,10,0.25,{'lr': 0.01},{'lr': 0.01},42,0.2418043278498819,0.47184350982219225,0.4786047286047286,-0.07373796027994287,352.66241460247977,7.530483516013106,0.11722664935965672
17,10,0.25,{'lr': 0.01},{'lr': 0.001},42,0.5434140484753367,0.8131779458642341,0.8190975690975691,0.15635814440375748,2750.025855817455,3.22672444083763,0.236589825998173
17,10,0.25,{'lr': 0.01},{'lr': 0.0001},42,0.46566210938241276,0.7245919394317233,0.6217948717948718,0.12715289584300937,1660.8962792477228,4.856335256242576,0.1707552515771783
17,10,0.25,{'lr': 0.01},{'lr': 1e-05},42,0.47387681306609664,0.7032343836925821,0.7005494505494505,0.11952681765315705,2314.8545434767516,3.8246120929440415,0.2072705495769271
17,10,0.25,{'lr': 0.001},{'lr': 0.01},42,0.10419238162738657,0.3189651190715069,0.37962037962037964,-0.08002065863368288,686.3069550750142,4.545897693104917,0.18031345966646237
17,10,0.25,{'lr': 0.001},{'lr': 0.001},42,0.5109514868353633,0.828011603054584,0.8171828171828172,0.1992997632158381,3194.483744730183,2.5411234698534706,0.2823962531985306
17,10,0.25,{'lr': 0.001},{'lr': 0.0001},42,0.841427522616257,0.879868233815145,0.8627206127206127,0.19155611894957633,3254.1845247121814,2.0853352339686744,0.3241138884975224
17,10,0.25,{'lr': 0.001},{'lr': 1e-05},42,0.6866553584138744,0.8465807707086876,0.8707958707958708,0.24037662933950577,3652.9618236338633,1.536694265062213,0.3942138450711067
17,10,0.25,{'lr': 0.0001},{'lr': 0.01},42,0.21222074929905682,0.508359515148516,0.5135697635697636,-0.03943425826006991,1053.4047647117807,5.7899427696708194,0.14727664634623727
17,10,0.25,{'lr': 0.0001},{'lr': 0.001},42,0.39952461542662454,0.676834362766311,0.6791541791541792,0.1015140657514066,2358.970908954455,3.855058735407721,0.2059707316632538
17,10,0.25,{'lr': 0.0001},{'lr': 0.0001},42,0.45721781964475394,0.7247731460658726,0.744089244089244,0.1620117649506395,2931.0633213922342,2.3945960073496,0.2945858646610412
17,10,0.25,{'lr': 0.0001},{'lr': 1e-05},42,0.4453141513675683,0.6794979643733676,0.7201964701964702,0.13168976642443153,2609.50399248341,2.5618345743430693,0.28075419538102386
17,10,0.25,{'lr': 1e-05},{'lr': 0.01},42,0.10600518084643462,0.3215076783421983,0.399017649017649,-0.051348823550833866,788.1307870020813,8.00137061928669,0.11109419246190806
17,10,0.25,{'lr': 1e-05},{'lr': 0.001},42,0.3917771736871508,0.6048426886772271,0.6088078588078588,0.11129358581507856,1797.6931752467988,7.032086747255787,0.12450064739921496
17,10,0.25,{'lr': 1e-05},{'lr': 0.0001},42,0.21773012150412227,0.5107579978064416,0.4879287379287379,-0.031682137819638426,954.8270570912051,8.029444182285733,0.11074878805517549
17,10,0.25,{'lr': 1e-05},{'lr': 1e-05},42,0.21659164546421958,0.5153508644913533,0.5217282717282717,-0.022441862616173383,1094.7021532851015,6.0516862122318305,0.14181005363871743
17,10,0.5,{'lr': 0.01},{'lr': 0.01},42,0.2801128209694924,0.5294528406434946,0.5705960705960706,0.03883021140549164,1659.6991551373917,3.698986465042075,0.21281184941464729
