n_clusters,init,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,acedec,20,0.571886620445688,0.7972332647817688,0.9141798322605812,0.1407591221798841,859.1301935492797,2.1280454877020483,0.319688445686456
5,acedec,40,0.6120878893083948,0.8098060212686531,0.9141798322605812,0.14039895873393982,854.9305599650222,2.1320936011408307,0.3192752603676215
5,acedec,60,0.6007472041575909,0.8067598493540008,0.9139847864248098,0.14163101208514706,860.0644896908072,2.119533841422207,0.3205607154253843
5,subkmeans,20,0.4369099777428161,0.650782047376809,0.8246537936415057,0.10926272902579005,735.1285846851517,2.508983220193882,0.28498283897315047
5,subkmeans,40,0.5812231801746486,0.7997967071918959,0.9102789155451531,0.10470772471783944,717.5738889578076,2.571653682836053,0.2799823523780041
5,subkmeans,60,0.5188102619458289,0.7059573602462643,0.826214160327677,0.10463716324735324,683.534546031701,3.1832817537813916,0.23904677209372055
5,random,20,0.5104620935671556,0.6736135745337825,0.8613224107665302,0.10484649017025105,716.1819339149437,2.4116462264218184,0.2931136271561233
5,random,40,0.6033663400205411,0.6551998870225579,0.8076848059293934,0.1321668662391272,766.2573956109358,2.5568747691117077,0.2811456868496215
5,random,60,0.5939150864395346,0.756533186112455,0.9132046030817242,0.11165622838141627,728.3613332080496,2.4365846046751587,0.2909865797104461
5,sgd,20,0.5807974206434956,0.7978784440807221,0.9133996489174956,0.14161995153527593,861.0372190779964,2.118647268171653,0.32065184485780684
5,sgd,40,0.5521433756644399,0.767442467863885,0.9100838697093817,0.14005096121833224,863.6914808844883,2.1272540499145967,0.319769351654468
5,sgd,60,0.5757126961394946,0.8005996703005314,0.9141798322605812,0.14068824142273736,858.7091754385003,2.1288684024233575,0.3196043653435486
