embedding_size,max_n_leaf_nodes,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
10,20,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,20,{'lr': 0.01},{'lr': 0.001},42,0.03934985872540932,0.15202665457372125,0.9291321647488977,0.026772239667015238,690.7338202426116,2.928981441957992,0.25451889116117943
10,20,{'lr': 0.01},{'lr': 0.0001},42,0.11078127280773992,0.16006873748076114,0.8838584794063877,0.06872584631119345,1363.5291936352662,2.471168128704089,0.2880874572829567
10,20,{'lr': 0.01},{'lr': 1e-05},42,0.5316867203212605,0.37149383096288985,0.8882675556511452,0.4422959643632482,5346.450482308795,1.137292425694736,0.4678816936690101
10,20,{'lr': 0.001},{'lr': 0.01},42,0.08461863982850319,0.01507129995858957,0.847618023443381,0.17071758154309596,194.96773217396094,4.477496151924364,0.18256516705149636
10,20,{'lr': 0.001},{'lr': 0.001},42,0.06325554048813821,0.17932607207976842,0.9392407785783418,0.029594847545103803,826.2766205396306,3.051408546136156,0.2468277362335388
10,20,{'lr': 0.001},{'lr': 0.0001},42,0.2369364655015763,0.27129749513107415,0.935692009893537,0.04906484347101038,1275.8273527281938,3.149715504603308,0.24098037537529815
10,20,{'lr': 0.001},{'lr': 1e-05},42,0.10708454186814706,0.2097290168489551,0.9224647811592644,0.01487358415106007,1091.4928845001923,4.389941285175082,0.18553077799761541
10,20,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,20,{'lr': 0.0001},{'lr': 0.001},42,0.0444662779323481,0.1484547691579189,0.9222497042692762,0.012710041755952991,723.1325223960399,3.315008337507813,0.23174926252345612
10,20,{'lr': 0.0001},{'lr': 0.0001},42,0.10087532144971373,0.17423094601742845,0.8974083234756426,0.02606367918479597,1293.7311225727954,5.187539410490694,0.1616151322292259
10,20,{'lr': 0.0001},{'lr': 1e-05},42,0.016120110474894013,0.0182117987237116,0.8482632541133455,-0.022413401517312814,338.9490093144007,6.491702103374259,0.13348101488840575
10,20,{'lr': 1e-05},{'lr': 0.01},42,0.011073074062679312,0.016243343183943812,0.8478331003333692,-0.07137618818207067,69.73493942461104,15.24040481697449,0.06157481979481194
10,20,{'lr': 1e-05},{'lr': 0.001},42,0.0589777697285722,0.1685160166451917,0.9411764705882353,0.014844035056048718,679.1958769488267,2.9651674542625104,0.25219615855693844
10,20,{'lr': 1e-05},{'lr': 0.0001},42,0.05156473563921112,0.17170587175237031,0.9104204753199269,-0.0014638157773704547,874.2128761451795,5.238208739729745,0.1603024268218576
10,20,{'lr': 1e-05},{'lr': 1e-05},42,0.040287056584880576,0.030931340474800218,0.84890848478331,-0.02131056267212033,262.57802514782696,6.361974089201144,0.13583313223919688
