ratio,embedding_size,pretrain_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
0.01,10,{'lr': 0.01},42,0.028991103125084926,0.47538652683991506,0.9036796536796536,-0.09441254924388076,116.63576122198475,5.965595407065424,0.1435627454023052
0.01,10,{'lr': 0.001},42,0.019201477308360408,0.4203004903420552,0.884032634032634,-0.10210947258094254,85.60862041167755,4.084725780888915,0.19666743952221144
0.01,10,{'lr': 0.0001},42,0.01590384593461406,0.3451280399320348,0.7093739593739594,-0.18707087190621746,58.675150285935054,6.827888457498394,0.12774837115136617
0.01,10,{'lr': 1e-05},42,0.009964093087761776,0.20248446638383413,0.4333999333999334,-0.20429482121966352,36.202375090621715,13.489394891096419,0.06901599463028574
0.05,10,{'lr': 0.01},42,0.44900479382660546,0.7478990506193409,0.8520646020646021,0.10581878989442768,1796.5741795052602,4.299211821396917,0.1887073085024164
0.05,10,{'lr': 0.001},42,0.4881270967359707,0.7663990344849179,0.8477355977355977,0.14793499458256615,2484.948726138945,2.787731567777596,0.26401026105097974
0.05,10,{'lr': 0.0001},42,0.2447148645106487,0.5321048454050988,0.6588411588411588,0.002094299936652976,742.1600839879071,5.773805579552828,0.14762750248081594
0.05,10,{'lr': 1e-05},42,0.09079641050989504,0.2580638094778433,0.3743756243756244,-0.08071941301036298,195.264284721047,20.92548684541734,0.045609021457555944
0.1,10,{'lr': 0.01},42,0.5506649594738731,0.8130296378247766,0.7266899766899767,0.20907950420882113,3830.586441810268,1.6085869456831936,0.3833493078138893
0.1,10,{'lr': 0.001},42,0.6428843097152857,0.8275412493740388,0.7541625041625042,0.2660678960001336,4130.30573503904,1.0912010007791633,0.4781941093311493
0.1,10,{'lr': 0.0001},42,0.23986274642796176,0.5471590546731794,0.5335497835497836,0.10138338735629211,2695.695985620872,1.8747716712029803,0.347853713050379
0.1,10,{'lr': 1e-05},42,0.10508164220213681,0.240275981818162,0.29104229104229107,-0.040006966028677364,642.7108822840837,19.540974193240828,0.04868318272504612
0.2,10,{'lr': 0.01},42,0.04804441844915362,0.21427905846194878,0.3081918081918082,0.1219815566921821,1137.5210026612742,1.3829944601744268,0.41964008591392343
0.2,10,{'lr': 0.001},42,0.24163754892910466,0.5888675735359087,0.4865967365967366,0.25621859615516984,3905.733301227635,1.2054995089756677,0.4534120256795907
0.2,10,{'lr': 0.0001},42,0.03352732532002002,0.18100402412886402,0.3061105561105561,0.45399813569722475,4246.859990620364,0.650857256741711,0.6057458910612873
0.2,10,{'lr': 1e-05},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
0.15,10,{'lr': 0.01},42,0.5261862496097054,0.7670877996090413,0.6158008658008658,0.2876322134479448,4995.461433323606,1.1639079054116725,0.4621268758707894
0.15,10,{'lr': 0.001},42,0.5455566867292697,0.769683602480139,0.6513486513486514,0.2869327176005981,4331.490617609663,1.1456321295254899,0.4660631178286614
0.15,10,{'lr': 0.0001},42,0.052218424375376285,0.27047987793551104,0.3404928404928405,0.39929458824354985,3483.2050367543416,0.6406411536230321,0.6095178082005912
0.15,10,{'lr': 1e-05},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
