n_clusters_init,dip_merge_threshold,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
2,0.1,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
2,0.3,0.45861771767885107,0.5737880807669523,0.6916325336454067,0.2252787774257661,1168.8054956418534,1.6917348535410897,0.3715076166155289
2,0.5,0.4599267203949444,0.577469067240719,0.6922176711527209,0.225513720693969,1168.2237202836845,1.688896821611442,0.371899729272879
2,0.7,0.4598540874584286,0.5777997794269359,0.6922176711527209,0.2257270015796419,1168.6075767480338,1.6874172249654789,0.3721044840787033
2,0.9,0.29385423526892196,0.4689311805542958,0.6916325336454067,0.17292411304846775,744.6957743938309,1.5859982225763163,0.3866978682621614
3,0.1,0.8786556650584905,0.8371593629838321,0.8213380144333918,0.177412043971658,1064.550396987976,1.847461603606762,0.35118998575199095
3,0.3,0.8197192429475209,0.7830462322235154,0.8030037058708797,0.18280954110842426,1102.129784260783,1.830005281570111,0.35335623099798297
3,0.5,0.8948150252473185,0.8563888394487206,0.8260191144919056,0.1750474257660422,1053.3431349790333,1.8506115383625186,0.35080191970822916
3,0.7,0.7603633861521659,0.8017450631467881,0.8267992978349912,0.19076414172222295,1052.0967393686421,1.6626857726313837,0.37556065018207385
3,0.9,0.7464711646185143,0.7935565065023039,0.8227033352837917,0.19148276833597816,1049.2390688125126,1.6519454918061125,0.37708165687785233
5,0.1,0.8030169577360468,0.8867200859498673,0.913594694753267,0.1747049445738762,916.9680395824572,1.550352927801515,0.3921025945464072
5,0.3,0.7993615653485511,0.8776118799895124,0.9118392822313244,0.1751706488504518,913.7474950429726,1.5631886348024364,0.39013905821140515
5,0.5,0.9432266591716447,0.9237907071069571,0.9132046030817242,0.16758649319213217,917.990513595469,1.7140725874587077,0.3684499834753274
5,0.7,0.8661457877989736,0.8557590262851786,0.8892139652818413,0.17431673962328856,954.9802322790839,1.7086418629563809,0.3691887117584964
5,0.9,0.7715236807122948,0.8440642019849518,0.9013068070996684,0.17908814626850308,882.8280273991899,1.7034252105710508,0.36990111510751494
10,0.1,0.752823166313826,0.8169754178596945,0.8935049736688122,0.1782382489885319,872.89801509723,1.746408266850759,0.36411192467996617
10,0.3,0.9353027385550435,0.9367568246139082,0.9762044080358885,0.15515275529149786,805.6352509272132,2.0545834325731045,0.327376882011576
10,0.5,0.9693098705303239,0.9628728120030308,0.9888823873610298,0.1416660382861151,780.148259778382,2.0871955647366356,0.3239185788624663
10,0.7,0.9428713027174582,0.9394862841598143,0.9804954164228594,0.12250361946433465,734.488122075978,2.133493719258925,0.31913260073056765
10,0.9,0.9923140361527782,0.9844364871460072,0.9968792666276575,0.12214990823791795,764.0091324132994,2.0797060698597933,0.3247063120038355
