n_clusters,embedding_size,alpha,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,0.1,{'lr': 0.01},{'lr': 0.01},42,0.20874715924052503,0.4081251976955334,0.47294372294372294,-0.04555475446297776,485.1018118839549,7.865680332018599,0.11279450223221765
17,10,0.1,{'lr': 0.01},{'lr': 0.001},42,0.7020513808798712,0.8012226225461663,0.7364302364302364,0.1195498529271372,2366.8886612801316,3.9717107915894503,0.20113800699986034
17,10,0.1,{'lr': 0.01},{'lr': 0.0001},42,0.7169817350883742,0.8069874717797462,0.7575757575757576,0.1724103321797645,2409.564281548503,3.9103311106773675,0.2036522542900478
17,10,0.1,{'lr': 0.01},{'lr': 1e-05},42,0.620250821999836,0.7400044030965593,0.6936396936396937,0.17091397918037618,2225.5797824651854,4.282138208144743,0.18931727277753913
17,10,0.1,{'lr': 0.001},{'lr': 0.01},42,0.23857310373524607,0.5110557429541162,0.5377122877122877,-0.008933877523084147,1455.5645462484229,3.701217648830938,0.2127108495495145
17,10,0.1,{'lr': 0.001},{'lr': 0.001},42,0.6096002204850438,0.8607074163646106,0.873043623043623,0.22960715352897576,3451.920559427262,2.2346067298731382,0.30915659414312174
17,10,0.1,{'lr': 0.001},{'lr': 0.0001},42,0.630324192776312,0.8410864618464788,0.867049617049617,0.2246663695537992,3531.7196675024297,1.982719538099233,0.33526450852206496
17,10,0.1,{'lr': 0.001},{'lr': 1e-05},42,0.6638139595320451,0.8203237918521848,0.8448218448218449,0.23534897804554583,3389.5721243664743,2.31420039892976,0.3017319050238862
17,10,0.1,{'lr': 0.0001},{'lr': 0.01},42,0.15425632977237624,0.3592858576368159,0.4194971694971695,-0.039668927898002304,712.2662077507335,6.46692179543634,0.1339239953753344
17,10,0.1,{'lr': 0.0001},{'lr': 0.001},42,0.44367476953929524,0.710650363878597,0.7197802197802198,0.13328825930655813,2637.061670072033,3.244126498931294,0.23561974419278223
17,10,0.1,{'lr': 0.0001},{'lr': 0.0001},42,0.48518314007598673,0.7325594020657044,0.7503330003330003,0.15753423306314188,2922.8796052379635,2.3267042349390716,0.30059780773336914
17,10,0.1,{'lr': 0.0001},{'lr': 1e-05},42,0.4000686531595877,0.651710044032106,0.6972194472194472,0.09875051119772917,2432.621458544746,2.839857830038031,0.26042630854124504
17,10,0.1,{'lr': 1e-05},{'lr': 0.01},42,0.3847635032504619,0.629749089948991,0.6943889443889444,0.10730626588847841,2385.9051536109037,2.3500471085617654,0.2985032650568659
17,10,0.1,{'lr': 1e-05},{'lr': 0.001},42,0.27451003638550603,0.524399228835929,0.5275557775557775,0.01807001923406435,1120.360345852061,9.875994566289588,0.09194561416015457
17,10,0.1,{'lr': 1e-05},{'lr': 0.0001},42,0.21354940432465155,0.5051666010042626,0.4870962370962371,-0.029984464530483274,978.8177370430773,7.837755997099807,0.11315089490229867
17,10,0.1,{'lr': 1e-05},{'lr': 1e-05},42,0.20788094237081495,0.5045433085590229,0.5007492507492507,-0.012633062102699719,1082.329962971912,5.96618453662703,0.14355060431462413
17,10,0.25,{'lr': 0.01},{'lr': 0.01},42,0.30232016117847976,0.5358055262542468,0.5605228105228105,0.02986078063294612,1116.4154233520105,5.278272167359548,0.15927949176828532
17,10,0.25,{'lr': 0.01},{'lr': 0.001},42,0.5650577947833066,0.8194157180152695,0.8244255744255744,0.15700695303111573,2765.101867040281,3.216792181316127,0.23714709120141758
17,10,0.25,{'lr': 0.01},{'lr': 0.0001},42,0.4684034617928716,0.7275553077106768,0.6238761238761239,0.1263523322982268,1662.4595205490696,5.0494192712781105,0.1653051235426639
17,10,0.25,{'lr': 0.01},{'lr': 1e-05},42,0.5191145762221108,0.7072951182229426,0.6665834165834166,0.1311154797915611,2110.4746504668606,4.0184650916954485,0.19926411397277607
17,10,0.25,{'lr': 0.001},{'lr': 0.01},42,0.1728352502334176,0.412709992090196,0.38686313686313684,-0.0606692696920879,621.9221794317139,8.531916212674956,0.10491069976782438
17,10,0.25,{'lr': 0.001},{'lr': 0.001},42,0.5401172235409274,0.8367137879246577,0.8168498168498168,0.19720688162528058,3187.7311821313924,1.9535403621185503,0.3385767172258002
17,10,0.25,{'lr': 0.001},{'lr': 0.0001},42,0.8393974528772483,0.8787258131337599,0.8623876123876124,0.18007587507002934,3252.025053638543,2.1550731383685964,0.3169498633293405
