n_clusters_init,min_n_clusters,max_n_clusters,embedding_size,dip_merge_threshold,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,16,18,10,0.1,{'lr': 0.01},{'lr': 0.01},42,0.4928399900017232,0.6952138177002066,0.7026307026307026,0.13122464722574917,2605.3397643114718,3.3748171707686083,0.22858098086515252
17,16,18,10,0.1,{'lr': 0.01},{'lr': 0.001},42,0.6936480238967241,0.7746921604547118,0.7377622377622378,0.18681036077351215,2769.5547654988322,3.819788802398568,0.2074779707157189
17,16,18,10,0.1,{'lr': 0.01},{'lr': 0.0001},42,0.5735362737700188,0.7236938999189548,0.6932234432234432,0.1523485722001129,2523.4037078193023,3.6801307816308846,0.2136692427324713
17,16,18,10,0.1,{'lr': 0.01},{'lr': 1e-05},42,0.5208885844107055,0.7316298002084577,0.7106227106227107,0.1444794998445108,2579.9174212914577,3.202454454113505,0.23795617797146285
17,16,18,10,0.1,{'lr': 0.001},{'lr': 0.01},42,0.21497257335429384,0.48693279302801534,0.5171495171495172,-0.024335415321256118,1463.1068259308051,3.937536619604471,0.20253014347873466
17,16,18,10,0.1,{'lr': 0.001},{'lr': 0.001},42,0.41535477184627867,0.696202139125211,0.7002164502164502,0.11715862429412621,2769.444390680392,3.33162985210263,0.23085998438084152
17,16,18,10,0.1,{'lr': 0.001},{'lr': 0.0001},42,0.2937457130429232,0.5986415213984573,0.604062604062604,0.033488892850010984,1868.742168303321,5.003177238407943,0.1665784567548771
17,16,18,10,0.1,{'lr': 0.001},{'lr': 1e-05},42,0.30753065480862046,0.6131761931038934,0.6223776223776224,0.0605103304538953,2060.367481233151,3.3515090009817685,0.22980533873982206
17,16,18,10,0.1,{'lr': 0.0001},{'lr': 0.01},42,0.03969762839154243,0.11497327548859722,0.28621378621378624,-0.052860655517845107,253.1127991868483,6.868890680612298,0.12708271605092214
17,16,18,10,0.1,{'lr': 0.0001},{'lr': 0.001},42,0.3057224080992859,0.5866078895204642,0.5820845820845821,0.03756377422138313,1888.7746446240933,5.031526182638938,0.16579551670991435
17,16,18,10,0.1,{'lr': 0.0001},{'lr': 0.0001},42,0.35277255302282123,0.6281627058697274,0.6574259074259075,0.089065015323592,2416.927758860866,3.123855605340511,0.24249151660523016
17,16,18,10,0.1,{'lr': 0.0001},{'lr': 1e-05},42,0.2782881600975198,0.544011776780468,0.5670995670995671,0.03000987168759376,1857.7840954307562,3.781538528212746,0.20913770622147057
17,16,18,10,0.1,{'lr': 1e-05},{'lr': 0.01},42,0.02147286795700117,0.06579315426840136,0.25865800865800864,-0.054560609053122,104.45525245434668,10.155556534978112,0.089641426392714
17,16,18,10,0.1,{'lr': 1e-05},{'lr': 0.001},42,0.2963516850905046,0.583727044896573,0.6002331002331003,0.03841078108801132,1929.1343816549065,4.933546511662538,0.1685332706222955
17,16,18,10,0.1,{'lr': 1e-05},{'lr': 0.0001},42,0.1889899391877771,0.4777702417852865,0.4806027306027306,-0.003426883500868685,1323.4663366502589,5.721524372969703,0.14877577533177644
17,16,18,10,0.1,{'lr': 1e-05},{'lr': 1e-05},42,0.132192712292191,0.3754286328895258,0.414002664002664,-0.03953983924370809,942.4587443855893,7.08731269440586,0.12365046805865662
17,16,18,10,0.3,{'lr': 0.01},{'lr': 0.01},42,0.4928399900017232,0.6952138177002066,0.7026307026307026,0.13122464722574917,2605.3397643114718,3.3748171707686083,0.22858098086515252
17,16,18,10,0.3,{'lr': 0.01},{'lr': 0.001},42,0.6936480238967241,0.7746921604547118,0.7377622377622378,0.18681036077351215,2769.5547654988322,3.819788802398568,0.2074779707157189
17,16,18,10,0.3,{'lr': 0.01},{'lr': 0.0001},42,0.5735362737700188,0.7236938999189548,0.6932234432234432,0.1523485722001129,2523.4037078193023,3.6801307816308846,0.2136692427324713
17,16,18,10,0.3,{'lr': 0.01},{'lr': 1e-05},42,0.5208885844107055,0.7316298002084577,0.7106227106227107,0.1444794998445108,2579.9174212914577,3.202454454113505,0.23795617797146285
17,16,18,10,0.3,{'lr': 0.001},{'lr': 0.01},42,0.21497257335429384,0.48693279302801534,0.5171495171495172,-0.024335415321256118,1463.1068259308051,3.937536619604471,0.20253014347873466
17,16,18,10,0.3,{'lr': 0.001},{'lr': 0.001},42,0.41535477184627867,0.696202139125211,0.7002164502164502,0.11715862429412621,2769.444390680392,3.33162985210263,0.23085998438084152
17,16,18,10,0.3,{'lr': 0.001},{'lr': 0.0001},42,0.2937457130429232,0.5986415213984573,0.604062604062604,0.033488892850010984,1868.742168303321,5.003177238407943,0.1665784567548771
17,16,18,10,0.3,{'lr': 0.001},{'lr': 1e-05},42,0.30753065480862046,0.6131761931038934,0.6223776223776224,0.0605103304538953,2060.367481233151,3.3515090009817685,0.22980533873982206
17,16,18,10,0.3,{'lr': 0.0001},{'lr': 0.01},42,0.03969762839154243,0.11497327548859722,0.28621378621378624,-0.052860655517845107,253.1127991868483,6.868890680612298,0.12708271605092214
17,16,18,10,0.3,{'lr': 0.0001},{'lr': 0.001},42,0.3057224080992859,0.5866078895204642,0.5820845820845821,0.03756377422138313,1888.7746446240933,5.031526182638938,0.16579551670991435
17,16,18,10,0.3,{'lr': 0.0001},{'lr': 0.0001},42,0.35277255302282123,0.6281627058697274,0.6574259074259075,0.089065015323592,2416.927758860866,3.123855605340511,0.24249151660523016
17,16,18,10,0.3,{'lr': 0.0001},{'lr': 1e-05},42,0.2782881600975198,0.544011776780468,0.5670995670995671,0.03000987168759376,1857.7840954307562,3.781538528212746,0.20913770622147057
17,16,18,10,0.3,{'lr': 1e-05},{'lr': 0.01},42,0.02147286795700117,0.06579315426840136,0.25865800865800864,-0.054560609053122,104.45525245434668,10.155556534978112,0.089641426392714
17,16,18,10,0.3,{'lr': 1e-05},{'lr': 0.001},42,0.2963516850905046,0.583727044896573,0.6002331002331003,0.03841078108801132,1929.1343816549065,4.933546511662538,0.1685332706222955
17,16,18,10,0.3,{'lr': 1e-05},{'lr': 0.0001},42,0.1889899391877771,0.4777702417852865,0.4806027306027306,-0.003426883500868685,1323.4663366502589,5.721524372969703,0.14877577533177644
17,16,18,10,0.3,{'lr': 1e-05},{'lr': 1e-05},42,0.132192712292191,0.3754286328895258,0.414002664002664,-0.03953983924370809,942.4587443855893,7.08731269440586,0.12365046805865662
17,16,18,10,0.5,{'lr': 0.01},{'lr': 0.01},42,0.4928399900017232,0.6952138177002066,0.7026307026307026,0.13122464722574917,2605.3397643114718,3.3748171707686083,0.22858098086515252
17,16,18,10,0.5,{'lr': 0.01},{'lr': 0.001},42,0.6936480238967241,0.7746921604547118,0.7377622377622378,0.18681036077351215,2769.5547654988322,3.819788802398568,0.2074779707157189
17,16,18,10,0.5,{'lr': 0.01},{'lr': 0.0001},42,0.5735362737700188,0.7236938999189548,0.6932234432234432,0.1523485722001129,2523.4037078193023,3.6801307816308846,0.2136692427324713
17,16,18,10,0.5,{'lr': 0.01},{'lr': 1e-05},42,0.5208885844107055,0.7316298002084577,0.7106227106227107,0.1444794998445108,2579.9174212914577,3.202454454113505,0.23795617797146285
17,16,18,10,0.5,{'lr': 0.001},{'lr': 0.01},42,0.21497257335429384,0.48693279302801534,0.5171495171495172,-0.024335415321256118,1463.1068259308051,3.937536619604471,0.20253014347873466
17,16,18,10,0.5,{'lr': 0.001},{'lr': 0.001},42,0.41535477184627867,0.696202139125211,0.7002164502164502,0.11715862429412621,2769.444390680392,3.33162985210263,0.23085998438084152
17,16,18,10,0.5,{'lr': 0.001},{'lr': 0.0001},42,0.2937457130429232,0.5986415213984573,0.604062604062604,0.033488892850010984,1868.742168303321,5.003177238407943,0.1665784567548771
17,16,18,10,0.5,{'lr': 0.001},{'lr': 1e-05},42,0.30753065480862046,0.6131761931038934,0.6223776223776224,0.0605103304538953,2060.367481233151,3.3515090009817685,0.22980533873982206
17,16,18,10,0.5,{'lr': 0.0001},{'lr': 0.01},42,0.03969762839154243,0.11497327548859722,0.28621378621378624,-0.052860655517845107,253.1127991868483,6.868890680612298,0.12708271605092214
17,16,18,10,0.5,{'lr': 0.0001},{'lr': 0.001},42,0.3057224080992859,0.5866078895204642,0.5820845820845821,0.03756377422138313,1888.7746446240933,5.031526182638938,0.16579551670991435
17,16,18,10,0.5,{'lr': 0.0001},{'lr': 0.0001},42,0.35277255302282123,0.6281627058697274,0.6574259074259075,0.089065015323592,2416.927758860866,3.123855605340511,0.24249151660523016
17,16,18,10,0.5,{'lr': 0.0001},{'lr': 1e-05},42,0.2782881600975198,0.544011776780468,0.5670995670995671,0.03000987168759376,1857.7840954307562,3.781538528212746,0.20913770622147057
17,16,18,10,0.5,{'lr': 1e-05},{'lr': 0.01},42,0.02147286795700117,0.06579315426840136,0.25865800865800864,-0.054560609053122,104.45525245434668,10.155556534978112,0.089641426392714
17,16,18,10,0.5,{'lr': 1e-05},{'lr': 0.001},42,0.2963516850905046,0.583727044896573,0.6002331002331003,0.03841078108801132,1929.1343816549065,4.933546511662538,0.1685332706222955
17,16,18,10,0.5,{'lr': 1e-05},{'lr': 0.0001},42,0.1889899391877771,0.4777702417852865,0.4806027306027306,-0.003426883500868685,1323.4663366502589,5.721524372969703,0.14877577533177644
17,16,18,10,0.5,{'lr': 1e-05},{'lr': 1e-05},42,0.132192712292191,0.3754286328895258,0.414002664002664,-0.03953983924370809,942.4587443855893,7.08731269440586,0.12365046805865662
17,16,18,10,0.7,{'lr': 0.01},{'lr': 0.01},42,0.4928399900017232,0.6952138177002066,0.7026307026307026,0.13122464722574917,2605.3397643114718,3.3748171707686083,0.22858098086515252
17,16,18,10,0.7,{'lr': 0.01},{'lr': 0.001},42,0.6936480238967241,0.7746921604547118,0.7377622377622378,0.18681036077351215,2769.5547654988322,3.819788802398568,0.2074779707157189
17,16,18,10,0.7,{'lr': 0.01},{'lr': 0.0001},42,0.5735362737700188,0.7236938999189548,0.6932234432234432,0.1523485722001129,2523.4037078193023,3.6801307816308846,0.2136692427324713
17,16,18,10,0.7,{'lr': 0.01},{'lr': 1e-05},42,0.5208885844107055,0.7316298002084577,0.7106227106227107,0.1444794998445108,2579.9174212914577,3.202454454113505,0.23795617797146285
17,16,18,10,0.7,{'lr': 0.001},{'lr': 0.01},42,0.21497257335429384,0.48693279302801534,0.5171495171495172,-0.024335415321256118,1463.1068259308051,3.937536619604471,0.20253014347873466
17,16,18,10,0.7,{'lr': 0.001},{'lr': 0.001},42,0.41535477184627867,0.696202139125211,0.7002164502164502,0.11715862429412621,2769.444390680392,3.33162985210263,0.23085998438084152
17,16,18,10,0.7,{'lr': 0.001},{'lr': 0.0001},42,0.2937457130429232,0.5986415213984573,0.604062604062604,0.033488892850010984,1868.742168303321,5.003177238407943,0.1665784567548771
17,16,18,10,0.7,{'lr': 0.001},{'lr': 1e-05},42,0.30753065480862046,0.6131761931038934,0.6223776223776224,0.0605103304538953,2060.367481233151,3.3515090009817685,0.22980533873982206
17,16,18,10,0.7,{'lr': 0.0001},{'lr': 0.01},42,0.03969762839154243,0.11497327548859722,0.28621378621378624,-0.052860655517845107,253.1127991868483,6.868890680612298,0.12708271605092214
17,16,18,10,0.7,{'lr': 0.0001},{'lr': 0.001},42,0.3057224080992859,0.5866078895204642,0.5820845820845821,0.03756377422138313,1888.7746446240933,5.031526182638938,0.16579551670991435
17,16,18,10,0.7,{'lr': 0.0001},{'lr': 0.0001},42,0.35277255302282123,0.6281627058697274,0.6574259074259075,0.089065015323592,2416.927758860866,3.123855605340511,0.24249151660523016
17,16,18,10,0.7,{'lr': 0.0001},{'lr': 1e-05},42,0.2782881600975198,0.544011776780468,0.5670995670995671,0.03000987168759376,1857.7840954307562,3.781538528212746,0.20913770622147057
17,16,18,10,0.7,{'lr': 1e-05},{'lr': 0.01},42,0.02147286795700117,0.06579315426840136,0.25865800865800864,-0.054560609053122,104.45525245434668,10.155556534978112,0.089641426392714
17,16,18,10,0.7,{'lr': 1e-05},{'lr': 0.001},42,0.2963516850905046,0.583727044896573,0.6002331002331003,0.03841078108801132,1929.1343816549065,4.933546511662538,0.1685332706222955
17,16,18,10,0.7,{'lr': 1e-05},{'lr': 0.0001},42,0.1889899391877771,0.4777702417852865,0.4806027306027306,-0.003426883500868685,1323.4663366502589,5.721524372969703,0.14877577533177644
17,16,18,10,0.7,{'lr': 1e-05},{'lr': 1e-05},42,0.132192712292191,0.3754286328895258,0.414002664002664,-0.03953983924370809,942.4587443855893,7.08731269440586,0.12365046805865662
17,16,18,10,0.9,{'lr': 0.01},{'lr': 0.01},42,0.4928399900017232,0.6952138177002066,0.7026307026307026,0.13122464722574917,2605.3397643114718,3.3748171707686083,0.22858098086515252
17,16,18,10,0.9,{'lr': 0.01},{'lr': 0.001},42,0.6936480238967241,0.7746921604547118,0.7377622377622378,0.18681036077351215,2769.5547654988322,3.819788802398568,0.2074779707157189
17,16,18,10,0.9,{'lr': 0.01},{'lr': 0.0001},42,0.5735362737700188,0.7236938999189548,0.6932234432234432,0.1523485722001129,2523.4037078193023,3.6801307816308846,0.2136692427324713
17,16,18,10,0.9,{'lr': 0.01},{'lr': 1e-05},42,0.5208885844107055,0.7316298002084577,0.7106227106227107,0.1444794998445108,2579.9174212914577,3.202454454113505,0.23795617797146285
17,16,18,10,0.9,{'lr': 0.001},{'lr': 0.01},42,0.21497257335429384,0.48693279302801534,0.5171495171495172,-0.024335415321256118,1463.1068259308051,3.937536619604471,0.20253014347873466
17,16,18,10,0.9,{'lr': 0.001},{'lr': 0.001},42,0.41535477184627867,0.696202139125211,0.7002164502164502,0.11715862429412621,2769.444390680392,3.33162985210263,0.23085998438084152
17,16,18,10,0.9,{'lr': 0.001},{'lr': 0.0001},42,0.2937457130429232,0.5986415213984573,0.604062604062604,0.033488892850010984,1868.742168303321,5.003177238407943,0.1665784567548771
17,16,18,10,0.9,{'lr': 0.001},{'lr': 1e-05},42,0.30753065480862046,0.6131761931038934,0.6223776223776224,0.0605103304538953,2060.367481233151,3.3515090009817685,0.22980533873982206
17,16,18,10,0.9,{'lr': 0.0001},{'lr': 0.01},42,0.03969762839154243,0.11497327548859722,0.28621378621378624,-0.052860655517845107,253.1127991868483,6.868890680612298,0.12708271605092214
17,16,18,10,0.9,{'lr': 0.0001},{'lr': 0.001},42,0.3057224080992859,0.5866078895204642,0.5820845820845821,0.03756377422138313,1888.7746446240933,5.031526182638938,0.16579551670991435
17,16,18,10,0.9,{'lr': 0.0001},{'lr': 0.0001},42,0.35277255302282123,0.6281627058697274,0.6574259074259075,0.089065015323592,2416.927758860866,3.123855605340511,0.24249151660523016
17,16,18,10,0.9,{'lr': 0.0001},{'lr': 1e-05},42,0.2782881600975198,0.544011776780468,0.5670995670995671,0.03000987168759376,1857.7840954307562,3.781538528212746,0.20913770622147057
