n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,initial_clustering_class,initial_clustering_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
20,10,{'lr': 0.01},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.44021336001135325,0.6315880600046297,0.5428660826032541,0.006295872191070657,945.7755525861978,2.1857171176864516,0.3139010662460279
20,10,{'lr': 0.01},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.5485256436919099,0.6469810922428061,0.5737640801001251,0.006390471339363492,1758.7916715860395,4.047228739577461,0.19812852787086424
20,10,{'lr': 0.01},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.06490073138787124,0.2945416547105888,0.358729662077597,-0.04316836555505659,411.4469487472549,4.347507911945337,0.18700299587517882
20,10,{'lr': 0.001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.6216371826537469,0.7227629139660838,0.6792083854818524,-0.01808226590538234,1418.7346047733695,2.6370510143661807,0.27494802686298514
20,10,{'lr': 0.001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.3347419051539873,0.5862976403998452,0.5122027534418022,0.15784238193628794,2525.9841906636293,1.6700604761367788,0.37452335216274446
20,10,{'lr': 0.001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.19477141715987753,0.4332616166607159,0.4078535669586984,0.10427103400884112,2234.9473088077925,2.272222528878788,0.3056026878290106
20,10,{'lr': 0.0001},{'lr': 0.001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.49824135513025025,0.6764698638015317,0.7276282853566959,0.07876405932076325,1481.7524358155906,2.99219739191879,0.2504886161251072
20,10,{'lr': 0.0001},{'lr': 0.0001},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},0.0485617002771534,0.21004814534335314,0.30632040050062576,0.12335350009930048,1179.6712643826988,1.755944714624577,0.3628519812801191
20,10,{'lr': 0.0001},{'lr': 1e-05},42,<class 'sklearn.cluster._kmeans.KMeans'>,{},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
