max_n_leaf_nodes,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
3,10,{'lr': 0.0001},{'lr': 1e-05},42,0.052218424375376285,0.2704798779355104,0.3404928404928405,0.39932554344133137,3483.4585453169425,0.6405581435863756,0.6095486489823089
3,10,{'lr': 1e-05},{'lr': 0.01},42,0.004976408896912431,0.05505161240826687,0.24383949383949383,0.07649264812333778,228.0353032005148,2.697724541745665,0.2704365857192565
3,10,{'lr': 1e-05},{'lr': 0.001},42,0.05191320970459406,0.2688757826617476,0.34015984015984013,0.3990749236136406,3473.0058229970414,0.6390246065495339,0.610118967100314
3,10,{'lr': 1e-05},{'lr': 0.0001},42,0.08375845809341127,0.31107371636526754,0.3246753246753247,0.3006255392414005,2703.1417342799864,0.9524321098825554,0.5121817014473056
3,10,{'lr': 1e-05},{'lr': 1e-05},42,0.014798511270452999,0.10829367485080506,0.2683982683982684,0.37128601288326557,784.1618941478147,2.5272557939367126,0.2835065156655158
4,10,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,10,{'lr': 0.01},{'lr': 0.001},42,0.18603099164148842,0.38207268829665386,0.37695637695637696,0.11783312072430813,2202.6870948945216,2.695289567704775,0.27061478719815774
4,10,{'lr': 0.01},{'lr': 0.0001},42,0.220816750196159,0.45815657751057454,0.3998501498501498,0.163726649090669,2880.043392439913,3.187392177405437,0.23881211924592483
4,10,{'lr': 0.01},{'lr': 1e-05},42,0.14486044192366773,0.47283187975844004,0.3968531468531469,0.35670989054427615,4868.942893619016,0.8429110802609683,0.5426197773244672
4,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,10,{'lr': 0.001},{'lr': 0.001},42,0.3431770422357697,0.4773196947899067,0.40617715617715616,0.17639517117998235,3496.460677504021,1.9685141968251203,0.3368688622306466
4,10,{'lr': 0.001},{'lr': 0.0001},42,0.07587208050784282,0.3579413641941003,0.3802863802863803,0.2631936920305759,2979.683156484265,0.7718688047218512,0.5643758710210943
4,10,{'lr': 0.001},{'lr': 1e-05},42,0.05021669144120879,0.26492433088805956,0.3398268398268398,0.3565912811518129,2310.954677539352,2.0393441286831675,0.3290183531909768
4,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,10,{'lr': 0.0001},{'lr': 0.001},42,0.3357334256180982,0.5516584909501416,0.4325674325674326,0.22894005505043935,3961.8934912314107,1.528722023294117,0.39545667368266896
4,10,{'lr': 0.0001},{'lr': 0.0001},42,0.17886680334703065,0.3861492222692921,0.39635364635364634,0.18433000257637625,3531.8999018137815,1.3753012174658377,0.4209992369165206
4,10,{'lr': 0.0001},{'lr': 1e-05},42,0.05039267632222505,0.2653945080235994,0.3399100899100899,0.3635736582556062,2310.0079060207877,2.089006168664304,0.32372871577411033
4,10,{'lr': 1e-05},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
4,10,{'lr': 1e-05},{'lr': 0.001},42,0.17770722030930636,0.3356155560356547,0.36247086247086246,0.1522211694597585,3228.2694069240633,2.150281214695177,0.3174319788770859
4,10,{'lr': 1e-05},{'lr': 0.0001},42,0.29318209392559547,0.4156669505624674,0.4021811521811522,0.1362156663777037,1513.3398846011344,2.1023644180945946,0.3223347954120034
4,10,{'lr': 1e-05},{'lr': 1e-05},42,0.04047687477915438,0.21401956355803636,0.3318348318348318,0.18466905894193236,1638.31384813224,2.945076640195627,0.25348050017867646
5,10,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.01},{'lr': 0.001},42,0.26408058858178124,0.535051572651714,0.4343989343989344,0.205458615218347,3217.95278785569,2.8779639702767046,0.25786727459684133
5,10,{'lr': 0.01},{'lr': 0.0001},42,0.06956605769598857,0.24969216618139622,0.34065934065934067,0.04354241993286212,1858.1245147332102,4.52207730833431,0.18109127130305278
5,10,{'lr': 0.01},{'lr': 1e-05},42,0.04555805241333108,0.26373007701872103,0.3404928404928405,0.312671409497333,1748.1497050655744,3.453380640962132,0.2245485128313565
5,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.001},{'lr': 0.001},42,0.37514441116481534,0.48104924947456207,0.4326506826506826,0.18010769324238984,3342.6893288858864,2.34667015785208,0.2988044691687836
5,10,{'lr': 0.001},{'lr': 0.0001},42,0.14932349993472824,0.4836464435182578,0.45138195138195136,0.207138886314627,3291.1618791120027,0.9849524233569117,0.5037904124214827
5,10,{'lr': 0.001},{'lr': 1e-05},42,0.044824311590671295,0.26335827159395664,0.3404928404928405,0.30390503758805004,1749.2331256557306,3.440813677793958,0.22518395784097955
5,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
5,10,{'lr': 0.0001},{'lr': 0.001},42,0.3733426856461037,0.49349917099844137,0.4325674325674326,0.20528419324565209,3815.501708112862,1.5005660781316514,0.3999094480027379
5,10,{'lr': 0.0001},{'lr': 0.0001},42,0.15158222438149638,0.3800432492208252,0.37987012987012986,0.11658603933064549,2038.5359185468747,3.3332465755883005,0.230773851096677
5,10,{'lr': 0.0001},{'lr': 1e-05},42,0.09407444618846923,0.37254503558851787,0.4071761571761572,0.2378177154393316,2529.133710083761,2.066035004133557,0.32615413674397825
5,10,{'lr': 1e-05},{'lr': 0.01},42,0.011143506258304264,0.03466550287720082,0.234015984015984,0.0028140966033264156,73.5393490449436,8.926611916638848,0.10073930646203808
5,10,{'lr': 1e-05},{'lr': 0.001},42,0.2712597523558382,0.3969359408859871,0.4289044289044289,0.15345580260656455,2840.4018095019164,1.6336120705929347,0.3797066436496317
5,10,{'lr': 1e-05},{'lr': 0.0001},42,0.33612495835720374,0.5701797341911504,0.49517149517149517,0.2217984852977981,3784.183133484218,1.3144079475772383,0.43207594453986264
5,10,{'lr': 1e-05},{'lr': 1e-05},42,0.0536497386543095,0.2734120735898864,0.3473193473193473,0.2057008288712103,1792.3784643112645,2.3368859642503166,0.2996806036267007
10,10,{'lr': 0.01},{'lr': 0.01},42,0.08672899528092934,0.3003280676686928,0.30003330003330003,0.2895734442852429,3925.7111112087377,1.058995542306822,0.4856737081031449
10,10,{'lr': 0.01},{'lr': 0.001},42,0.4222475724841799,0.5919354638392959,0.5083250083250084,0.19287416877164457,2606.7518610771617,1.6107037280642913,0.3830384847006178
10,10,{'lr': 0.01},{'lr': 0.0001},42,0.39805792380231664,0.5776294219958771,0.5258907758907759,0.19079671022966935,2678.1907290760128,2.5602118093990844,0.28088216475209843
10,10,{'lr': 0.01},{'lr': 1e-05},42,0.21438493690252175,0.48293252000440035,0.45396270396270394,0.10025591559978705,1530.1468282647777,3.4257068954718144,0.2259526045484746
10,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,10,{'lr': 0.001},{'lr': 0.001},42,0.3783440514063593,0.555319597109604,0.5680985680985681,0.08507335706435096,2879.299335383999,3.616682575778055,0.21660575176786304
10,10,{'lr': 0.001},{'lr': 0.0001},42,0.18059816668355916,0.433253470517238,0.43248418248418247,0.059079753589335295,1693.7027035262731,3.0357609971100854,0.24778474263368838
10,10,{'lr': 0.001},{'lr': 1e-05},42,0.1474545258578163,0.39265470812386993,0.38836163836163834,0.041979993984410754,1436.2970676080038,2.9359451566216874,0.2540685807874221
10,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
10,10,{'lr': 0.0001},{'lr': 0.001},42,0.2584237538973162,0.4460384691328874,0.4468864468864469,0.058957495570066805,2022.1124128287279,3.5076564141423825,0.2218447699036214
10,10,{'lr': 0.0001},{'lr': 0.0001},42,0.3958891059247126,0.5554235687555199,0.50008325008325,0.15043279704267976,2733.862738722907,2.702659543073515,0.2700761407758049
10,10,{'lr': 0.0001},{'lr': 1e-05},42,0.32486760932167597,0.48097996727955983,0.50008325008325,0.08250486444212997,1800.842382939803,3.2821139051699704,0.23352951886512394
10,10,{'lr': 1e-05},{'lr': 0.01},42,-0.002614259876247395,0.023144591867713196,0.23809523809523808,0.008725491360623125,109.08819889829603,5.134043596101814,0.1630245994070698
10,10,{'lr': 1e-05},{'lr': 0.001},42,0.33165637282145605,0.5099574081601649,0.5409590409590409,0.05707089207019071,2446.0203034441793,3.34531425069072,0.2301329529483495
10,10,{'lr': 1e-05},{'lr': 0.0001},42,0.3574285206180413,0.5483443543636998,0.5409590409590409,0.06892615266554897,2384.6563865843673,3.653477119875398,0.21489307333841068
10,10,{'lr': 1e-05},{'lr': 1e-05},42,0.18472695268758887,0.40285691560440506,0.41625041625041626,0.1091797213879541,1697.261314497621,3.80202684792148,0.20824539963429028
20,10,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
20,10,{'lr': 0.01},{'lr': 0.001},42,0.38529299326208155,0.5343364316697788,0.5193140193140193,0.13952989943385982,2524.7362785825812,2.4757610138252444,0.28770677731362526
20,10,{'lr': 0.01},{'lr': 0.0001},42,0.5131182341228634,0.5949586489152915,0.5755910755910756,0.12495257133894812,1995.4773608254795,2.738003223972019,0.2675225086984798
20,10,{'lr': 0.01},{'lr': 1e-05},42,0.46105897121850953,0.5743384802669824,0.6041458541458542,0.10819166445914188,1463.586926080101,3.982339127103103,0.20070893901223322
20,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
20,10,{'lr': 0.001},{'lr': 0.001},42,0.33157031916423013,0.5703867739086119,0.6694139194139194,0.047719765437188456,1877.9932192815309,3.4050078782064985,0.22701434995098135
20,10,{'lr': 0.001},{'lr': 0.0001},42,0.33660044536215145,0.5545689118318273,0.5608558108558108,0.09304791860164574,1902.4208503934406,2.9260374697364577,0.25470974429266635
20,10,{'lr': 0.001},{'lr': 1e-05},42,0.24147854985087297,0.47928344612362933,0.5447052947052947,0.008915292702993313,1291.6612880395664,3.8898155635700085,0.20450669089651907
20,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
20,10,{'lr': 0.0001},{'lr': 0.001},42,0.2979926435461572,0.531340561235441,0.6182151182151182,0.01599966995729026,1455.3823895426767,3.182906080828923,0.23906824123620551
20,10,{'lr': 0.0001},{'lr': 0.0001},42,0.29226167945752496,0.46024354130462114,0.5101565101565102,0.03945606642981118,1526.3324525772816,3.1880103403965947,0.23877686985493507
20,10,{'lr': 0.0001},{'lr': 1e-05},42,0.33686861361789794,0.5395161909154242,0.572011322011322,0.0329522289469371,1799.1012010574354,4.432053990450957,0.18409242650347485
20,10,{'lr': 1e-05},{'lr': 0.01},42,0.03688598146288322,0.12175346547518355,0.2763902763902764,-0.0342966262734209,218.86901553873932,9.53031319660135,0.09496393709569334
20,10,{'lr': 1e-05},{'lr': 0.001},42,0.29775376709938467,0.5449203536892712,0.652014652014652,0.052524076484756065,1729.2372169788905,3.4686009930872457,0.22378368566514703
20,10,{'lr': 1e-05},{'lr': 0.0001},42,0.42773530026462164,0.6454885702190682,0.7320179820179821,0.048425377521351655,1978.0403871404044,3.9323469058394958,0.20274324152181625
20,10,{'lr': 1e-05},{'lr': 1e-05},42,0.17594649690370018,0.4331150145407336,0.43514818514818515,0.07998916558629034,1779.8591639048484,3.9248352554293136,0.20305247752146927
50,10,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,10,{'lr': 0.01},{'lr': 0.001},42,0.36363665807414136,0.5688756699726948,0.5468697968697969,0.12013123066708004,2660.4106854612005,2.899590052848801,0.2564372117190784
50,10,{'lr': 0.01},{'lr': 0.0001},42,0.3294164408599755,0.531078180718582,0.5447885447885448,0.07172174007193463,1471.9140276970604,3.4972321697658835,0.22235898931854745
50,10,{'lr': 0.01},{'lr': 1e-05},42,0.3467508041128945,0.5520020921951756,0.6083916083916084,0.045368142364227385,1420.0566023349916,3.998083787458666,0.20007667788787942
50,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,10,{'lr': 0.001},{'lr': 0.001},42,0.19521627405066502,0.5674249734379605,0.758991008991009,-0.012103772821106881,938.4476842030367,3.7493118153484097,0.2105568214679625
50,10,{'lr': 0.001},{'lr': 0.0001},42,0.19657324123572167,0.42146650880382636,0.4512154512154512,0.018598267742425605,1228.7528383629474,3.0183402468344336,0.2488589662828526
50,10,{'lr': 0.001},{'lr': 1e-05},42,0.2963126768859585,0.4751679439694223,0.4805194805194805,0.007477085535381899,1368.0443742659018,3.264869009086993,0.23447378990288759
50,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
50,10,{'lr': 0.0001},{'lr': 0.001},42,0.23965561968642166,0.6143050706415183,0.8143523143523144,-0.007965629262363064,1059.542709035182,3.7161040581418483,0.2120394265418311
50,10,{'lr': 0.0001},{'lr': 0.0001},42,0.297697887017328,0.5055622806187031,0.5187312687312687,0.04226304960782938,1690.9748052148361,3.6171065263651907,0.2165858626587176
50,10,{'lr': 0.0001},{'lr': 1e-05},42,0.3415437691343832,0.5432262547886475,0.5775890775890776,0.01622377732363796,1606.1587685667657,4.003530475547034,0.19985888062182142
50,10,{'lr': 1e-05},{'lr': 0.01},42,0.11407477447675794,0.29167946500310077,0.3256743256743257,0.07557805565367347,2612.9505939760943,2.136494580198991,0.31882726860524535
50,10,{'lr': 1e-05},{'lr': 0.001},42,0.19317989869829316,0.5457746356817238,0.7248584748584749,-0.028623523313283748,881.4352318837127,4.4306733343031075,0.18413922886568268
50,10,{'lr': 1e-05},{'lr': 0.0001},42,0.2158971161521486,0.5665615467666433,0.7236929736929737,-0.03442818261877214,909.3268257151277,4.611809297545685,0.17819564902844226
50,10,{'lr': 1e-05},{'lr': 1e-05},42,0.2068874081998735,0.4287572877925359,0.46203796203796205,0.024420949570409554,1436.2862600160283,6.331939426780854,0.13638956104129435
100,10,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
100,10,{'lr': 0.01},{'lr': 0.001},42,0.288817125134591,0.5269127876372564,0.4949217449217449,0.09378397048372814,1846.7152729438037,2.198264750089112,0.31266954994020973
100,10,{'lr': 0.01},{'lr': 0.0001},42,0.45744505803918734,0.5560263510001925,0.5375457875457875,0.14378052813528946,1801.6657598754075,3.049976507621409,0.24691501249900086
100,10,{'lr': 0.01},{'lr': 1e-05},42,0.36471899100308675,0.5599428005358384,0.6205461205461206,0.04504867278468215,1354.3113973603931,4.00092111484138,0.199963162192715
100,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
100,10,{'lr': 0.001},{'lr': 0.001},42,0.1503134372138663,0.5531194758589972,0.7655677655677655,-0.041709684964823975,657.8748604969844,4.01343294990154,0.19946412168923874
100,10,{'lr': 0.001},{'lr': 0.0001},42,0.33314670708165167,0.5490473773501581,0.5176490176490176,0.1338781216326776,2360.377554557188,2.9887433397990346,0.25070552673122937
100,10,{'lr': 0.001},{'lr': 1e-05},42,0.3690823877668501,0.5398079783679683,0.5406260406260406,0.044926766516107164,1654.9563717957658,4.119765033667173,0.1953214636656328
100,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
100,10,{'lr': 0.0001},{'lr': 0.001},42,0.16986918565820242,0.6014453733055082,0.8285880785880786,-0.012220141801753693,823.7290962074892,3.875895881660597,0.20509051552171934
100,10,{'lr': 0.0001},{'lr': 0.0001},42,0.3918019245835418,0.5861315244681569,0.5928238428238428,0.08011898274858203,2025.119486490847,3.4950899308597765,0.22246495962956847
100,10,{'lr': 0.0001},{'lr': 1e-05},42,0.3240225289901359,0.5493295635421063,0.5828338328338328,0.010562178109224237,1725.9452592537227,4.100487325548321,0.19605969707855248
100,10,{'lr': 1e-05},{'lr': 0.01},42,0.027866919254835157,0.0853057245700562,0.26848151848151847,-0.09535339447179202,113.17348523266625,13.077315378194136,0.0710362716991485
100,10,{'lr': 1e-05},{'lr': 0.001},42,0.1511301319836127,0.5543725868713659,0.7691475191475191,-0.040647466799016464,666.0335367409463,4.142356677709827,0.19446336819354093
100,10,{'lr': 1e-05},{'lr': 0.0001},42,0.4916326623911577,0.7006791090459653,0.8035298035298035,0.09526074626452286,2249.93067275067,3.2136010741672782,0.2373266909700575
100,10,{'lr': 1e-05},{'lr': 1e-05},42,0.13523485786829226,0.4014987266651441,0.40984015984015987,0.07617811416669541,1564.6609382971312,3.435584641432089,0.22544942343319513
