n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,device,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
4,10,{'lr': 0.01},{'lr': 0.01},42,cpu,0.6021296281778172,0.41356450809432793,0.9302075491988386,0.3493840953788515,2501.974773736432,3.2064883685647367,0.2377279841002395
4,10,{'lr': 0.01},{'lr': 0.001},42,cpu,0.2589078244238625,0.28837434369801423,0.906764168190128,0.06462235272519298,2331.4978397905447,3.7939986928664897,0.20859413280358385
4,10,{'lr': 0.01},{'lr': 0.0001},42,cpu,0.5945549022566811,0.4432324524830735,0.9043983224002581,0.45444771018930147,2160.231403884936,1.724771896490782,0.3670031980614209
4,10,{'lr': 0.01},{'lr': 1e-05},42,cpu,0.08526545497541005,0.031715671819638025,0.8485858694483278,0.5003969379306188,462.4439095812854,1.811851601648668,0.355637544816971
4,10,{'lr': 0.001},{'lr': 0.01},42,cpu,0.24191499813834613,0.29808525562049165,0.926873857404022,0.12751247156564327,2983.1077458447357,2.2477553905857794,0.30790496196194
4,10,{'lr': 0.001},{'lr': 0.001},42,cpu,0.2077553229331186,0.30249957727998045,0.9066566297451338,0.09562858482395349,2303.1969906040126,2.1494798263105466,0.3175127497709514
4,10,{'lr': 0.001},{'lr': 0.0001},42,cpu,0.2741458199098867,0.29248488653600896,0.9066566297451338,0.07596722049564011,2478.6427662286274,3.2814771352329033,0.23356425093826927
4,10,{'lr': 0.001},{'lr': 1e-05},42,cpu,0.607593903896827,0.4152170312392602,0.9061189375201635,0.4140496954210492,2409.3821587112025,1.8329925035506103,0.35298363788350756
4,10,{'lr': 0.0001},{'lr': 0.01},42,cpu,0.22840930279391472,0.27572794316240506,0.9211743198193354,0.11471429907389336,2806.86047999294,2.42443358915287,0.2920190957031753
4,10,{'lr': 0.0001},{'lr': 0.001},42,cpu,0.2254391860168078,0.275262739890567,0.9063340144101516,0.04706690507310093,2327.099288996071,4.137529872602333,0.19464607015383953
4,10,{'lr': 0.0001},{'lr': 0.0001},42,cpu,0.2082835370616223,0.2679412600052372,0.9040757070652758,0.09614330588662696,2571.5451390786598,2.635003135452444,0.27510292639005696
4,10,{'lr': 0.0001},{'lr': 1e-05},42,cpu,0.5701292996553393,0.34276463855327394,0.9016023228304119,0.3795709556375057,1767.2693055692848,3.285652946510501,0.2333366729600044
4,10,{'lr': 1e-05},{'lr': 0.01},42,cpu,0.14895836593170944,0.22031255180441645,0.8957952468007313,0.06639503502206068,2228.64342602312,3.6264162469177155,0.2161500277166448
4,10,{'lr': 1e-05},{'lr': 0.001},42,cpu,0.22366381949755143,0.2837148574157024,0.9102053984299388,0.08725876349336535,2611.4710149111243,2.8296415219255575,0.2611210459973278
4,10,{'lr': 1e-05},{'lr': 0.0001},42,cpu,0.21426982079046306,0.2622458805425251,0.9187009355844714,0.04802574660427194,2315.6774843569215,3.7573485444131105,0.2102011216256943
4,10,{'lr': 1e-05},{'lr': 1e-05},42,cpu,0.09764252868319061,0.07234892836116665,0.8498763307882568,0.0009294800748277858,460.99580762150606,5.132716438428611,0.16305987893616528
