n_clusters,embedding_size,alpha,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
4,10,0.25,{'lr': 0.01},{'lr': 0.01},42,0.09616528372481085,0.16553669362358256,0.8843961716313582,0.04469075723517787,1736.491286565753,3.4530289059423014,0.22456624942756595
4,10,0.25,{'lr': 0.01},{'lr': 0.001},42,0.1210340979692435,0.2476762968423493,0.9018173997204001,0.05748044055396942,2379.0482784999267,3.216913613168688,0.23714026222334122
4,10,0.25,{'lr': 0.01},{'lr': 0.0001},42,0.2336856403214742,0.31084656575272124,0.9344015485536079,0.11698945370826336,2948.166529287192,2.2971434123598744,0.3032928432082567
4,10,0.25,{'lr': 0.01},{'lr': 1e-05},42,0.23290624078643463,0.28719517426543756,0.9276266265189805,0.12506920141755073,2980.5193880525026,2.2364517760127454,0.30898034922429257
4,10,0.25,{'lr': 0.001},{'lr': 0.01},42,0.03585569094368079,0.1404532461552337,0.847618023443381,0.0020822684198282346,1196.8285133954923,4.171308136964008,0.19337466913876147
4,10,0.25,{'lr': 0.001},{'lr': 0.001},42,0.23195088861066013,0.30472968178926657,0.9270889342940101,0.11518546309734147,2895.408571096206,2.341577489646829,0.2992598564894241
4,10,0.25,{'lr': 0.001},{'lr': 0.0001},42,0.24216449351275024,0.3186754325588651,0.9398860092483062,0.11124178421471559,2949.5292108485687,2.3148079561662573,0.3016766018495233
4,10,0.25,{'lr': 0.001},{'lr': 1e-05},42,0.2351030042656792,0.3069572126585034,0.9347241638885901,0.11611882487256901,2957.8747912319272,2.2960169195707167,0.3033965008074786
4,10,0.25,{'lr': 0.0001},{'lr': 0.01},42,0.1615696381843124,0.17993770345914778,0.8782664802666953,0.05039022605000013,2038.5861529902184,3.183347886308473,0.23904299311870847
4,10,0.25,{'lr': 0.0001},{'lr': 0.001},42,0.16032323538541282,0.18880716894226826,0.847618023443381,0.08080109815202301,1967.4104968710537,2.3435165114964693,0.29908630526021435
4,10,0.25,{'lr': 0.0001},{'lr': 0.0001},42,0.23232383485257796,0.3103592187111378,0.9331110872136789,0.11545481015056346,2947.7778412819134,2.2947688572754816,0.3035114277567023
4,10,0.25,{'lr': 0.0001},{'lr': 1e-05},42,0.23302752353126224,0.3100507631186743,0.9391332401333476,0.12115762594103698,2981.6350746639055,2.2657368344236164,0.3062096092554544
4,10,0.25,{'lr': 1e-05},{'lr': 0.01},42,0.15924509690695732,0.17055913837793593,0.851489407463168,0.020678992106118652,1587.0384517744005,3.838669360440517,0.20666838866397746
4,10,0.25,{'lr': 1e-05},{'lr': 0.001},42,0.12745821151631007,0.25549734454642353,0.9068717066351221,0.07145383963373822,2460.852337496567,3.049956532228493,0.2469162303452548
4,10,0.25,{'lr': 1e-05},{'lr': 0.0001},42,0.11564060734178115,0.24831508536773544,0.9056887837401871,0.056298216479618836,2321.7726078395212,3.909141850342674,0.20370158990826404
4,10,0.25,{'lr': 1e-05},{'lr': 1e-05},42,0.13715754079779122,0.2493635190691337,0.9040757070652758,0.04751764715008534,2192.9249925586746,5.2112456160499585,0.1609983024042688
