n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,acedec,10,{'lr': 0.01},{'lr': 0.01},0.6327657209718587,0.8355183629661516,0.9011821511821512,0.23802652647633418,3707.0128395838187,1.8128873731738462,0.3555065906786295
17,acedec,10,{'lr': 0.01},{'lr': 0.001},0.6404026976200893,0.8452322873563879,0.9009324009324009,0.23086452700890334,3704.399321564621,1.7384247924859673,0.36517343939622704
17,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.4776389822390259,0.723470186675277,0.758991008991009,0.12719068167313863,2734.4961112081583,3.0025723772821835,0.24983932974599138
17,acedec,10,{'lr': 0.01},{'lr': 1e-05},0.345881888249068,0.5649382212490812,0.5705960705960706,0.04294571089550764,1453.6290636855117,3.327875659060079,0.23106024266352845
17,acedec,10,{'lr': 0.001},{'lr': 0.01},0.5409894889906776,0.7791575432486878,0.83999333999334,0.1823757373924765,3282.779902519943,1.9319002214289487,0.3410757271653059
17,acedec,10,{'lr': 0.001},{'lr': 0.001},0.6588240373271769,0.8432346886886968,0.8695471195471195,0.2255015131285436,3644.0355910382236,1.9938926788379694,0.33401330884984615
17,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.6242282401108198,0.833730076137249,0.8855311355311355,0.22329478073424358,3669.7664900930513,1.6962384042468681,0.3708870841780502
17,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.5148923668831386,0.7395703839570053,0.8048618048618048,0.1451558924369621,2919.5580663450987,2.8177686677630436,0.26193310465453973
17,acedec,10,{'lr': 0.0001},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,acedec,10,{'lr': 0.0001},{'lr': 0.001},0.5552525190851952,0.7852175366420102,0.8385780885780886,0.19259368019167633,3392.678979114322,2.083594823404862,0.3242968214922005
17,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.5686776855904427,0.8065645884017264,0.8459040959040959,0.19967060608626017,3479.2277534131563,2.0327696072656343,0.32973160823172676
17,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.3809934532304458,0.6127277380044625,0.6740759240759241,0.08886092451475097,2333.8507126264776,2.9111934048276296,0.25567643849206967
17,acedec,10,{'lr': 1e-05},{'lr': 0.01},0.19777516240306628,0.46820640251559786,0.4916749916749917,-0.022784612173435245,1229.7503378868744,5.072605312156149,0.1646739658838355
17,acedec,10,{'lr': 1e-05},{'lr': 0.001},0.6273038988412202,0.8279158629797767,0.8897768897768897,0.23261145889747384,3643.1451179429077,1.7258804634783957,0.366853944403687
17,acedec,10,{'lr': 1e-05},{'lr': 0.0001},0.323301293376095,0.5863894617481324,0.6277888777888778,0.046257789606313014,2042.0147976448302,3.568498973294294,0.21889027574387548
17,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.3900564183145448,0.6325662748666597,0.6868131868131868,0.0976020685725602,2356.054753879966,2.765711394088712,0.26555407341352993
