n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,{'lr': 0.01},{'lr': 0.01},42,0.20482215065874482,0.4395557397849525,0.47385947385947386,-0.02554508695263444,1069.9607835423417,4.736790016140935,0.17431350932950604
17,10,{'lr': 0.01},{'lr': 0.001},42,0.14125317615692792,0.4933719203671056,0.4482184482184482,0.18849885182964424,1013.7516471742248,4.921817379871397,0.16886707844099658
17,10,{'lr': 0.01},{'lr': 0.0001},42,0.145562031075739,0.5127531496420271,0.4866799866799867,0.12180051586875364,1077.4890582541336,5.164085710998479,0.16223006085326103
17,10,{'lr': 0.01},{'lr': 1e-05},42,0.4537675090134305,0.6767716895256317,0.634032634032634,0.1995042109172967,1914.8929084894223,3.7152573071897304,0.21207750390953636
17,10,{'lr': 0.001},{'lr': 0.01},42,0.06302957151572246,0.16193020537439437,0.31984681984681984,-0.10137091070856367,133.5448889069673,6.73372741798917,0.12930375560870333
17,10,{'lr': 0.001},{'lr': 0.001},42,0.2659959170798049,0.5417226843416237,0.532967032967033,0.018148942843831402,1571.5492557693667,4.960354847248333,0.1677752458751112
17,10,{'lr': 0.001},{'lr': 0.0001},42,0.4617456057784124,0.7336360348883046,0.7497502497502497,0.16073019210281056,2847.117728828145,3.139105729782128,0.2415980806686563
17,10,{'lr': 0.001},{'lr': 1e-05},42,0.566380492495835,0.7712519808706154,0.7915417915417915,0.19409596818967884,3166.704250509508,2.0866569904887045,0.32397509768057253
17,10,{'lr': 0.0001},{'lr': 0.01},42,0.0826212665336274,0.23432759008654666,0.3757076257076257,-0.08301789943108269,433.0468481424559,8.991106371304282,0.10008901545399679
17,10,{'lr': 0.0001},{'lr': 0.001},42,0.15361327148143536,0.4170831723742729,0.4612054612054612,-0.037519184959557174,1109.5074966305178,4.851730079340616,0.17088963203044422
17,10,{'lr': 0.0001},{'lr': 0.0001},42,0.1910174010700566,0.4793506388025049,0.4751914751914752,-0.0017144570698462468,1282.636899557101,6.129790629630982,0.1402565730112831
17,10,{'lr': 0.0001},{'lr': 1e-05},42,0.20106114736304345,0.49671882748817053,0.5097402597402597,0.0027266649807100862,1330.3904292905856,5.552043939390539,0.1526241290886426
17,10,{'lr': 1e-05},{'lr': 0.01},42,0.1071577084985387,0.3158888188875674,0.38902763902763904,-0.0606386087949169,719.9371433478957,6.580190762065803,0.13192280133692486
17,10,{'lr': 1e-05},{'lr': 0.001},42,0.0484198868749122,0.16584756643766643,0.31102231102231104,-0.09754233363502042,255.61216149686257,11.471986823552266,0.08017968701759584
17,10,{'lr': 1e-05},{'lr': 0.0001},42,0.06643096532669687,0.21894275734921556,0.3395770895770896,-0.06868226790821781,445.89755275829623,10.185259781361314,0.08940337726141699
17,10,{'lr': 1e-05},{'lr': 1e-05},42,0.10157335904959039,0.3087654954983291,0.38578088578088576,-0.0600414888649274,702.5806248422938,7.369213975542998,0.11948553387716672
