n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,acedec,10,{'lr': 0.01},{'lr': 0.01},0.571499770885233,0.7920608547358656,0.8511488511488512,0.1808194092243245,3029.905597367467,2.3151828650386275,0.30164248571197544
17,acedec,10,{'lr': 0.01},{'lr': 0.001},0.6379184880110317,0.8435372077197222,0.9057609057609057,0.2330105574187996,3750.849256442898,1.544351993382311,0.39302738088162836
17,acedec,10,{'lr': 0.01},{'lr': 0.0001},0.6431387227627378,0.7945853102136112,0.8377455877455877,0.22164957107634858,3403.9898960050837,1.9934077208598941,0.3340674218989244
17,acedec,10,{'lr': 0.01},{'lr': 1e-05},0.4996683298299694,0.5980136504343938,0.5738428238428238,0.038927301475456574,1197.4705533747958,2.9738308685939083,0.2516463415449379
17,acedec,10,{'lr': 0.001},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,acedec,10,{'lr': 0.001},{'lr': 0.001},0.6486968828647601,0.8617196679606866,0.9090909090909091,0.25164151562816534,3876.6531021756987,1.4634342111061596,0.4059373680415717
17,acedec,10,{'lr': 0.001},{'lr': 0.0001},0.6246950383123359,0.821212729676524,0.8748751248751249,0.23420119847550755,3738.791370430419,1.665081616957621,0.37522303018305714
17,acedec,10,{'lr': 0.001},{'lr': 1e-05},0.5024946453675317,0.7220443159497575,0.7848817848817848,0.1336098193000043,2821.321340841674,2.6970521454397494,0.2704857710036584
17,acedec,10,{'lr': 0.0001},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,acedec,10,{'lr': 0.0001},{'lr': 0.001},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,acedec,10,{'lr': 0.0001},{'lr': 0.0001},0.5561096689526888,0.7981616199335076,0.8688811188811189,0.19636660290940125,3474.5960430136297,1.9595719620164573,0.3378866987639206
17,acedec,10,{'lr': 0.0001},{'lr': 1e-05},0.43220205846524856,0.6873025040218672,0.7231934731934732,0.12507284076834368,2545.57657506916,3.1205971166073665,0.2426832742200566
17,acedec,10,{'lr': 1e-05},{'lr': 0.01},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,acedec,10,{'lr': 1e-05},{'lr': 0.001},-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,acedec,10,{'lr': 1e-05},{'lr': 0.0001},0.4032472923816027,0.6786076425524629,0.7311854811854812,0.11756470459964034,2734.9739641136885,2.8489355162886625,0.25981209499821667
17,acedec,10,{'lr': 1e-05},{'lr': 1e-05},0.45590923886813733,0.6709442765656807,0.7475024975024975,0.12122372238835832,2603.784036436809,2.360246709181683,0.29759719644023663
