n_clusters,embedding_size,pretrain_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,{'lr': 0.01},42,0.43383304539932976,0.6951080404484942,0.7342657342657343,0.12192898933938363,2357.10930011683,2.889711529473819,0.2570884736368291
17,10,{'lr': 0.001},42,0.5220061757772141,0.7526395671221386,0.8067765567765568,0.18042046268422615,2926.3486207523365,2.2289150460271077,0.3097015516807762
17,10,{'lr': 0.0001},42,0.324584627233513,0.5726349320762977,0.6045621045621046,0.07768331825742687,2043.8611720353224,3.485623950082596,0.22293442587437284
17,10,{'lr': 1e-05},42,0.29964603862871425,0.5434128132832228,0.6248751248751249,0.049279191306748044,1973.0412938836287,3.100570616329739,0.24386849869569155
