n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
17,10,{'lr': 0.01},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,10,{'lr': 0.01},{'lr': 0.001},42,0.13941532134362253,0.5231064809677216,0.4879287379287379,0.010936590152708354,1073.9448592007834,5.137692341399898,0.16292768427879814
17,10,{'lr': 0.01},{'lr': 0.0001},42,0.12934167336431063,0.5068807532039988,0.48776223776223776,0.1419010202546913,1086.670566944269,5.121102966328267,0.16336924987227397
17,10,{'lr': 0.01},{'lr': 1e-05},42,0.12803691056186517,0.502768640355038,0.4872627372627373,0.1522322918281249,1088.5310692982428,5.113642786827464,0.16356860138355045
17,10,{'lr': 0.001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,10,{'lr': 0.001},{'lr': 0.001},42,0.022970637465429128,0.16519585037470255,0.3061938061938062,0.32451643402401886,267.8390882615959,7.754705447482043,0.11422428841253728
17,10,{'lr': 0.001},{'lr': 0.0001},42,0.13090771883019323,0.450448075529725,0.39760239760239763,0.11541148773243784,923.0778396576037,6.655347550537496,0.13062764210225675
17,10,{'lr': 0.001},{'lr': 1e-05},42,0.12463256159514449,0.47235225998207464,0.44705294705294707,0.14402543219988392,1025.7942657868005,6.541435801165626,0.1326007442568744
17,10,{'lr': 0.0001},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,10,{'lr': 0.0001},{'lr': 0.001},42,0.02348354579822709,0.09356764569381751,0.2554112554112554,-0.12867507348029178,66.94206838085576,9.718911487181966,0.09329305510133501
17,10,{'lr': 0.0001},{'lr': 0.0001},42,0.04197223358209778,0.25514832078961086,0.3407425907425907,0.1685340852625193,439.0595675869288,6.179444924020307,0.13928653406815542
17,10,{'lr': 0.0001},{'lr': 1e-05},42,0.040667760216086764,0.2522920234785135,0.341991341991342,0.15412823315982369,445.16029850969505,6.949931314439806,0.1257872502852517
17,10,{'lr': 1e-05},{'lr': 0.01},42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,inf
17,10,{'lr': 1e-05},{'lr': 0.001},42,0.1361086193022872,0.38930747560292184,0.44197469197469197,-0.04288152973546179,1067.786833332967,6.002747576403375,0.14280109186994314
17,10,{'lr': 1e-05},{'lr': 0.0001},42,0.007555279276306944,0.015421250589800966,0.23684648684648685,-0.1272376472986652,9.43885623065508,28.855534794199624,0.033494626939132285
17,10,{'lr': 1e-05},{'lr': 1e-05},42,0.024609822311171956,0.09414973035076012,0.2683982683982684,-0.007895341037522307,110.79881918521484,5.863448197105325,0.14569935858505528
