adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,dataset,norm_davies_bouldin_score
0.7069399197989974,0.8780678347520883,0.9111721611721612,0.23945683820565997,3620.005056752327,1.5761558920342027,Sim1,0.3881752665248735
0.56933708622607,0.8093197410824013,0.8458229036295369,0.12050981230057596,2193.6879872259356,2.9061223276716133,Sim2,0.25600836740719446
0.6023071058964109,0.8366534184273091,0.9070820308289318,0.19832439085873446,3707.6334289421056,2.1054628444345647,Sim3,0.322013190978003
0.6035780998272636,0.8057774320494372,0.913594694753267,0.2456415904979707,2349.0505561463515,1.4719164085478587,Sim4,0.40454442413263303
0.6362938054194751,0.8230151416768725,0.8750637863582242,0.1908768195972984,2868.267831370062,2.115797245840492,Sim5,0.3209451453668797
0.5111519715237884,0.740457742295523,0.7906931081877087,0.1117460021238913,1995.2798081291558,2.64062067381168,Sim6,0.2746784379909082
0.597890891274535,0.8284313995572555,0.7933423815986856,0.1865076745291924,3086.181780175525,1.8851762031385613,Sim7,0.34659928184357575
0.2299740681762918,0.41963400070133566,0.953921007441328,0.16288821907965162,1005.3268769234492,1.8492514730951957,Sim8,0.3509693719360198
0.4847044604686202,0.7336830797381491,0.7297003769245513,0.08579790890894202,2231.4913667315636,2.788701140372308,Sim9,0.26394269776098833
0.34648426479473665,0.6837364475487677,0.5888837547032807,0.0674344396273766,2086.814103884325,2.710603362553497,Sim10,0.2694979501424905
0.5925175113221199,0.8279585637483698,0.8208516886930984,0.1978470823035869,4830.782701446611,1.9477486614739472,Sim11,0.33924194863342766
0.5578682886918483,0.7932475170201394,0.7945581257413997,0.16055654027141397,3410.8312939607254,2.15637198971162,Sim12,0.3168194380318793
0.4963515209659573,0.7405764589975231,0.80967659137577,0.14713735500139888,2866.2647970005855,2.529489221257168,Sim13,0.28332711542998
0.5014173253408192,0.7029744677039361,0.9234524073663191,0.17296524238073954,1173.5568518939463,1.694209647256121,Sim14,0.37116636451006535
0.783486575662279,0.9199238181618006,0.9704636992667561,0.2807304056842207,3784.3904254952945,1.3540131916577,Sim15,0.4248064554369801
0.6615576274843427,0.8069628958181705,0.9010058231868714,0.21615137175302507,2339.199191624867,2.5842531054907667,Sim16,0.278998154027707
0.6618163978564557,0.8363646702215203,0.9087711584963728,0.266012341997317,7147.517280520881,1.9122754402795568,Sim17,0.3433741143330891
0.623316173555379,0.8350787142153524,0.9019131924614506,0.2495409564042792,3197.100124534373,1.5633639295795319,Sim18,0.3901123786835956
0.6552795345323106,0.8543262635353766,0.8614470920547548,0.20110884719857777,3035.5260732832016,1.9736708195933401,Sim19,0.33628470017967677
0.650772146668334,0.8459343335349662,0.904970498837833,0.22586350561548627,4350.755528197101,2.248098363962926,Sim20,0.30787244964463584
0.5220775514942673,0.7607022555495787,0.9813650128115536,0.23776293608044002,1996.394809664518,1.3084338074744881,Sim21,0.4331941408768558
0.6810721435477516,0.8533583393052977,0.9294465568229827,0.25542825362206456,4075.613256219722,1.5198199022478927,Sim22,0.3968537589166255
0.6232243190705603,0.8140590782079903,0.8521758636159713,0.15779438866836037,3562.988413477917,2.567994979474524,Sim23,0.28026945266253567
0.6710561231754988,0.8603137237360919,0.9466835925103142,0.23010435982865213,2185.6038559311773,1.5108004510880122,Sim24,0.39827936129558494
0.5965996513605892,0.7884857104980756,0.8413059368147486,0.1798895556060772,3833.7378553503777,2.0323508127977656,Sim26,0.3297771470832429
0.6394927422032449,0.815466235549507,0.933843797856049,0.2553245766194849,2344.381779931743,1.5773171114382327,Sim27,0.38800037277600086
0.657634408370162,0.8251747508713594,0.889247578842811,0.20202698985989168,3428.3032730870673,1.9744537346884647,Sim28,0.33619618565179565
0.46948716330380863,0.6883367919614993,0.9296145559013647,0.23871011628703492,1344.4495459108182,1.3687045826100261,Sim29,0.4221716829281095
0.6495444704037936,0.8132826630703678,0.9347408829174664,0.184372629576414,2230.9393754662105,2.2687244249333856,Sim30,0.30592973588478
0.6169834568195666,0.8027643408831748,0.8757295719844358,0.14556792433217688,2498.732572509728,2.521434975990362,Sim31,0.2839751427523553
0.9527447435028729,0.9381054860782528,0.9709187045604759,0.24158748808300567,3260.9154686094666,1.442087487192843,Sim32,0.40948573924740533
0.3267577007557803,0.5493471007942834,0.9498680738786279,0.14530918000003865,845.2691828266856,2.003849992086825,Sim33,0.3329061047104031
0.6980128534620298,0.8969220090203652,0.9804408115603561,0.2761869003993269,3263.345032496649,1.3312782394524196,Sim34,0.42894922754260517
0.6832017276076393,0.8477911756677174,0.9178356713426854,0.20249078142650426,3502.6032795189,2.50982293909162,Sim35,0.28491465733562354
0.5651781250104545,0.8154292553428055,0.8384099539468369,0.18717702087809893,2727.43974114153,2.0715152769699645,Sim36,0.32557220453954416
0.7966796620254435,0.9276343471273383,0.9787020293349408,0.2539679462671609,4372.031857607448,1.4077120355982062,Sim37,0.4153320601529268
0.6863975123632843,0.8622012464215428,0.8768388948690348,0.20720771549370665,4291.259185034766,2.031554326485888,Sim38,0.3298637900905369
0.46187317784672915,0.6598445063358295,0.8372536554354736,0.22473819361513397,3084.569372737834,1.6649745652134482,Sim39,0.3752381028521771
0.6797330237655059,0.8370907916565391,0.9176630434782609,0.26961761785787264,6815.950025817492,1.6891673656999187,Sim40,0.3718623142445158
0.551588978388268,0.7942315057216212,0.7786019330186559,0.18188748933879653,2184.102737022544,2.5459644993087176,Sim41,0.282010719564437
0.483357500377535,0.7447031039300747,0.8993477616365253,0.1601659968781928,2306.963899621598,2.1007966486368037,Sim42,0.32249776857815804
0.5419069501420107,0.7900266917398643,0.8358936620366112,0.1383369026241128,2327.7048214738193,2.5440176025978802,Sim43,0.2821656414084872
0.5522035200224106,0.8090798118688014,0.9497449744974498,0.1806080243716334,2394.040777140629,1.9004744179958502,Sim45,0.344771184257151
0.39661667317155314,0.6171318577543009,0.9009995240361732,0.2116357614796712,1999.8776907477422,1.5942257488121727,Sim46,0.38547146502492063
