dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
Sim1,0.7525343214111742,0.8039098560010756,0.8237595737595738,0.14958604981339507,2661.929837126962,3.204223534846923,0.2378560492113344
Sim2,0.5666439681275759,0.7887285203051332,0.7185544430538173,0.09323367874753039,1858.963203674536,3.698550439743171,0.21283159834603402
Sim3,0.7207390867181519,0.7950173463439943,0.8234342998814271,0.21440498766554203,3062.279952325888,3.288374922907892,0.2331885662930593
Sim4,0.5209955824404559,0.7527504790878011,0.9133996489174956,0.21204840864336988,2155.1609567471955,1.6993286443485516,0.3704624859568877
Sim5,0.4556197446788154,0.7217872935432738,0.6811532573566933,0.11417694751008574,1780.441911514963,4.921373478085151,0.16887973773331036
Sim6,0.7519594759950512,0.850930592434687,0.8064991164343216,0.1936738072608807,2263.6947968568284,2.835279182186135,0.26073721168585
Sim7,0.4124336214337135,0.7259325435391909,0.616329737838417,0.13839110726242979,1917.4636328696602,4.036695328516005,0.19854288075324908
Sim8,0.24227556554799326,0.4331581279846204,0.953921007441328,0.15566728046384706,977.974189001258,1.94485045407826,0.33957581737813597
Sim9,0.4649726378712898,0.7462231781221694,0.6786558487190953,0.13173646162088057,2105.9701742099605,4.34215627008718,0.18719033091551265
Sim10,0.40134038684487766,0.7609858475673197,0.6798468545778599,0.1817798327440376,2511.825676759622,3.2467978828485595,0.23547153115967115
Sim11,0.4672521261302512,0.7609621824791948,0.6784808436790816,0.1648744827450408,3859.8753099521273,4.6578087949591165,0.1767468707834313
Sim12,0.6081498253938223,0.7756745014525466,0.7393238434163701,0.14779149377790682,2789.081882922538,4.133973278411712,0.1947809125156507
Sim13,0.4817829948068846,0.7093256586294575,0.7452515400410678,0.30775731928931876,2183.2764936654785,4.953982557071812,0.16795480846887184
Sim14,0.6861396719379647,0.6610400009479008,0.8520079875748835,0.13290594121922475,790.3164698128745,3.004694575634269,0.24970693297918198
Sim15,0.9028231393987991,0.9564623822147226,0.9533202519880203,0.32329043066729496,3475.3403052388985,1.6712392745963096,0.37435807773196383
Sim16,0.4407758681716934,0.6929156316955154,0.7253838009528851,0.18246959078324765,1869.7234793853822,2.1606777804870116,0.3163878349680794
Sim17,0.4869356586910147,0.743099264394029,0.7502747856671796,0.20482305637967207,5772.1576251961915,3.2392093668704027,0.23589304359795046
Sim18,0.7426623953183714,0.8079877723600968,0.8713592233009708,0.20534056407900234,2788.894758783611,2.5824889151663855,0.2791355461747621
Sim19,0.34289847771524323,0.7480168892078851,0.6412689215615268,0.10817027954427898,2228.8627635058683,3.6043329210360784,0.2171867276215503
Sim20,0.8191665041199904,0.8401345274522297,0.8422134811371357,0.23285195166479208,3526.2268950491525,4.441053678763962,0.18378793135287888
Sim21,0.6528924982421374,0.6794041123685509,0.8926158863265782,0.22187735361874797,1159.8259414998781,2.570941416292828,0.2800381981730044
Sim22,0.528628310176005,0.6895712568626285,0.8012955921701169,0.16490825593377484,3230.151768035387,2.240812579365723,0.3085645885130807
Sim23,0.4825011216263882,0.7464289379562451,0.7126514131897712,0.054320348367433706,3219.484708949482,3.849004159752878,0.2062279113513822
Sim24,0.8612060086063146,0.8685441274309615,0.9152649952396065,0.20765195900569164,1990.2672023287212,2.041344926896976,0.3288019031173423
Sim26,0.583570867141632,0.7707837230848887,0.7665881588564931,0.1393035499668581,3054.9253470155672,3.6551112955828704,0.21481763517638716
Sim27,0.7018474754445657,0.8523177846390967,0.9715160796324656,0.27969108781408397,2567.91297491985,1.388288625312713,0.4187098616981706
Sim28,0.6717804182641581,0.8250445485502286,0.7924840658885853,0.1855231187066167,3227.1471862419744,2.860254565139482,0.25905027327229313
Sim29,0.5984117201783596,0.6861717515274214,0.8644960497965046,0.17037005395757499,883.4549884458096,1.6836362539522582,0.37262874151713926
Sim30,0.5786926642303167,0.7112564309476579,0.872936660268714,0.19809032704839352,2306.0955430057293,2.7906949587635914,0.2638038699706318
Sim31,0.7774022330662187,0.7709659716449635,0.8148103112840467,0.15716486180437675,2067.661251963334,4.717594246055871,0.17489873484636012
Sim32,0.6015210232381533,0.7616895326978342,0.769773077770434,0.13357379940915004,2177.2724313401754,3.448333595696844,0.22480328385608567
Sim33,0.7873049951679943,0.6579609509350546,0.9309186855360998,0.11540217725987113,599.5403203014524,2.3562441124058138,0.29795210554073276
Sim34,0.47627695207632825,0.7135206992380719,0.7801780761932564,0.14945326346335025,1821.0962861821417,3.1271687370748933,0.24229685377699006
Sim35,0.8556605371433328,0.8548974114203333,0.8743803396266216,0.2084660274225632,3199.8088518984237,3.260114415239333,0.23473547950327062
Sim36,0.6118859816117754,0.7834933489413806,0.6996848994101963,0.17082325657245434,2142.187203389336,3.58590383121295,0.21805952257300273
Sim37,0.8273416487654509,0.8855016673606939,0.8631705846895721,0.20558830413308427,3487.2843990577962,2.532511928423845,0.2830846774935549
Sim38,0.5730680623055585,0.8013953363062404,0.7699138858988159,0.20214872687326424,3066.996535917599,3.1771680935611983,0.23939663848850795
Sim39,0.9841309275538264,0.9548301598949213,0.9917355371900827,0.39327974010817685,3267.381294919888,1.4072733120073249,0.4154077540809613
Sim40,0.5246651473440485,0.6988664342843854,0.8012228260869565,0.11747775271433718,5162.366777584369,3.4287213871214384,0.2257988057022426
Sim41,0.7713515944100287,0.8659398496340829,0.7827976324267626,0.24004933787759342,2484.0019089297684,2.158245864824525,0.3166314602474944
Sim42,0.4753702441471873,0.6420211911373174,0.8243403498369404,0.06830398287563871,1842.4173096468435,3.840271741266247,0.20659997071536182
