n_clusters,embedding_size,pretrain_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
10,10,{'lr': 0.001},42,0.500523821091414,0.8113966222850582,0.902370990237099,0.2361342872646916,2465.5659930376587,2.3256992189017387,0.30068864746290397
