n_clusters,embedding_size,pretrain_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
20,10,{'lr': 0.001},42,0.5009559780729157,0.7424250992097509,0.7735835490365257,0.13749854202616657,2680.526190940228,2.9405396793063874,0.2537723462731429
