n_clusters,embedding_size,pretrain_optimizer_params,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.001},42,0.3900451339534929,0.6428845234429144,0.8217281061049346,0.17857337251502206,1906.4147021175295,2.0660470538399283,0.326152854943174
