dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
Sim1,0.6936480238967241,0.7746921604547118,0.7377622377622378,0.18681036077351215,2769.5547654988322,3.819788802398568,0.2074779707157189
Sim2,0.5074058974852971,0.7510060895976247,0.7790206508135169,0.1168205523496322,2268.8121775302648,2.787622752002927,0.2640178458826692
Sim3,0.38990786047828446,0.6510392642735029,0.6864288024145737,0.11744065883009545,2544.2494746490675,2.913806309038158,0.2555057458236241
Sim4,0.7909777892981028,0.8522038382851496,0.9028671737858397,0.33105223465371586,2429.058778792298,1.0289960710716155,0.492854576831117
Sim5,0.4942777459749837,0.6724306412444421,0.7407722401769008,0.06946309499209162,2199.097851065703,3.260627797960532,0.2347071951412132
Sim6,0.7543625931395702,0.7759565449306475,0.7742980561555075,0.1822369785438353,2394.891401550402,2.760717534442721,0.265906702867591
Sim7,0.5753470749353885,0.7796191959752203,0.7512679477105507,0.14384034904819065,2961.1395024415124,2.8461566794897353,0.259999808466635
Sim8,0.07772166764505577,0.09463730963792218,0.8692043503148255,0.049461339669030345,183.1229013936975,2.73622755868991,0.26764965042724675
Sim9,0.42962503743718455,0.6548136516401484,0.6561042611639941,0.05757391674036854,2011.3333257025758,3.303945362672253,0.23234495694878327
Sim10,0.38803373781641387,0.6516588332767675,0.6012938147732524,0.09720600518863609,2488.5297362054093,3.502637784246459,0.22209203758266677
Sim11,0.27846510475361397,0.5785172021036897,0.5341743425443866,-0.031610495210110584,1790.6412562132923,4.67790546944976,0.17612128369881244
Sim12,0.5435489214288447,0.7253788131329317,0.7386565836298933,0.09652363928173624,3142.1748677381242,2.9828711230398524,0.25107515887603427
Sim13,0.34222270938899524,0.5913409080271557,0.7288244353182751,0.07172079773712373,2319.1090019009403,3.503322123709858,0.22205828775495084
Sim14,0.7929904500595296,0.7551642995672353,0.8739738185045485,0.20517673070282436,1222.1256745241506,1.654442763657748,0.3767269024185053
Sim15,0.670354756748734,0.8326434332892259,0.8262935040793142,0.22024970987850145,2749.833192872317,2.090326357594134,0.32359041870856486
Sim16,0.37495012115738596,0.5649429940279372,0.6827686606670196,0.07984872562732452,1649.294977422966,3.450688468205149,0.22468433976985924
