dataset,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
Sim1,0.428420198,0.695239034,0.684482184,0.128696047,2070.554375,3.379197366,0.228352348
Sim2,0.672018133,0.840385142,0.703066333,0.143441912,1699.403776,1.133027584,0.468817191
Sim3,0.512456775,0.714776526,0.760806295,0.137362129,2392.55763,2.825847563,0.261379991
Sim4,0.600789483,0.747112545,0.827579481,0.0115834,742.9380944,1.116679674,0.472438042
Sim5,0.354615005,0.622401299,0.66873618,0.042651447,1550.400044,4.879889202,0.170071232
Sim6,0.695972494,0.831752084,0.740526212,0.115452723,1724.415652,2.301424222,0.302899577
Sim7,0.45649323,0.699881486,0.603757411,0.121462588,2103.055503,3.132930089,0.241959089
Sim8,0.983751443,0.958475896,0.996565541,0.227099675,776.040422,1.284219032,0.437786388
Sim9,0.188061154,0.499596535,0.45147895,-0.021919225,795.8002264,5.868485674,0.1455925
Sim10,0.247954101,0.590940213,0.507822299,0.063405567,1243.414386,3.748421982,0.210596279
Sim11,0.376551925,0.702096426,0.644706982,0.030521404,2342.715623,10.92038663,0.083889896
Sim12,0.338235779,0.71717929,0.567838078,0.153574538,1652.658669,0.859652116,0.537734984
Sim13,0.484023029,0.701601042,0.761935318,0.109482466,2459.584381,2.808094103,0.262598553
Sim14,0.992089266,0.980425155,0.997337475,0.20210495,1099.635342,1.367836426,0.42232647
Sim15,0.675678457,0.893912736,0.835381597,0.261512902,2479.791025,1.043017885,0.489471975
Sim16,0.525409493,0.734155129,0.786791953,0.200094783,2094.796848,1.81872646,0.354770147
Sim17,0.566554997,0.786400991,0.839305342,0.220293801,5902.721029,2.869244401,0.258448394
Sim18,0.541819641,0.729779668,0.78726442,0.168883632,2568.951464,2.916840731,0.255307803
Sim19,0.369607659,0.7266637,0.538060404,-0.053927533,674.6758738,2.331640452,0.300152437
Sim20,0.327433419,0.631347775,0.607634543,0.112376193,1602.482083,2.949879034,0.25317231
Sim21,0.468948963,0.666263136,0.815513627,0.211128075,1002.859696,1.21842181,0.450770902
Sim22,0.631134631,0.824322483,0.815518941,0.264744932,3012.406788,0.952335488,0.51220705
Sim23,0.37933831,0.65970799,0.613279498,0.039443672,1873.582048,4.177579491,0.193140444
Sim24,0.837572911,0.848410444,0.894319264,0.225495524,1985.727205,1.673646195,0.374021066
Sim26,0.419486578,0.68836442,0.624055876,0.114634306,1700.70336,4.739216762,0.174239803
Sim27,0.983668905,0.974296926,0.982235835,0.21512583,2143.140509,1.128716216,0.469766704
Sim28,0.627125525,0.841067025,0.735286814,0.15897893,2321.137021,1.714866282,0.368342267
Sim29,0.997710702,0.988241151,0.998324156,0.206546111,971.9115991,1.342516736,0.426891294
Sim30,0.842620876,0.852744509,0.936660269,0.173156396,2142.97938,2.231956789,0.309410077
Sim31,0.521593901,0.714297319,0.79766537,0.079763909,2031.598693,3.484082375,0.223011068
Sim32,0.498081729,0.709352786,0.621392377,0.101060655,1105.597689,2.494628457,0.286153453
Sim33,0.715883444,0.698711358,0.952986328,0.106288972,639.8210419,3.034402249,0.247868194
Sim34,0.526459377,0.713886511,0.667785725,0.132497616,1003.30827,1.855341495,0.350220806
Sim35,0.531700228,0.737014361,0.762683261,0.109758862,2446.39096,2.970865657,0.251834256
Sim36,0.224661517,0.639035715,0.54302335,-0.039507489,601.8270541,1.182419061,0.458207142
Sim37,0.80916203,0.846406481,0.83363472,0.196941032,3369.225506,2.194566847,0.313031484
Sim38,0.43305368,0.707749943,0.602529602,0.181783102,2412.980759,2.179440395,0.314520757
Sim39,0.905636853,0.843063537,0.925407925,0.416005607,3293.564501,1.140313098,0.467221362
Sim40,0.446155175,0.681210691,0.726358696,0.166237444,4496.407223,2.752812234,0.266466835
Sim41,0.39404238,0.632114814,0.641042931,0.02734859,1112.849714,3.931754566,0.202767592
Sim42,0.341859614,0.594998159,0.75185295,0.073445245,1624.624992,3.419428708,0.22627359
Sim43,0.39510407,0.650151812,0.695888143,0.032854258,1266.517425,4.111754369,0.195627553
Sim45,0.428607553,0.676447899,0.791929193,0.142334294,2132.250862,2.192836443,0.313201136
Sim46,0.99925475,0.99768487,0.999762018,0.287415387,1883.121326,1.220330337,0.450383433
Sim47,0.327869021,0.607883253,0.620752482,0.051145788,1921.705333,3.815430391,0.207665758
Sim48,0.307516961,0.546076005,0.679613073,0.087361793,1058.550624,2.776032625,0.26482822
Sim49,0.41895205,0.658131021,0.722620051,0.138453434,1535.581494,3.111233457,0.243236005
Sim50,0.378585944,0.647719737,0.684327892,0.095672224,1912.176851,2.988986877,0.250690221
Sim51,0.796080833,0.853399633,0.715818151,0.173177255,1830.424847,2.49228386,0.286345566
Sim52,0.424431963,0.686709581,0.657698541,0.083676475,1591.702752,7.268091537,0.120946895
Sim53,0.999382402,0.998200493,0.999777283,0.317218022,1496.737118,1.155443929,0.463941551
Sim54,0.595601801,0.77281092,0.866820742,0.237262629,4191.343079,1.661125222,0.375780888
Sim55,0.462699523,0.718727258,0.714245236,0.102078495,2198.378786,3.185998996,0.238891601
Sim56,0.408605609,0.659397237,0.666066959,0.103068437,1976.270028,2.995169074,0.250302298
Sim57,0.782036525,0.799802925,0.782891605,0.157256413,2630.859995,1.839541487,0.352169533
Sim58,0.511707834,0.716863182,0.833842239,0.155092832,3230.002655,2.812631882,0.262286009
Sim59,0.970386627,0.941741555,0.990900383,0.264453104,3802.0724,1.324990083,0.430109361
Sim60,0.319471074,0.570255737,0.621086828,0.066372694,1193.951638,4.723382627,0.17472185
Sim61,0.310055775,0.597542881,0.542921687,0.052250368,1507.25316,4.47205716,0.182746629
Sim62,0.485659683,0.687618772,0.795909159,0.203507776,2985.631461,1.367397081,0.422404846
Sim63,0.49754872,0.74405194,0.828006288,0.130440234,1339.515686,2.367095662,0.296991859
Sim64,0.999171302,0.996496161,0.999386503,0.323263958,3048.315991,1.094696486,0.477396132
Sim65,0.53008385,0.800517831,0.592693929,0.123042979,1913.776715,2.3197777,0.301224989
Sim66,0.433535348,0.682159066,0.683900732,0.126183041,3046.622958,2.345779087,0.298884049
Sim67,0.47013899,0.700693103,0.741759691,0.120835419,3108.751402,2.52314326,0.28383745
Sim68,0.535469323,0.762989037,0.859693166,0.16549951,1762.960475,2.507247145,0.285123905
Sim69,0.55985011,0.777244511,0.603601361,0.068012202,670.8304911,2.369828834,0.296750977
