adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,dataset,norm_davies_bouldin_score
0.484858009,0.73193276,0.780969031,0.169119401,2963.865582,2.106409151,Sim1,0.321915096
0.438064007,0.71511689,0.765879224,0.086495928,1937.573305,2.765438633,Sim2,0.26557331
0.505751942,0.720633312,0.834213647,0.169903968,2985.469595,1.958846276,Sim3,0.337969569
0.572620329,0.796235139,0.913399649,0.257435634,2439.366148,1.412717716,Sim4,0.414470368
0.520266167,0.732806708,0.813318592,0.150239416,2690.484826,2.328648807,Sim5,0.300422201
0.467598187,0.684911117,0.782741017,0.141521802,2242.096806,2.206255596,Sim6,0.311890294
0.480623938,0.736475602,0.734338167,0.155353795,2810.36021,2.132999136,Sim7,0.31918298
0.233034333,0.443984777,0.953634803,0.166362488,1032.636176,1.845707033,Sim8,0.351406518
0.484263156,0.722854285,0.758129432,0.100285852,2268.140051,2.843465689,Sim9,0.260181847
0.423074454,0.695719818,0.677668493,0.110294778,2566.225108,2.372309097,Sim10,0.296532723
0.451032837,0.726100329,0.737151248,0.148925644,4164.246635,2.337092494,Sim11,0.299662057
0.431181877,0.703025324,0.715895611,0.122819786,2917.442387,2.520396716,Sim12,0.284058895
0.508487888,0.746384722,0.88051848,0.184607316,3168.737714,1.798302377,Sim13,0.357359522
0.449422584,0.601247758,0.893720879,0.169869176,1209.454815,1.781709697,Sim14,0.359491144
0.717292493,0.852251189,0.895486936,0.245993088,3178.532382,1.514638451,Sim15,0.397671482
0.57307212,0.739336238,0.865007941,0.196952472,2155.745348,1.66622487,Sim16,0.375062138
0.587065929,0.796362388,0.841393713,0.257242282,7565.792762,1.856180776,Sim17,0.350117895
0.527617936,0.759243503,0.866362079,0.229701748,3075.294252,1.734279129,Sim18,0.365727109
0.495810554,0.733858519,0.76468458,0.158871376,2793.701972,2.110808832,Sim19,0.321459805
0.490852325,0.737819508,0.805828714,0.157284648,3365.139839,2.225633932,Sim20,0.31001658
0.498247147,0.71837694,0.972047519,0.235369208,1998.191742,1.31719679,Sim21,0.431555923
0.662257213,0.810944981,0.913110829,0.259254743,4074.023932,1.489432072,Sim22,0.401698046
0.517154615,0.730779705,0.757813668,0.148260662,3106.678209,2.472909833,Sim23,0.287942978
0.553140659,0.767960915,0.886861314,0.199914253,1982.907211,1.611895445,Sim24,0.382863718
0.554076752,0.755456629,0.792252091,0.176213797,3812.284489,2.162780442,Sim26,0.316177496
0.591287242,0.754435679,0.909954058,0.197438266,2207.843723,2.285308749,Sim27,0.304385395
0.57116302,0.758198118,0.843804321,0.178590199,3412.703743,1.915403204,Sim28,0.343005729
0.46302815,0.670404197,0.926262868,0.238744064,1345.972223,1.370110636,Sim29,0.421921232
0.553540724,0.770480671,0.922456814,0.253711708,2896.09159,1.422015056,Sim30,0.412879349
0.454609312,0.715855898,0.807636187,0.097693819,2255.144102,2.871348374,Sim31,0.258307934
0.625831525,0.788839495,0.881802159,0.201067549,3013.5954,1.684533167,Sim32,0.372504245
0.344779845,0.543408149,0.94674982,0.142210098,844.399098,2.099034206,Sim33,0.322681175
0.502236837,0.785281533,0.883812582,0.229184104,2967.371108,1.802806194,Sim34,0.356785283
0.438285336,0.696797855,0.764370847,0.170400981,3025.796056,2.08402544,Sim35,0.324251541
0.44464165,0.723655685,0.732083704,0.132752662,2345.36194,2.339885138,Sim36,0.299411494
0.637812353,0.80039851,0.877436207,0.201037182,3863.589982,1.670131354,Sim37,0.374513411
0.584355975,0.799003142,0.837908145,0.186774225,3605.615838,2.189714368,Sim38,0.313507695
0.965626351,0.924049159,0.986013986,0.392012887,3282.399314,1.420241949,Sim39,0.413181831
0.565384504,0.743847689,0.831521739,0.25996268,6414.31096,1.753656783,Sim40,0.363153464
0.534331247,0.733490364,0.78976549,0.13401328,2236.333676,2.077392642,Sim41,0.32495041
0.558197396,0.730520762,0.853691076,0.167476679,2262.836162,2.14478969,Sim42,0.317986288
0.506405284,0.747979994,0.814644467,0.133824356,2385.15211,2.462208048,Sim43,0.288833018
0.53247107,0.740983011,0.889588959,0.178425402,2387.03218,1.735549322,Sim45,0.365557291
0.396586015,0.617793842,0.900999524,0.215787607,2017.869252,1.589923453,Sim46,0.386111798
0.465667361,0.722719062,0.751480368,0.120123652,2566.941258,2.522113911,Sim47,0.283920403
0.473463299,0.755118796,0.824710538,0.278578178,3001.040588,1.540402273,Sim48,0.393638445
0.52660291,0.741179527,0.808550969,0.160562851,2053.347077,2.116644014,Sim49,0.320857947
0.500177193,0.728799614,0.792703595,0.167967333,2779.812749,1.952208481,Sim50,0.338729465
0.372440094,0.661031127,0.683722118,0.087274037,1918.610616,2.529113881,Sim51,0.283357249
0.47998678,0.734729931,0.803133441,0.146810616,2530.224382,2.108667706,Sim52,0.321681213
0.519980585,0.701046749,0.952561247,0.205223626,1635.469903,1.655268342,Sim53,0.37660977
0.600636594,0.77949479,0.889498772,0.251009214,4289.401921,1.532321518,Sim54,0.394894563
0.410651821,0.663926681,0.641921088,0.085959038,2139.026864,2.690896285,Sim55,0.270936901
0.454248064,0.697201708,0.747418648,0.119892857,3026.532756,2.61302145,Sim56,0.276776657
0.5702369,0.757767919,0.853197905,0.199995436,3300.416558,2.590238483,Sim57,0.278533029
0.69601402,0.831034647,0.936259542,0.300672212,7049.230444,1.29903529,Sim58,0.43496505
0.408265339,0.607500275,0.900383142,0.220950617,3933.045918,1.828753265,Sim59,0.353512628
0.457854162,0.685621436,0.761961016,0.158471099,2212.996494,2.144814112,Sim60,0.317983819
0.456939676,0.712620999,0.719201807,0.093257254,2470.58601,2.634252099,Sim61,0.275159778
0.435125535,0.682785088,0.803729884,0.227294904,3516.264486,1.571380646,Sim62,0.388896137
0.417091293,0.711307954,0.8370448,0.135520102,1410.459846,2.309538453,Sim63,0.302156936
0.582110568,0.817940508,0.986298569,0.308629827,3733.523873,1.211322363,Sim64,0.452218101
0.44923257,0.698749676,0.733195297,0.137440258,3662.816388,2.216475146,Sim65,0.31089934
0.446237917,0.682477937,0.716035635,0.164573131,3599.277433,2.178415744,Sim66,0.314622152
0.485295907,0.719699329,0.77858838,0.168892253,3338.864578,1.874784852,Sim67,0.347852118
0.537279343,0.804843582,0.9027894,0.239800569,2660.994505,1.556669554,Sim68,0.391133848
0.543205416,0.764892767,0.810057257,0.171755759,2822.887925,2.342027424,Sim69,0.299219567
0.441715823,0.689251275,0.761362427,0.120683907,2145.63434,2.25576779,Sim70,0.307147212
0.452173528,0.701881641,0.727691508,0.142833433,2599.368505,2.487593159,Sim71,0.286730692
0.443176492,0.70071417,0.73048377,0.118609309,2016.567125,2.517950168,Sim72,0.284256443
0.567964225,0.771985315,0.885727833,0.17988839,2795.266351,1.873893556,Sim73,0.347959999
0.476024099,0.729540684,0.773823192,0.123233157,2786.706008,2.524308388,Sim74,0.283743614
0.478573216,0.721612768,0.735979292,0.108915809,2361.000081,2.737509136,Sim75,0.267557874
0.599399492,0.783233569,0.957211438,0.305225436,3709.391587,1.441530234,Sim76,0.4095792
0.682103632,0.809518705,0.934923772,0.203599486,2260.892489,1.648170592,Sim77,0.377619177
0.49173621,0.729662426,0.773527793,0.125404849,3441.919015,2.599143518,Sim79,0.27784388
0.510122768,0.736758273,0.86682996,0.188010161,3222.744342,1.973854351,Sim80,0.336263946
0.429997289,0.676605095,0.737488015,0.105870926,3140.750131,2.372700998,Sim82,0.296498267
0.985680869,0.976821525,0.995005763,0.401121104,5259.127525,0.886715366,Sim83,0.530021654
0.418515415,0.69952207,0.818385264,0.131291109,1379.768433,2.423203727,Sim84,0.29212401
0.453498591,0.721692015,0.740283903,0.110508694,2787.831561,2.677552891,Sim85,0.27191995
0.466489428,0.712840047,0.738571532,0.12477864,2859.273455,2.733058937,Sim86,0.267876832
0.512153583,0.70893407,0.849048119,0.273681048,4271.611468,1.474116525,Sim87,0.404184682
0.52895024,0.738655052,0.876676021,0.182607252,2397.34959,1.993344283,Sim88,0.334074502
0.547695341,0.739128925,0.928055981,0.244215606,4343.078764,1.574562039,Sim89,0.388415577
0.496905186,0.733160674,0.778797918,0.15169516,3590.078894,2.366053704,Sim90,0.297083792
0.522616364,0.758629264,0.838369836,0.188784981,2784.3865,2.305454058,Sim91,0.302530298
0.488534922,0.720049929,0.829301075,0.14252806,2625.660763,2.070166898,Sim92,0.325715192
0.424246946,0.687148314,0.867986259,0.196172158,3576.40661,2.109015237,Sim93,0.321645255
0.381097936,0.602816727,0.783967936,0.252738556,2106.655479,1.462359041,Sim94,0.406114617
0.572147264,0.73727643,0.798587707,0.169228671,3201.501205,2.228908984,Sim95,0.309702133
